Year,Team,Playoff,Finalist,Winner,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2010,Mens Sana 1871 Siena,1,1,1,42,40.0,82.5,28.9,56.9,508,6.4,16.9,380,18.3,22.8,805,7.2,21.9,29.1,14.5,14.8,2.2,14.9,22.3
2010,Sidigas Avellino,1,0,0,34,40.4,81.1,28.4,61.5,462,8.0,23.4,340,16.2,21.0,773,9.9,23.5,33.4,14.3,13.6,2.4,17.2,21.0
2010,Banco di Sardegna Sassari,1,0,0,34,40.4,80.3,27.9,60.0,465,7.9,22.9,347,16.4,21.1,780,8.2,21.1,29.4,12.6,11.4,2.3,17.0,20.3
2010,Pasta Reggia JuveCaserta,0,0,0,30,40.5,79.8,28.5,61.8,461,6.7,20.1,334,16.1,22.4,719,11.1,21.5,32.6,9.8,14.0,2.2,16.0,20.7
2010,Edilnol Pallacanestro Biella,0,0,0,30,40.3,79.8,29.2,61.2,478,7.7,22.5,340,13.6,18.9,720,8.7,19.9,28.6,12.9,13.1,1.3,17.3,24.9
2010,Vanoli Cremona,0,0,0,30,40.8,79.5,29.2,61.9,471,7.7,21.2,361,13.5,18.6,725,9.4,21.1,30.5,12.1,13.5,1.7,16.6,20.1
2010,OpenJobMetis Varese,1,0,0,33,40.3,77.9,26.6,58.5,454,8.7,24.7,354,16.0,20.3,791,8.6,21.6,30.2,13.8,13.6,1.2,17.7,24.6
2010,AX Armani Exchange Milan,1,0,0,38,40.4,77.9,28.4,61.7,460,7.6,22.4,338,13.5,18.9,713,10.2,21.6,31.7,13.5,13.3,2.3,16.0,23.2
2010,Virtus Roma,0,0,0,30,40.0,77.4,28.2,59.7,473,7.3,21.2,343,13.7,19.5,703,11.0,21.4,32.4,11.0,13.2,3.5,16.7,21.0
2010,Sutor Montegranaro,0,0,0,30,40.3,77.1,27.3,59.9,457,6.9,19.5,356,15.5,21.9,710,11.3,22.0,33.3,9.6,11.0,2.9,17.7,20.6
2010,Virtus Bologna,1,0,0,34,40.6,77.0,26.5,59.8,443,7.2,21.1,343,16.7,23.5,712,10.5,22.8,33.2,9.4,11.2,2.0,16.1,21.1
2010,Universo De'Longhi Treviso,1,0,0,37,40.1,75.2,27.7,58.9,470,6.6,20.0,332,13.2,18.6,708,10.9,23.0,33.9,11.7,11.6,2.5,19.0,23.4
2010,Banca Tercas Teramo,0,0,0,30,40.5,75.1,25.8,59.7,431,7.5,22.3,334,16.1,21.2,761,11.2,22.1,33.4,12.8,8.3,2.1,17.1,21.7
2010,Acqua San Bernardo Cantu,1,1,0,42,40.0,74.8,25.9,54.6,475,7.9,20.0,395,15.1,19.4,779,7.9,22.5,30.4,14.1,10.9,1.5,16.7,20.0
2010,Enel Brindisi,0,0,0,30,40.3,73.1,25.7,60.8,422,7.5,24.0,313,14.3,19.6,729,10.2,21.5,31.8,7.5,9.7,2.0,17.2,20.1
2010,Carpegna Prosciutto Basket Pesaro,0,0,0,30,40.2,72.9,25.1,54.5,460,7.2,20.7,346,15.5,19.7,788,7.3,20.3,27.6,9.1,12.1,1.8,17.3,21.1
