#,Player,MVP,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
34,Eimantas Bendzius,0,SAS,37,29.1,12.4,3.9,8.7,449,2.4,5.7,424,2.2,2.9,734,0.6,3.6,4.2,1.4,1.1,0.1,1.4,1.9
35,Paulius Sorokas,0,TREV,29,26.3,12.2,3.9,8.2,479,1.1,3.2,351,3.2,3.5,912,1.3,3.2,4.5,1.9,0.9,0.2,1.3,2.0
36,Darion Atkins,0,TREN,34,28.7,12.2,5.1,10.6,486,0.4,1.8,217,1.5,2.2,693,2.0,4.5,6.5,2.2,0.9,0.7,2.1,2.4
37,Timothe Luwawu-Cabarrot,0,MIL,14,22.6,11.9,3.7,8.2,452,1.1,3.3,348,3.3,3.7,885,0.4,3.6,4.1,1.6,0.7,0.1,1.9,2.9
38,Octavius Ellis,0,TREV,13,25.8,11.8,4.7,7.5,622,0.0,0.0,0,2.4,3.6,660,3.2,4.5,7.6,1.2,1.4,0.8,1.8,3.1
39,Ky Bowman,0,NBB,33,24.4,11.8,4.2,10.5,398,1.5,4.8,325,1.8,2.3,803,0.9,3.0,3.9,2.7,1.7,0.2,1.8,2.9
40,Gerald Robinson,0,SAS,31,26.6,11.7,4.6,9.4,486,1.2,3.4,346,1.4,1.7,846,0.6,1.9,2.5,4.6,1.1,0.1,2.3,2.1
41,Tornike Shengelia,0,BOL,32,23.6,11.7,3.8,7.8,490,0.5,1.7,302,3.5,4.5,790,1.3,4.7,6.0,2.9,1.1,0.3,2.0,2.3
42,Troy Caupain,0,BRE,13,23.6,11.7,4.3,8.7,496,1.7,3.4,500,1.4,1.7,818,0.3,2.9,3.2,3.8,0.7,0.0,1.4,1.5
43,Osvaldas Olisevicius,0,REG,29,24.9,11.7,3.9,9.1,430,1.3,4.3,296,2.6,3.3,800,1.1,2.8,4.0,1.5,1.0,0.1,2.0,2.0
44,Doron Lamb,0,SCAF,10,25.3,11.6,3.9,10.4,375,1.5,4.7,319,2.3,2.6,885,0.2,0.7,0.9,1.9,0.3,0.1,1.1,1.4
45,Robert Johnson,0,NAP,9,29.0,11.6,4.6,10.1,451,1.2,2.4,500,1.2,1.7,733,0.3,3.1,3.4,1.2,0.3,0.1,1.0,1.7
46,Billy Baron,0,MIL,36,22.1,11.5,3.4,7.1,488,2.3,5.3,429,2.4,2.5,934,0.3,1.9,2.2,2.5,0.8,0.0,1.1,1.6
47,Elijah Stewart,0,NAP,29,25.9,11.4,3.3,7.9,422,1.9,4.7,407,2.8,3.4,828,0.4,2.3,2.8,1.0,0.7,0.6,1.0,2.8
48,D'Angelo Harrison,0,NBB,18,21.8,11.4,3.3,7.6,434,1.6,4.8,337,3.2,3.7,879,0.6,2.8,3.4,1.9,0.9,0.0,0.6,2.5
49,Devin Davis,0,VER,12,26.3,11.3,4.3,9.2,464,1.3,4.3,314,1.5,1.9,783,0.5,3.3,3.8,0.8,1.1,0.4,0.8,3.0
50,David Michineau,0,NAP,30,29.3,11.2,4.4,10.5,417,0.7,2.7,244,1.8,2.7,688,0.5,2.7,3.2,3.9,1.1,0.2,1.8,2.8
51,Alessandro Cappelletti,0,VER,30,27.3,11.2,3.9,9.5,412,0.9,3.1,280,2.5,3.1,798,0.7,2.5,3.3,4.6,1.6,0.0,2.7,2.9
52,Taylor Smith,0,VER,24,29.8,11.2,5.0,7.7,649,0.0,0.1,0,1.2,2.5,459,2.5,4.8,7.3,2.0,1.5,1.0,2.0,2.6
53,Davide Moretti,0,PES,33,24.6,11.2,3.7,8.3,443,1.6,4.3,371,2.2,2.6,859,0.2,1.3,1.5,2.7,1.1,0.1,1.8,2.8
54,Shavon Shields,0,MIL,25,26.0,11.0,3.9,9.3,422,1.1,3.6,315,2.0,2.3,862,0.6,3.1,3.8,2.0,0.8,0.0,1.8,1.3
55,Andrea Cinciarini,0,REG,29,32.1,10.9,3.6,8.3,430,1.2,3.7,315,2.5,3.1,802,0.4,3.5,3.9,10.0,1.4,0.1,2.9,2.8
56,Mike Daum,0,TORT,32,23.6,10.8,4.0,8.5,469,1.1,3.6,313,1.7,2.0,844,1.5,4.3,5.8,0.9,0.5,0.4,1.0,1.9
57,Michal Sokolowski,0,TREV,13,28.7,10.6,3.0,8.3,361,1.2,4.3,286,3.4,5.0,677,0.8,3.5,4.2,3.4,0.8,0.2,2.8,2.7
58,Jayson Granger,0,VEN,34,26.5,10.6,3.4,8.6,392,1.8,4.8,374,2.0,2.3,873,0.3,2.1,2.3,4.1,0.6,0.0,1.7,2.2
59,Jordan Parks,0,VEN,29,22.2,10.5,4.0,8.2,489,0.9,2.5,375,1.6,1.9,836,1.2,3.7,4.8,1.2,0.9,0.4,1.5,3.1
60,Jamal Jones,0,SAS,33,22.4,10.5,3.9,9.2,429,1.3,3.7,361,1.3,1.7,754,0.6,3.1,3.7,1.2,0.8,0.5,1.0,2.9
61,Justin Simon,0,VER,8,25.9,10.5,4.5,10.0,450,0.4,1.8,214,1.1,2.8,409,1.4,4.6,6.0,2.1,1.1,0.0,1.3,1.4
62,Emanuel Terry,0,TRIE,13,28.0,10.3,4.4,6.8,648,0.2,0.6,250,1.4,2.1,667,2.5,5.2,7.7,1.1,0.8,0.3,1.2,1.9
63,Ousmane Diop,0,SAS,37,19.5,10.3,3.8,6.0,628,0.1,0.3,182,2.7,3.8,702,2.1,3.3,5.4,1.4,1.1,0.5,1.6,2.5
64,Marco Spissu,0,VEN,31,25.7,10.2,3.3,7.1,466,2.2,4.7,463,1.5,1.7,865,0.3,2.1,2.4,4.5,1.0,0.1,2.0,2.4
65,Kenny Gabriel,0,BRE,29,26.0,10.2,3.7,8.5,435,1.9,5.3,351,0.9,1.2,794,0.7,5.8,6.4,1.3,0.4,0.5,1.2,2.9
66,Dejan Kravic,0,PES,32,22.8,10.0,4.5,7.8,578,0.0,0.0,0,1.0,1.7,585,2.3,3.0,5.3,1.3,0.6,0.5,0.8,1.7
67,Justin Reyes,0,VAR,17,22.7,10.0,3.7,7.2,516,1.2,2.7,435,1.4,2.1,667,2.2,2.8,5.0,0.8,0.8,0.1,0.9,1.2
68,Giordano Bortolani,0,VER,22,17.8,10.0,3.2,7.2,440,1.6,4.5,357,2.0,2.4,830,0.1,1.5,1.6,0.5,0.3,0.0,1.1,1.7
69,Andrejs Grazulis,0,TREN,34,27.4,9.9,3.9,8.2,475,1.1,3.2,352,1.1,1.4,766,1.7,3.6,5.2,1.2,0.6,1.0,1.5,2.6
70,Drew Crawford,0,TREN,32,23.1,9.9,3.5,8.0,443,1.6,3.7,429,1.3,1.8,732,0.6,2.8,3.4,1.3,0.8,0.2,1.0,2.8
71,Mikael Hopkins,0,REG,28,23.8,9.9,3.5,7.5,467,0.9,2.5,357,2.0,2.5,812,1.9,4.9,6.8,0.9,0.9,0.5,1.6,3.5
72,Nico Mannion,0,BOL,29,20.1,9.9,3.2,7.0,453,1.4,3.6,385,2.1,2.4,873,0.4,1.3,1.7,3.1,0.6,0.0,1.7,1.8
73,Kyle Weems,0,BOL,27,22.5,9.9,3.5,7.0,503,1.0,2.8,373,1.8,2.1,857,0.6,2.3,2.9,1.1,1.1,0.1,0.7,2.2
74,Filip Kruslin,0,SAS,36,26.6,9.8,3.2,7.3,441,2.3,4.9,474,1.1,1.5,745,0.4,2.2,2.6,2.2,1.0,0.0,1.8,2.5
75,Derek Willis,0,VEN,34,24.5,9.8,3.2,6.3,514,1.2,2.6,455,2.2,2.5,871,1.4,3.8,5.2,1.4,0.5,0.3,1.3,1.8
76,Isaia Cordinier,0,BOL,25,22.6,9.8,3.3,6.1,542,1.0,2.8,371,2.1,2.8,768,0.6,2.8,3.4,2.2,1.1,0.2,1.7,2.1
77,Jason Burnell,0,NBB,33,28.9,9.8,3.8,8.2,465,1.1,3.0,378,1.0,1.3,767,1.4,4.0,5.4,2.1,1.3,0.6,0.9,2.8
78,Milos Teodosic,0,BOL,23,21.3,9.7,3.1,7.2,430,2.0,5.0,404,1.5,1.9,814,0.0,1.0,1.0,4.8,0.4,0.2,2.3,2.3
79,Xavier Johnson,0,VER,28,23.6,9.6,3.3,6.5,508,0.3,1.3,222,2.7,4.0,676,2.2,3.7,5.9,0.6,0.6,0.1,1.2,2.8
80,Nate Reuvers,0,REG,30,24.6,9.6,3.6,6.7,530,0.8,2.1,397,1.6,2.3,686,1.1,3.0,4.1,0.7,0.4,1.2,1.0,2.8
81,Trevor Thompson,0,SCAF,30,23.0,9.5,3.1,6.4,479,0.0,0.3,125,3.4,4.4,771,2.1,6.0,8.1,0.7,0.4,1.2,1.8,3.3
82,Myke Henry,0,SCAF,4,21.0,9.5,3.5,7.8,452,1.0,3.3,308,1.5,2.0,750,0.5,3.3,3.8,1.8,0.3,0.0,2.0,2.5
83,Tomas Woldetensae,0,VAR,30,28.0,9.5,3.2,8.4,377,2.4,6.4,380,0.7,0.9,815,0.6,2.4,3.0,1.7,1.0,0.1,1.1,3.0
84,Tariq Owens,0,VAR,29,23.3,9.5,3.9,6.7,585,0.1,0.9,111,1.6,2.0,793,1.9,5.0,6.9,0.7,0.4,1.4,1.4,2.5
85,Riccardo Rossato,0,SCAF,28,20.5,9.5,3.1,7.2,436,1.4,3.8,381,1.8,2.0,875,1.0,1.6,2.5,1.0,0.9,0.1,1.2,3.4
86,Sacar Anim,0,REG,25,27.8,9.4,3.6,8.2,432,1.2,3.2,380,1.1,1.6,683,0.4,1.6,2.0,1.5,0.7,0.1,1.3,2.3
87,Semi Ojeleye,0,BOL,29,21.4,9.4,2.9,5.6,528,1.4,2.8,506,2.1,2.6,838,0.7,2.9,3.6,0.7,0.4,0.2,0.8,1.6
88,Vasilis Charalambopoulos,0,PES,31,23.4,9.4,3.0,6.0,503,1.4,2.9,489,2.0,2.5,792,1.0,3.7,4.7,1.5,0.5,0.5,1.0,2.3
89,Jordan Mickey,0,BOL,40,21.4,9.3,3.7,6.6,561,0.4,1.3,288,1.6,2.3,711,1.1,3.5,4.6,0.9,0.4,0.8,1.2,1.8
90,Guglielmo Caruso,0,VAR,30,16.8,9.2,3.6,5.7,622,0.4,1.1,406,1.6,2.6,628,1.5,2.3,3.8,0.8,0.4,0.7,0.8,2.3
91,Nicolo Melli,0,MIL,42,23.2,9.0,3.5,5.9,582,0.6,1.5,400,1.4,2.0,714,2.0,4.6,6.6,1.4,0.9,0.5,1.6,2.7
92,Cyril Langevine,0,VER,5,24.6,8.8,3.6,6.6,545,0.0,0.0,0,1.6,3.2,500,3.6,3.0,6.6,0.8,0.4,0.6,2.2,1.8
93,C.J. Massinburg,0,BRE,25,17.7,8.8,2.8,7.2,392,1.2,3.2,363,2.0,2.5,778,1.0,1.4,2.4,1.8,0.8,0.0,1.4,1.7
94,Demonte Harper,0,TORT,29,23.3,8.8,3.2,8.3,383,1.0,3.6,279,1.4,2.1,700,0.7,2.5,3.2,1.8,0.5,0.1,1.9,2.2
95,Amedeo Tessitori,0,VEN,33,15.0,8.8,3.4,6.3,538,0.5,1.0,471,1.5,2.3,649,1.6,2.0,3.6,0.8,0.2,0.5,1.5,2.6
96,Kassius Robertson,0,REG,7,26.7,8.7,2.9,8.1,351,1.6,5.7,275,1.4,1.9,769,0.3,1.4,1.7,2.3,0.6,0.0,1.7,1.6
97,Allerik Freeman,0,VEN,17,20.6,8.6,2.9,7.8,371,1.5,4.5,342,1.4,1.5,885,0.2,1.3,1.5,1.6,0.8,0.0,1.0,1.9
98,Dimitrios Agravanis,0,NAP,5,23.0,8.6,2.8,6.6,424,0.4,1.8,222,2.6,4.4,591,1.2,3.6,4.8,1.0,0.4,1.0,1.0,2.8
99,Tai Odiase,0,BRE,30,21.3,8.5,3.5,5.5,636,0.0,0.0,0,1.5,2.4,616,1.9,2.8,4.7,0.3,0.4,1.0,1.0,1.9
100,Jeremy Senglin,0,REG,15,21.8,8.5,3.0,6.5,464,1.5,3.2,458,1.0,1.5,652,0.4,2.1,2.5,1.5,0.7,0.0,0.9,2.
101,Deshaun Thomas,0,MIL,10,16.8,8.3,3.4,7.7,442,0.4,2.5,160,1.1,1.3,846,1.2,2.2,3.4,0.5,0.7,0.1,1.4,0.8
102,Johannes Voigtmann,0,MIL,34,19.7,8.3,3.1,5.7,533,1.3,2.9,440,0.9,1.4,638,1.6,3.0,4.5,1.6,0.6,0.2,0.8,1.9
103,Clevin Hannah,0,SCAF,14,22.1,8.2,2.4,5.1,472,1.4,2.6,514,2.0,2.4,848,0.4,0.7,1.1,4.1,0.9,0.0,1.6,2.3
104,Mikael Jantunen,0,TREV,29,23.6,8.2,3.0,6.0,500,0.7,1.7,380,1.5,1.7,898,1.6,3.2,4.9,0.7,0.9,0.3,1.2,2.9
105,Skylar Spencer,0,TRIE,30,25.5,8.2,3.8,5.6,669,0.0,0.0,0,0.6,1.8,358,3.3,4.7,7.9,0.9,0.7,1.0,1.1,2.4
106,Daniel Hackett,0,BOL,38,21.1,8.1,2.6,5.2,492,1.1,2.8,374,1.9,2.4,791,0.6,2.7,3.3,3.2,0.7,0.1,1.5,2.2
107,Mouhammadou Jaiteh,0,BOL,35,18.2,7.9,3.1,4.8,633,0.0,0.0,0,1.8,3.7,484,2.1,3.9,6.0,0.6,0.3,0.6,1.0,2.2
108,Kevin Pangos,0,MIL,17,20.8,7.9,2.7,7.3,371,1.5,4.2,352,1.0,1.2,810,0.2,1.6,1.9,3.4,0.8,0.0,1.8,2.1
109,Aric Holman,0,VER,17,22.5,7.9,2.8,8.1,341,1.1,3.9,273,1.3,1.5,846,1.8,3.2,5.0,1.1,0.6,1.3,1.5,2.6
110,Naz Long,0,MIL,14,19.9,7.9,2.5,6.6,376,1.6,4.6,359,1.2,1.4,850,0.4,2.1,2.4,2.7,0.4,0.0,1.0,2.3
111,Bruno Mascolo,0,NBB,33,24.1,7.8,3.1,7.3,421,0.4,1.6,269,1.3,1.9,667,0.6,2.4,3.0,3.4,0.9,0.0,1.6,1.7
112,Devon Hall,0,MIL,36,23.0,7.7,2.5,5.4,454,0.8,2.5,330,1.9,2.2,885,0.4,2.4,2.8,2.4,0.5,0.1,1.0,2.1
113,Devin Davis,0,NAP,12,21.3,7.7,2.8,6.3,447,0.8,2.6,290,1.3,1.5,833,1.3,3.9,5.2,0.6,0.8,0.3,1.1,2.2
114,Gabriel Lundberg,0,BOL,21,21.9,7.7,2.7,6.7,407,0.9,2.9,295,1.4,1.8,784,0.4,2.3,2.7,1.9,0.9,0.0,1.3,1.8
115,Austin Daye,0,PES,11,18.1,7.6,2.4,4.7,500,0.7,1.6,444,2.2,2.7,800,0.3,3.3,3.5,0.9,0.5,0.6,1.3,2.2
116,"Derek Cooke, Jr.",0,TREV,17,25.5,7.5,3.2,6.4,505,0.0,0.0,0,1.0,2.9,340,2.8,4.2,7.0,1.1,1.1,0.5,1.6,2.2
117,David Cournooh,0,BRE,30,19.1,7.4,2.5,6.3,397,1.1,2.9,375,1.3,1.7,780,0.3,1.6,1.9,2.1,0.6,0.1,0.8,2.2
118,Leon Radosevic,0,TORT,37,18.9,7.4,2.8,5.2,539,0.6,1.6,344,1.2,1.6,733,0.8,3.5,4.3,0.9,0.4,0.2,1.0,1.9
119,Joe Young,0,NAP,16,18.6,7.4,2.8,6.9,400,0.9,2.8,341,0.9,1.1,882,0.3,1.3,1.6,2.1,0.6,0.0,1.3,1.5
120,Alessandro Zanelli,0,TREV,30,23.1,7.4,2.5,5.4,466,1.3,3.1,426,1.0,1.2,838,0.5,2.2,2.6,2.4,1.0,0.0,1.5,2.3
121,Aleksej Nikolic,0,BRE,18,20.4,7.3,2.3,6.0,389,1.4,3.8,362,1.3,1.4,920,0.3,1.9,2.2,2.3,0.5,0.1,0.9,2.8
122,Michele Vitali,0,REG,22,20.0,7.3,2.2,5.0,450,1.3,3.2,414,1.5,1.7,919,0.3,1.7,2.0,1.4,0.6,0.0,1.1,1.3
123,Leonardo Tote,0,PES,32,15.4,7.3,3.0,5.1,586,0.0,0.2,167,1.3,2.3,575,1.3,1.4,2.7,0.8,0.2,0.3,1.1,2.3
124,Ariel Filloy,0,TORT,36,17.6,7.2,2.2,6.3,351,1.4,4.3,321,1.4,1.7,850,0.3,1.9,2.2,1.6,0.9,0.1,0.9,2.0
125,Matteo Tambone,0,PES,26,20.9,7.1,2.6,5.2,507,1.1,2.7,408,0.8,1.0,769,0.3,1.6,1.9,2.0,0.7,0.0,1.0,3.5
126,Michele Ruzzier,0,TRIE,23,21.9,7.1,2.3,5.2,437,0.5,1.7,275,2.1,2.3,923,0.3,1.7,2.0,3.9,0.6,0.0,2.0,3.0
127,Michael Bramos,0,VEN,28,20.7,7.0,2.4,5.6,433,1.6,3.7,437,0.6,0.8,727,0.5,1.2,1.7,0.7,0.5,0.3,0.7,2.3
128,Doron Lamb,0,NBB,15,20.3,6.9,2.5,5.9,420,1.0,2.8,357,1.0,1.5,652,0.2,1.3,1.5,1.1,0.5,0.0,0.6,1.7
129,Toto Forray,0,TREN,34,19.3,6.8,2.4,5.9,412,0.9,2.3,416,1.0,1.1,897,0.5,1.7,2.2,1.6,1.0,0.1,1.4,3.0
130,Luca Severini,0,TORT,37,22.4,6.7,2.2,5.2,430,1.4,3.2,425,0.9,1.1,780,1.5,2.8,4.3,0.8,0.5,0.2,0.8,2.2
131,Junior Etou,0,NBB,11,22.9,6.7,2.3,5.1,446,1.1,3.0,364,1.1,1.5,750,0.9,3.0,3.9,0.2,0.7,0.2,0.8,2.2
132,DeShawn Stephens,0,SAS,31,18.8,6.7,3.1,4.8,647,0.0,0.0,0,0.5,1.2,368,2.0,2.8,4.8,1.0,0.7,0.2,1.2,2.6
133,Alessandro Lever,0,TRIE,23,17.0,6.7,2.4,5.0,491,0.9,2.0,467,0.9,1.0,870,1.1,1.6,2.7,0.6,0.3,0.0,0.8,2.0
134,Valerio Mazzola,0,PES,12,19.8,6.6,2.5,4.0,625,1.2,2.0,583,0.4,0.4,1.00,0.7,2.9,3.6,0.8,0.9,0.0,0.8,2.8
135,Leonardo Candi,0,TORT,37,18.3,6.5,2.2,5.4,417,1.0,2.7,360,1.0,1.1,949,0.3,1.8,2.1,1.8,0.9,0.1,0.9,2.4
136,A.J. Pacher,0,TRIE,17,27.1,6.3,2.1,5.8,354,0.5,2.0,265,1.6,2.1,800,1.1,5.1,6.2,1.3,0.5,0.5,0.9,3.0
137,Carlos Delfino,0,PES,21,17.5,6.2,2.3,5.7,400,1.0,3.1,308,0.7,0.9,778,0.3,1.9,2.1,1.4,1.0,0.1,1.3,1.4
138,Gigi Datome,0,MIL,29,12.6,6.2,2.1,4.8,432,1.2,2.7,456,0.8,0.9,852,0.1,1.4,1.6,0.4,0.4,0.0,0.4,1.7
139,Aleksej Nikolic,0,SAS,6,18.7,6.2,1.8,5.2,355,1.2,3.7,318,1.3,1.8,727,0.2,1.8,2.0,2.5,0.7,0.0,1.7,2.3
140,Julyan Stone,0,SCAF,28,28.8,6.1,2.1,5.8,368,1.3,3.8,346,0.5,0.8,714,0.5,4.3,4.8,6.6,1.2,0.1,2.0,2.7
141,Trent Lockett,0,TREN,34,21.6,6.1,2.2,5.1,442,0.7,1.8,417,0.9,1.4,674,1.0,2.2,3.2,1.0,0.6,0.1,1.5,2.5
142,Arturs Strautins,0,REG,23,15.3,6.0,1.9,5.2,367,0.8,3.0,271,1.4,1.9,727,0.6,2.8,3.4,0.3,0.5,0.2,0.9,1.9
143,Tyler Cain,0,TORT,34,22.8,6.0,2.6,4.5,572,0.0,0.0,0,0.9,1.9,492,2.0,4.7,6.7,1.7,0.7,0.6,1.3,1.6
144,Andre Jones,0,REG,2,14.5,6.0,2.0,4.5,444,2.0,3.0,667,0.0,0.0,0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0
145,Mouhamet Diouf,0,REG,28,14.0,6.0,2.1,3.8,561,0.0,0.1,0,1.7,2.4,712,1.2,2.0,3.2,0.3,0.6,0.8,1.1,1.8
146,Beka Burjanadze,0,REG,15,17.5,5.9,1.8,5.0,360,0.7,2.7,268,1.5,1.9,793,1.1,2.7,3.9,0.6,0.6,0.0,0.9,1.7
147,Stefano Gentile,0,SAS,32,19.0,5.8,1.9,4.8,400,0.7,2.2,333,1.2,1.4,867,0.3,2.0,2.3,2.8,0.6,0.0,1.5,2.1
148,Andrea Mezzanotte,0,NBB,32,17.0,5.7,1.9,4.5,421,1.3,3.1,434,0.5,0.7,739,0.7,1.7,2.3,0.4,0.3,0.3,0.2,1.3
149,Jeff Brooks,0,VEN,29,19.2,5.6,2.1,3.9,531,0.6,1.4,415,0.9,1.2,714,1.1,3.0,4.0,0.9,0.4,0.3,0.8,0.7
150,Matteo Imbro,0,VER,7,15.9,5.6,1.9,5.0,371,1.4,3.3,435,0.4,0.6,750,0.3,1.3,1.6,2.0,0.6,0.0,1.4,2.1
151,Mattia Udom,0,TREN,33,18.6,5.5,1.8,3.8,480,0.6,1.8,311,1.3,1.8,724,1.0,2.5,3.5,1.0,1.0,0.2,1.0,2.8
152,Kyle Hines,0,MIL,28,17.7,5.5,2.2,3.4,649,0.0,0.0,0,1.2,1.9,611,1.5,1.9,3.4,1.6,0.8,0.4,0.7,1.8
153,Jalen Hudson,0,TRIE,2,17.5,5.5,1.5,4.0,375,0.5,2.0,250,2.0,2.5,800,0.0,2.5,2.5,1.0,0.5,1.0,1.5,0.0
154,Martin Krampelj,0,SCAF,3,17.0,5.3,1.7,4.0,417,0.3,2.3,143,1.7,2.7,625,1.7,1.3,3.0,0.7,2.3,0.7,1.0,2.7
155,Jamarr Sanders,0,VER,25,21.8,5.3,1.8,4.6,400,1.0,3.0,324,0.7,0.8,895,0.2,2.1,2.4,2.0,0.9,0.0,0.9,1.5
