#,Player,MVP,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
17,Ricky Minard,0,REG,31,31.6,14.8,5.5,12.5,437,1.1,3.3,333,2.7,3.7,733,1.4,2.6,4.0,1.2,2.7,0.2,1.8,2.5
18,Brandon Hunter,0,LIV,25,32.0,14.8,5.6,10.1,557,0.1,0.3,250,3.4,6.1,556,2.3,6.2,8.6,1.2,1.4,0.7,3.1,3.4
19,Joseph Forte,0,SANA,44,30.1,14.8,5.4,12.5,432,1.5,3.5,410,2.5,3.2,799,0.5,2.5,3.0,2.6,1.9,0.1,3.0,2.3
20,David Hawkins,0,ROM,40,29.6,14.4,5.2,10.6,492,1.4,4.1,335,2.6,3.4,761,0.8,2.3,3.1,1.7,2.2,0.2,2.3,2.9
21,Luis Flores,0,REG,25,25.7,14.4,4.9,11.6,426,1.1,3.4,329,3.4,4.0,859,0.8,1.8,2.6,1.9,1.1,0.1,3.0,2.8
22,Dejan Bodiroga,0,ROM,40,28.3,14.3,5.0,9.4,536,0.9,2.2,416,3.3,4.7,710,1.2,3.4,4.5,2.4,1.6,0.0,2.2,2.3
23,Mike Penberthy,0,PAU,18,27.4,14.0,4.4,8.8,506,3.2,6.2,523,1.9,1.9,971,0.2,0.9,1.2,1.6,0.7,0.1,1.1,2.9
24,Andrea Pecile,0,AVE,12,29.1,14.0,4.1,10.3,398,1.3,3.8,326,4.6,5.5,833,0.8,2.5,3.3,2.8,2.2,0.0,2.8,2.3
25,Jason Capel,0,AVE,7,30.4,13.9,4.3,8.3,517,0.6,1.9,308,4.7,5.9,805,2.0,4.0,6.0,1.4,3.0,0.4,3.1,4.3
26,Michael Jordan,0,CAN,37,33.6,13.8,4.4,9.9,444,2.0,5.5,361,3.1,4.2,740,0.6,2.1,2.7,5.2,2.0,0.1,4.1,2.9
27,Jack Martinez,0,SCAF,13,31.5,13.8,5.7,12.3,463,0.2,0.6,250,2.2,4.0,558,3.8,5.6,9.5,1.2,1.8,0.8,3.2,2.4
28,Jayson Wells,0,ORL,33,31.9,13.7,5.6,10.1,553,0.9,2.6,345,1.7,2.7,625,2.5,4.0,6.5,1.2,1.1,0.1,1.9,2.0
29,Michel Morandais,0,SS,36,29.1,13.7,4.5,10.3,433,2.1,5.4,385,2.7,3.1,850,0.6,4.2,4.7,1.2,1.2,0.5,2.7,2.8
30,Erazem Lorbek,0,TREV,5,24.0,13.6,5.4,9.0,600,1.2,2.6,462,1.6,2.4,667,2.0,3.6,5.6,0.6,1.4,0.6,2.0,2.6
31,Tierre Brown,0,SS,10,24.3,13.4,5.0,12.8,391,1.0,3.3,303,2.4,3.4,706,0.9,1.9,2.8,2.9,2.2,0.2,2.9,1.7
32,Terrell McIntyre,1,SANA,42,31.1,13.4,4.3,9.3,463,2.4,6.2,392,2.4,2.9,820,0.7,1.6,2.3,4.4,2.0,0.0,2.1,2.2
33,Romain Sato,0,SANA,43,28.4,13.3,4.4,9.4,471,1.2,3.5,347,3.3,4.3,766,2.2,4.3,6.5,1.0,1.3,0.2,1.5,2.2
34,Preston Shumpert,0,TREV,22,26.5,13.2,4.6,9.5,481,1.7,4.0,427,2.3,3.0,758,1.3,3.5,4.7,1.0,1.5,0.0,1.7,2.0
35,Norman Nolan,0,TER,15,24.7,13.1,5.5,10.6,516,0.4,1.4,286,1.8,2.7,659,1.9,4.6,6.5,1.1,1.5,0.2,2.1,3.2
36,Paul McPherson,0,LIV,21,29.2,13.0,5.2,8.9,591,0.2,1.3,179,2.3,4.2,557,1.0,2.6,3.6,1.8,2.4,0.1,3.5,3.4
37,Erazem Lorbek,0,ROM,21,28.2,12.9,5.0,8.8,573,0.6,1.8,324,2.2,3.0,719,2.4,3.7,6.0,1.4,2.2,0.7,1.1,2.8
38,Valerio Amoroso,0,MON,34,29.2,12.8,4.6,10.0,463,1.1,3.2,330,2.5,3.6,689,2.1,3.9,6.1,1.3,1.9,0.3,2.8,2.6
39,Anthony Carter,0,SCAF,11,31.8,12.7,4.4,10.4,421,1.6,5.0,327,2.4,3.4,703,0.5,3.1,3.6,4.4,4.1,0.5,3.9,3.2
40,Harold Jamison,0,AVE,33,28.2,12.7,4.9,8.6,576,0.1,0.1,667,2.8,5.7,484,3.6,3.9,7.5,0.9,1.8,0.1,3.1,3.1
41,Tommaso Fantoni,0,LIV,32,28.1,12.5,4.4,8.2,536,0.6,1.6,380,3.2,4.4,729,2.0,3.1,5.1,0.9,1.6,0.3,2.0,3.3
42,Vlado Ilijevski,0,BOL,34,24.7,12.5,4.2,9.0,467,1.6,4.1,400,2.5,3.1,792,0.3,1.4,1.7,2.4,1.1,0.1,2.0,2.0
43,Duane Woodward,0,TER,31,32.8,12.5,4.0,9.3,431,0.7,2.6,280,3.8,5.0,755,0.5,2.5,3.1,3.8,2.1,0.0,3.1,3.3
44,Kristaps Janicenoks,0,TER,29,27.6,12.4,3.9,8.9,442,1.8,4.6,402,2.8,3.1,889,0.7,2.1,2.8,1.7,1.6,0.1,2.0,2.5
45,James Thomas,0,BOL,27,29.3,12.4,4.4,7.1,623,0.0,0.0,0,3.6,5.6,645,3.8,7.6,11.4,0.5,1.1,0.8,2.1,2.8
46,Ansu Sesay,0,SS,37,30.3,12.4,4.5,10.6,427,1.6,4.1,401,1.7,2.4,689,1.6,4.4,6.0,0.7,1.6,0.6,2.0,3.1
47,Keith Carter,0,VAR,38,32.8,12.1,4.4,9.5,461,1.8,4.5,401,1.6,2.1,756,0.7,3.0,3.8,1.4,1.9,0.1,1.6,2.9
48,Taqwa Pinero,0,BEI,18,29.6,12.1,4.3,11.2,381,2.2,7.3,305,1.3,1.7,767,0.5,2.4,2.9,1.7,1.5,0.0,1.7,3.2
49,Brandon Brown,0,TER,16,29.4,11.9,4.1,8.5,485,0.6,2.1,265,3.1,4.5,694,3.6,4.0,7.6,0.9,1.3,0.1,1.5,2.6
50,Marcus Goree,0,TREV,32,30.3,11.9,4.5,9.8,460,0.7,2.3,280,2.3,3.3,682,2.0,4.2,6.2,1.0,1.3,0.8,1.5,2.0
51,Reggie Freeman,0,ORL,25,31.1,11.9,4.2,9.6,435,1.8,5.1,352,1.8,2.4,750,1.0,2.9,3.9,1.4,1.3,0.2,1.8,2.5
52,Mike Penberthy,0,REG,8,27.8,11.9,3.9,9.9,392,1.8,5.5,318,2.4,2.6,905,0.0,2.3,2.3,2.8,1.3,0.0,3.5,1.9
53,Damon Williams,0,PAU,33,27.2,11.7,4.4,9.9,442,0.4,1.6,259,2.5,3.2,785,2.0,4.6,6.6,2.1,1.6,0.8,2.5,2.1
54,Jobey Thomas,0,MON,34,26.0,11.7,4.1,8.3,491,2.2,5.0,447,1.3,1.6,833,0.7,1.8,2.5,0.4,0.9,0.0,1.0,2.4
55,Scooter McFadgon,0,ORL,3,17.3,11.7,4.3,10.0,433,1.0,4.7,214,2.0,2.0,1.00,0.7,0.7,1.3,0.0,0.0,0.0,1.7,2.7
56,Randolph Childress,0,MON,34,31.8,11.6,3.5,8.3,423,1.4,4.8,299,3.2,4.2,755,0.4,2.4,2.8,4.0,2.2,0.0,3.3,2.7
57,Richard Rocca,0,SS,37,26.1,11.6,4.5,7.3,613,0.0,0.0,0,2.6,4.7,549,2.7,4.3,7.0,0.8,1.8,0.1,1.8,3.5
58,Dusan Vukcevic,0,BOL,45,19.7,11.5,3.8,7.8,491,1.8,4.4,419,2.0,2.4,822,0.2,1.9,2.1,1.7,0.9,0.1,1.4,1.7
59,Tyus Edney,0,BOL,33,27.0,11.5,4.3,9.2,467,0.5,1.5,333,2.4,3.1,777,0.8,1.9,2.7,3.4,1.5,0.0,2.1,2.4
60,Terrell Lyday,0,TREV,31,24.4,11.4,3.7,8.1,454,1.1,3.3,343,2.9,3.5,835,0.7,1.8,2.5,1.7,1.7,0.1,2.6,3.4
61,Giacomo Galanda,0,VAR,38,26.4,11.4,4.1,8.2,500,1.4,3.3,427,1.8,2.3,764,1.3,3.7,5.0,1.3,1.4,0.4,1.7,3.6
62,Norman Nolan,0,SCAF,19,23.3,11.4,4.4,8.5,519,0.7,1.8,400,1.8,2.7,667,1.8,3.6,5.5,0.4,1.2,0.3,2.1,3.4
63,Joseph Blair,0,MIL,32,24.9,11.3,4.4,6.9,641,0.0,0.1,0,2.4,5.3,464,2.8,5.2,8.0,0.6,1.8,0.4,2.2,2.3
64,Kiwane Garris,0,MIL,42,30.1,11.1,3.1,7.1,440,1.1,3.3,348,3.7,4.6,798,0.4,2.0,2.4,2.2,1.4,0.0,1.9,1.9
65,Jacob Jaacks,0,PAU,32,24.3,11.0,4.2,8.0,523,0.5,1.4,348,2.2,3.2,676,2.5,3.8,6.3,1.0,1.7,0.4,2.6,3.5
66,Danilo Gallinari,0,MIL,41,26.3,11.0,3.0,7.2,424,0.9,2.9,299,4.1,5.0,823,1.1,2.8,3.9,1.0,1.8,0.3,1.0,2.7
67,Danny Strong,0,AVE,34,26.0,11.0,4.1,10.4,397,1.7,5.4,319,0.9,1.2,800,0.6,3.4,4.0,1.2,1.7,0.0,1.5,2.9
68,Travis Watson,0,MIL,40,26.8,10.9,4.1,6.6,622,0.0,0.2,0,2.8,4.6,607,3.7,5.9,9.6,0.6,2.0,0.4,2.4,3.4
69,Brett Blizzard,0,BOL,46,28.0,10.7,3.7,7.7,489,2.2,4.8,455,1.0,1.4,712,0.7,2.2,2.8,2.3,1.4,0.1,1.7,2.5
70,Sotirius Gioulekas,0,ORL,5,20.4,10.6,3.2,7.4,432,1.6,4.0,400,2.6,4.0,650,1.2,2.4,3.6,0.8,0.2,0.0,1.4,2.2
71,Larry O'Bannon,0,PAU,17,26.9,10.6,2.9,8.1,365,1.4,4.8,293,3.3,3.8,875,0.3,1.7,2.0,1.1,0.9,0.1,1.9,3.2
72,Stefano Mancinelli,0,BOL,31,26.8,10.5,4.3,8.8,485,0.8,3.1,274,1.2,1.8,643,0.8,2.4,3.2,1.5,1.2,0.4,1.4,2.5
73,Goran Jurak,0,BOL,8,22.4,10.5,3.5,7.5,467,0.8,2.1,353,2.8,3.4,815,2.4,3.6,6.0,0.3,1.1,0.3,2.6,4.1
74,Phillip Jones,0,CAN,37,23.6,10.5,3.5,8.1,428,1.6,4.6,355,1.9,2.3,833,0.5,2.8,3.3,0.9,1.2,0.1,1.7,2.8
75,Kris Lang,0,BOL,24,23.4,10.4,4.1,6.5,632,0.0,0.0,0,2.3,4.1,551,1.4,3.7,5.1,0.2,1.7,0.6,1.3,2.0
76,Nikos Zisis,0,TREV,34,31.7,10.4,3.3,7.3,448,0.9,2.7,319,3.0,3.6,815,0.4,2.4,2.8,3.8,1.4,0.1,2.2,2.6
77,Tyrone Ellis,0,SS,29,27.2,10.1,3.1,7.8,400,2.1,5.2,404,1.8,2.3,791,0.7,1.5,2.2,2.2,1.4,0.2,2.4,2.9
78,Dimitri Lauwers,0,SCAF,34,22.0,10.1,2.4,5.5,444,1.9,4.6,426,3.3,3.6,911,0.5,1.5,2.0,1.3,1.2,0.1,1.3,3.1
79,Daniel Kickert,0,LIV,21,23.6,10.0,3.7,6.9,542,1.1,2.4,451,1.5,2.2,681,1.2,2.5,3.7,0.6,1.0,0.3,1.4,2.7
80,Leroy Hurd,0,TER,19,26.2,10.0,3.8,7.1,537,0.4,1.6,233,2.1,2.7,750,1.6,3.1,4.7,0.9,1.1,0.2,1.5,3.2
81,Vrbica Stefanov,0,SANA,1,17.0,10.0,4.0,8.0,500,2.0,6.0,333,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
82,Andrew Wisniewski,0,PAU,9,28.8,10.0,2.7,7.8,343,1.0,3.1,321,3.7,4.3,846,0.7,2.3,3.0,3.0,2.1,0.1,3.0,3.1
83,Guilherme Giovannoni,0,BOL,45,23.9,10.0,3.7,8.0,464,1.3,3.5,371,1.2,1.5,806,1.6,3.9,5.5,0.7,1.3,0.1,1.2,2.4
84,Eric Williams,0,CAN,37,18.9,9.9,3.9,6.2,630,0.0,0.0,0,2.1,4.5,467,2.0,3.6,5.7,0.5,1.2,0.2,1.9,3.0
85,Preston Shumpert,0,BOL,11,27.6,9.9,3.8,8.6,442,0.8,2.9,281,1.5,1.8,800,1.5,2.6,4.1,1.4,1.7,0.1,1.9,2.2
86,Nicolas Mazzarino,0,CAN,37,28.8,9.8,3.1,6.5,475,1.9,4.3,444,1.7,2.0,827,0.6,1.4,2.0,1.7,1.5,0.0,2.1,2.0
87,Mire Chatman,0,ROM,33,27.2,9.7,3.2,7.3,436,1.3,4.0,326,2.0,2.6,770,0.6,2.7,3.3,2.1,1.9,0.1,2.9,1.8
88,Casey Shaw,0,CAN,37,23.8,9.6,3.9,7.0,554,0.0,0.0,0,1.9,3.1,612,2.0,3.4,5.4,0.5,1.4,0.5,1.4,2.2
89,Brent Darby,0,AVE,16,31.4,9.6,3.4,9.4,364,0.8,2.9,255,2.0,2.3,865,0.4,1.7,2.1,4.7,1.7,0.0,3.0,3.2
90,Nate Green,0,MIL,38,25.3,9.6,3.5,8.1,430,0.9,3.0,316,1.7,2.7,621,0.3,3.0,3.3,1.7,2.0,0.4,1.9,3.2
91,Herve Toure,0,ORL,33,22.8,9.5,3.4,7.1,481,0.6,2.3,276,2.0,3.0,684,1.5,4.1,5.5,0.7,0.9,1.1,1.7,2.3
92,Billy Keys,0,VAR,35,25.2,9.2,3.1,6.7,455,1.5,3.7,400,1.6,2.2,731,0.6,2.4,3.1,2.1,1.5,0.0,1.7,3.0
93,Lamyan Wilson,0,CAN,37,24.3,9.2,3.5,8.7,399,1.1,4.0,277,1.1,1.6,712,1.8,4.0,5.8,0.5,1.3,0.6,1.5,2.8
94,Jack Martinez,0,TER,19,27.8,9.0,3.6,8.2,436,0.1,0.3,167,1.8,3.2,567,3.2,5.9,9.1,1.4,1.2,0.3,1.7,2.7
95,Richie Frahm,0,TREV,4,25.5,9.0,3.0,8.0,375,2.3,4.5,500,0.8,1.0,750,1.3,3.0,4.3,0.8,1.0,0.3,1.5,2.0
96,Bennett Davison,0,MIL,11,18.4,9.0,3.4,6.0,561,1.1,2.4,462,1.2,1.6,722,1.5,3.2,4.7,0.5,1.0,0.5,1.9,2.6
97,Silvio Gigena,0,PAU,33,20.2,8.9,3.3,6.2,537,1.3,2.9,442,1.0,1.2,805,1.3,1.8,3.1,0.5,0.9,0.0,0.7,1.2
98,Bryant Smith,0,SCAF,7,27.3,8.9,3.1,5.7,550,0.4,1.7,250,2.1,3.4,625,2.3,1.4,3.7,0.7,2.0,0.1,1.0,1.6
99,Bryan Bracey,0,SCAF,32,19.7,8.8,3.2,6.8,463,1.1,2.8,409,1.4,2.2,643,1.0,4.1,5.1,0.5,1.7,0.3,1.6,2.5
100,David Lamma,0,REG,25,27.9,8.8,3.0,7.0,431,0.9,3.3,277,1.9,2.6,727,0.5,2.7,3.2,2.2,2.3,0.1,2.2,3.2
101,Christian Drejer,0,BOL,43,20.1,8.7,3.0,6.8,440,0.9,2.8,311,1.8,2.4,755,0.7,2.1,2.8,1.3,0.7,0.3,1.7,2.8
102,C.J. Watson,0,REG,17,23.1,8.5,2.9,6.2,467,0.4,1.5,240,2.4,3.1,755,0.7,1.6,2.3,1.1,1.8,0.1,2.4,2.8
103,Dante Calabria,0,MIL,40,23.7,8.4,2.7,7.0,389,1.7,4.7,353,1.3,1.7,776,0.3,1.9,2.3,1.0,1.3,0.1,1.4,1.9
104,Massimo Bulleri,0,MIL,35,21.3,8.4,2.5,6.6,384,0.8,2.4,333,2.5,3.0,829,0.4,1.3,1.7,2.3,1.5,0.1,2.7,3.2
105,Aleksandar Capin,0,VAR,38,18.0,8.3,2.4,5.3,450,1.2,2.7,441,2.3,2.6,897,0.4,1.0,1.4,1.3,0.8,0.0,1.3,1.8
106,Marco Mordente,0,TREV,34,22.5,8.2,2.6,5.8,454,1.2,2.8,438,1.7,2.1,808,0.5,1.6,2.1,1.2,1.6,0.1,1.7,3.0
107,Goran Jagodnik,0,SCAF,5,21.0,8.2,2.6,8.6,302,1.4,4.0,350,1.6,1.8,889,1.0,2.2,3.2,0.6,1.0,0.2,1.6,3.4
108,Travis Best,0,BOL,41,22.0,8.1,3.1,7.4,421,0.6,1.9,295,1.4,1.8,767,0.4,1.5,1.9,2.9,1.2,0.0,2.1,3.2
109,Kristaps Janicenoks,0,BOL,2,19.5,8.0,3.0,5.0,600,1.0,2.5,400,1.0,1.0,1.00,0.0,1.0,1.0,0.5,0.5,0.0,1.0,3.0
110,Marcelo Nicola,0,REG,1,16.0,8.0,3.0,6.0,500,1.0,3.0,333,1.0,2.0,500,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0
111,Kristaps Valters,0,PAU,26,18.8,8.0,2.3,4.8,476,1.6,3.2,500,1.9,2.3,831,0.3,1.8,2.2,2.8,0.9,0.1,2.5,3.0
112,Lonny Baxter,0,SANA,39,16.3,8.0,3.1,4.6,682,0.0,0.0,0,1.7,2.9,583,1.6,2.5,4.1,0.1,1.6,0.3,1.5,2.9
113,Theron Smith,0,CAN,37,25.1,7.9,3.2,7.5,423,0.5,2.2,229,1.1,2.0,534,1.4,4.5,5.9,1.1,1.1,0.3,1.8,2.8
114,Jimmy Baxter,0,REG,18,21.7,7.9,3.2,7.8,404,1.0,3.2,310,0.6,1.1,550,0.7,1.7,2.4,0.9,1.4,0.2,1.4,1.8
115,Jeff Trepagnier,0,SS,21,20.2,7.9,2.7,6.2,435,0.9,2.8,328,1.5,2.0,744,0.7,2.8,3.5,0.8,1.4,0.2,1.8,2.5
116,Antonio Porta,0,BEI,39,27.4,7.8,2.1,5.6,382,0.6,1.8,338,2.9,3.5,839,0.6,2.8,3.4,3.1,2.1,0.0,2.4,2.5
117,Vlado Ilijevski,0,ROM,9,28.4,7.8,2.7,7.3,364,0.8,3.6,219,1.7,2.3,714,0.3,1.3,1.7,2.3,2.7,0.0,2.1,2.0
118,Fabio Di Bella,0,BOL,27,18.6,7.8,2.4,6.0,410,0.5,1.5,317,2.4,3.3,722,0.5,1.4,1.9,1.3,1.7,0.0,2.0,2.3
119,Eyinmisan Nikagbatse,0,MON,34,24.5,7.7,2.9,6.2,462,1.4,3.4,397,0.6,1.1,513,0.9,2.0,2.9,1.1,1.6,0.0,1.5,2.0
120,Benjamin Eze,0,SANA,44,23.7,7.7,2.9,4.5,653,0.0,0.0,0,1.9,2.9,651,2.4,4.1,6.5,0.2,2.1,1.6,1.3,2.9
121,Taylor Coppenrath,0,BEI,37,19.7,7.6,2.8,5.3,526,0.0,0.1,0,2.1,3.1,681,2.8,2.0,4.8,0.4,1.5,0.4,1.2,3.0
122,Isiah Victor,0,AVE,5,20.6,7.6,3.2,7.0,457,0.2,1.6,125,1.0,1.0,1.00,1.2,2.4,3.6,0.2,1.4,0.6,2.6,2.8
123,Tomas Ress,0,REG,24,27.3,7.6,2.8,7.3,389,0.6,2.8,212,1.3,1.8,762,1.8,3.8,5.5,0.5,1.3,1.4,1.4,2.7
124,Janis Porzingis,0,LIV,33,18.6,7.5,3.0,5.9,510,0.7,2.0,333,0.9,1.1,784,1.1,1.8,2.8,0.7,0.7,0.2,1.7,3.3
125,Cory Violette,0,REG,32,22.2,7.5,2.9,6.1,485,0.0,0.4,71,1.6,2.6,607,2.7,4.4,7.1,0.6,1.4,0.4,1.8,2.6
126,Spencer Nelson,0,TREV,33,18.9,7.5,2.8,5.3,529,0.3,1.4,239,1.6,1.9,813,1.7,3.5,5.2,1.4,0.9,0.3,1.8,2.9
127,Eric Micoud,0,LIV,7,27.6,7.4,2.4,4.9,500,1.7,3.6,480,0.9,0.9,1.00,0.6,0.7,1.3,2.0,1.0,0.0,3.3,2.0
128,Sven Schultze,0,MIL,42,18.7,7.4,2.6,5.5,478,1.6,3.8,434,0.5,0.8,688,0.5,1.9,2.4,0.9,0.7,0.1,1.9,3.4
129,Gabriel Fernandez,0,VAR,38,17.3,7.4,2.3,4.6,506,0.8,1.8,471,1.8,2.2,854,0.8,1.9,2.7,0.5,0.9,0.3,1.5,3.1
130,Larry O'Bannon,0,SS,19,16.1,7.4,2.5,5.5,462,1.1,2.6,429,1.2,1.3,920,0.3,1.6,1.9,0.4,0.8,0.1,1.3,2.5
131,Shaun Stonerook,0,SANA,44,27.0,7.3,2.3,4.8,474,1.4,3.1,435,1.3,1.8,738,0.8,4.9,5.8,2.0,2.4,0.3,1.7,2.8
132,Loukas Mavrokefalidis,0,ROM,18,16.8,7.2,2.9,5.3,542,0.2,0.6,300,1.3,1.8,697,1.9,2.2,4.2,0.7,1.2,0.2,2.4,3.2
133,Aloysius Anagonye,0,MON,15,16.7,7.2,2.8,4.9,568,0.0,0.1,0,1.6,2.2,727,2.0,2.7,4.7,0.2,1.3,0.3,1.3,2.5
134,Angelo Gigli,0,TREV,33,18.2,7.2,2.5,4.8,525,0.8,1.7,446,1.3,2.1,638,1.4,2.8,4.2,0.5,1.0,0.6,1.5,1.8
135,Joey Beard,0,REG,16,19.7,7.1,2.7,4.3,623,0.0,0.0,0,1.8,3.3,528,1.9,2.8,4.8,0.5,1.8,0.1,1.8,3.5
136,Benjamin Ortner,0,REG,33,18.8,7.1,2.9,6.1,473,0.2,0.6,250,1.2,1.7,667,2.2,2.4,4.6,0.6,1.9,0.8,2.1,3.0
137,Stephen Black,0,BEI,17,18.9,7.1,2.4,4.8,488,1.5,2.7,543,0.9,1.1,833,0.4,1.6,1.9,1.5,0.9,0.0,1.2,2.5
138,Derrick Zimmerman,0,AVE,18,24.4,7.0,2.6,4.9,528,0.0,0.4,0,1.8,2.6,696,0.6,2.3,2.9,2.9,1.8,0.4,2.7,2.8
139,Ognjen Askrabic,0,ROM,33,21.0,7.0,3.1,5.7,540,0.3,1.2,256,0.5,1.2,425,1.8,3.0,4.8,1.4,1.4,0.3,1.4,2.9
140,Marko Pesic,0,TER,4,22.3,7.0,2.5,6.0,417,1.5,4.3,353,0.5,1.0,500,0.0,2.5,2.5,1.3,0.5,0.0,1.5,2.0
141,Alain Digbeu,0,BOL,21,24.8,6.9,2.1,5.0,433,1.2,3.6,342,1.3,1.7,778,1.1,3.0,4.2,1.2,1.0,0.7,1.6,2.1
142,Moochie Norris,0,BOL,14,18.9,6.8,2.0,5.3,378,0.4,1.7,250,2.4,2.7,868,0.5,1.9,2.4,2.2,1.3,0.0,1.3,2.1
143,Marco Carra,0,REG,32,20.2,6.8,2.3,5.6,406,1.1,3.2,330,1.2,1.4,841,0.2,0.8,1.0,1.1,1.1,0.0,1.5,2.5
144,Michael Mokongo,0,ORL,31,27.4,6.7,2.3,6.7,346,0.8,2.5,321,1.3,2.0,619,0.4,1.4,1.8,2.9,1.6,0.0,2.4,2.6
145,Torin Francis,0,ORL,34,20.1,6.6,2.7,4.8,567,0.0,0.0,0,1.1,2.1,521,1.6,3.4,5.0,0.2,0.9,0.4,1.7,2.5
146,Szymon Szewczyk,0,SCAF,33,14.8,6.6,2.7,4.5,601,0.3,0.9,355,0.8,1.1,757,0.8,2.4,3.2,0.4,0.9,0.2,1.5,2.5
147,Luca Vitali,0,MON,33,20.6,6.5,1.8,4.6,379,1.4,3.6,390,1.6,1.9,857,0.5,1.6,2.2,1.6,1.3,0.1,2.4,1.9
148,Matteo Soragna,0,TREV,33,24.0,6.5,2.0,5.5,359,0.7,2.4,288,1.8,2.2,847,0.3,2.7,3.0,1.3,1.2,0.1,1.5,2.2
149,Joel Salvi,0,SCAF,34,20.7,6.5,2.6,4.4,576,0.3,0.8,393,1.0,1.6,636,1.9,3.9,5.7,0.6,1.5,0.2,1.5,3.5
150,Giuseppe Poeta,0,TER,34,16.0,6.4,1.9,3.8,508,0.4,1.1,417,2.0,2.6,775,0.3,1.1,1.4,1.2,1.4,0.0,1.1,2.1
151,Bennett Davison,0,BOL,18,19.4,6.3,2.3,4.7,500,0.3,1.3,261,1.3,1.7,800,1.7,2.8,4.5,0.6,1.9,0.3,1.2,2.6
152,Simon Petrov,0,AVE,16,19.3,6.3,1.9,4.1,455,1.0,2.5,400,1.6,1.9,833,0.2,1.4,1.6,1.7,0.6,0.0,1.8,3.3
153,Joel Zacchetti,0,PAU,28,13.6,6.3,2.3,4.9,460,0.5,1.3,361,1.3,1.7,771,0.7,1.8,2.5,0.3,0.6,0.3,1.1,2.1
154,Periklis Dorkofikis,0,AVE,20,18.1,6.3,2.4,4.5,533,0.5,1.4,333,1.0,1.9,541,0.6,2.3,2.8,0.6,0.9,0.2,1.4,2.5
155,Jerome Moiso,0,BOL,21,18.7,6.2,2.5,5.0,491,0.0,0.0,0,1.2,2.0,634,1.7,3.7,5.4,0.3,0.8,1.9,2.0,3.0
