#,Player,MVP,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
59,Maarty Leunen,0,CAN,42,33.8,10.6,3.7,8.2,456,1.7,4.3,396,1.5,2.0,726,1.1,5.0,6.1,2.6,1.3,0.1,1.6,2.4
60,Gigi Datome,0,ROM,26,24.5,10.6,3.9,8.0,488,1.5,3.4,427,1.3,1.4,919,1.4,3.0,4.5,0.7,1.2,0.5,0.9,2.7
61,A.J. Slaughter,0,BEI,27,24.8,10.5,3.8,8.7,436,1.4,3.8,369,1.5,2.0,774,0.4,1.9,2.3,1.3,1.5,0.1,1.7,2.6
62,Diego Fajardo,0,VAR,28,23.4,10.4,3.8,7.5,507,0.5,1.4,333,2.4,3.0,788,2.2,4.0,6.2,1.0,1.6,0.3,2.5,2.4
63,Malik Hairston,0,SANA,23,20.7,10.3,4.0,7.7,523,0.7,1.7,447,1.6,2.1,750,1.1,1.6,2.7,0.9,1.0,0.4,1.2,1.7
64,Allan Ray,0,MON,29,25.7,10.3,3.4,8.4,406,0.9,2.7,325,2.6,3.5,743,0.7,2.1,2.8,1.5,1.7,0.1,3.3,3.2
65,Vladimir Micov,0,CAN,42,28.4,10.2,3.7,7.5,489,0.8,2.2,363,2.0,2.9,694,1.1,3.2,4.3,2.2,1.4,0.1,2.3,1.9
66,Darius Washington,0,ROM,30,26.4,10.1,3.4,8.0,431,0.5,2.1,254,2.7,3.3,810,1.1,1.9,3.0,2.9,2.1,0.1,2.9,2.3
67,Ali Traore,0,ROM,30,22.0,10.0,4.3,7.4,584,0.0,0.0,0,1.4,2.1,677,1.5,3.1,4.6,0.7,1.1,0.5,2.4,2.6
68,Cedric Jackson,0,NBB,2,29.5,10.0,3.5,10.0,350,1.5,5.5,273,1.5,4.0,375,0.5,4.5,5.0,3.0,0.5,0.0,5.5,4.0
69,Lynn Greer,0,MIL,23,21.6,10.0,3.3,8.0,416,1.0,3.3,320,2.3,3.0,765,0.5,1.3,1.8,2.4,1.1,0.0,2.4,1.6
70,Timmy Bowers,0,JUV,29,31.5,10.0,3.8,8.2,458,0.3,1.6,170,2.2,2.9,759,1.8,2.7,4.4,2.6,1.8,0.5,3.2,2.1
71,Blagota Sekulic,0,CRE,30,25.8,9.9,4.1,8.4,484,0.1,0.7,150,1.6,2.6,636,2.2,4.7,6.9,0.8,1.4,0.5,2.4,3.0
72,Manuchar Markoishvili,0,CAN,34,20.6,9.8,3.5,7.8,445,1.3,3.5,381,1.6,1.9,815,0.5,1.9,2.4,1.4,1.8,0.1,1.7,2.8
73,Kristjan Kangur,0,VAR,32,25.4,9.8,3.3,7.6,434,1.3,3.6,353,2.0,2.5,788,2.1,3.3,5.4,0.8,1.6,0.2,1.8,3.5
74,Jasmin Perkovic,0,CRE,30,23.0,9.8,3.2,7.2,440,1.2,3.2,365,2.3,2.6,883,1.0,3.1,4.1,1.4,1.7,0.2,2.5,3.3
75,Dimitrios Tsaldaris,0,SAS,34,26.5,9.8,2.9,7.4,387,1.6,4.3,377,2.4,2.6,900,0.4,1.5,1.9,2.0,1.2,0.0,2.8,2.6
76,Nemanja Gordic,0,ROM,17,23.4,9.7,3.2,6.6,482,1.4,3.5,390,2.0,3.1,654,0.4,1.2,1.6,2.2,0.6,0.1,2.4,3.7
77,Ryan Toolson,0,TREV,15,23.2,9.5,3.2,7.0,457,1.6,4.0,400,1.5,1.7,880,0.5,1.4,1.9,0.6,1.1,0.1,1.9,1.7
78,Morris Finley,0,MIL,13,26.7,9.4,3.2,7.5,429,0.5,1.9,280,2.4,2.9,816,0.5,2.2,2.7,2.5,1.2,0.2,2.7,2.1
79,Jonas Maciulis,0,MIL,25,25.2,9.4,3.4,8.0,422,1.1,3.2,342,1.6,2.2,709,1.4,3.0,4.4,1.8,1.9,0.1,1.8,2.9
80,Blake Ahearn,0,TER,6,24.5,9.3,2.7,8.3,320,1.7,4.8,345,2.3,2.3,1.00,0.3,1.3,1.7,1.3,0.5,0.0,2.0,2.8
81,Matteo Soragna,0,BEI,30,24.9,9.3,2.8,6.0,464,1.0,2.7,388,2.7,3.2,844,0.5,2.2,2.7,1.8,1.2,0.1,1.7,2.4
82,Rok Stipcevic,0,VAR,15,28.1,9.3,2.6,6.3,415,1.5,3.9,373,2.6,2.8,929,0.2,2.3,2.5,3.2,1.6,0.0,1.7,2.7
83,Benjamin Ortner,0,CAN,35,22.8,9.2,3.7,7.1,524,0.1,0.1,500,1.7,2.5,698,2.3,3.2,5.5,0.8,2.2,0.6,2.3,3.1
84,Giuseppe Poeta,0,BOL,30,23.9,9.1,2.4,5.7,415,0.9,2.3,386,3.5,4.6,761,0.4,1.8,2.2,2.0,2.1,0.0,1.6,2.3
85,Goran Suton,0,BEI,25,25.4,9.0,3.7,6.4,575,0.2,0.6,286,1.5,1.9,787,2.8,4.6,7.4,0.6,1.2,0.4,1.9,3.1
86,Rodrigo De La Fuente,0,TER,19,25.6,9.0,3.0,7.5,399,0.7,2.5,271,2.3,3.0,772,0.7,3.1,3.8,1.4,0.8,0.1,1.7,1.8
87,Alessandro Gentile,0,TREV,35,23.2,8.9,3.1,7.3,422,1.0,3.5,298,1.7,2.4,702,0.8,2.2,3.0,1.3,1.3,0.3,2.3,2.4
88,Daniele Cavaliero,0,MON,30,26.7,8.6,2.8,7.2,386,1.6,4.7,343,1.5,1.9,759,0.4,1.5,1.9,2.0,1.7,0.0,2.2,2.9
89,Morris Almond,0,PES,30,23.6,8.5,2.8,6.9,409,1.2,3.2,368,1.6,2.0,803,0.5,2.2,2.7,0.3,1.1,0.1,2.3,1.7
90,Vanja Plisnic,0,SAS,19,22.4,8.4,2.9,6.9,424,1.3,3.3,387,1.2,1.8,676,1.6,3.8,5.5,0.9,1.5,0.6,1.7,2.6
91,Valerio Amoroso,0,BOL,28,26.8,8.1,3.0,7.8,384,1.0,3.9,255,1.1,1.6,696,1.4,3.4,4.8,1.1,1.4,0.3,1.9,2.9
92,Andrea Cinciarini,0,MON,30,23.6,7.9,2.6,6.0,431,0.6,1.7,365,2.1,2.9,721,0.8,1.6,2.4,2.0,1.1,0.0,2.2,1.8
93,David Moss,0,SANA,37,22.3,7.8,2.6,5.8,451,0.8,1.9,400,1.8,2.2,827,0.7,2.2,2.9,2.0,1.8,0.3,1.8,2.6
94,Linton Johnson,0,AVE,31,23.9,7.8,3.3,5.8,564,0.0,0.1,0,1.2,1.9,633,2.6,4.5,7.1,0.9,1.6,0.8,2.1,3.1
95,Goran Jurak,0,BEI,30,21.2,7.8,2.9,5.4,543,0.3,1.5,217,1.6,2.3,706,1.5,2.9,4.4,1.2,1.9,0.1,2.3,4.0
96,Oleksiy Pecherov,0,MIL,28,15.9,7.8,2.9,7.1,414,0.8,2.7,276,1.2,1.4,846,1.4,3.0,4.4,0.1,0.5,0.4,1.0,1.3
97,Bobby Jones,0,MON,20,22.5,7.8,2.5,5.8,426,0.8,2.5,320,2.1,2.8,745,1.0,2.5,3.5,0.6,2.0,0.4,1.8,3.0
98,Hrvoje Peric,0,TREV,36,21.6,7.7,3.0,6.1,495,0.6,1.6,362,1.1,1.6,719,1.3,2.0,3.3,1.5,1.1,0.2,1.8,2.3
99,Greg Brunner,0,TREV,33,20.8,7.6,3.1,5.2,591,0.1,0.3,222,1.4,2.3,618,2.8,3.0,5.8,0.5,1.8,0.2,1.6,3.2
100,Viktor Sanikidze,0,BOL,30,23.3,7.6,2.6,5.0,523,0.7,1.8,389,1.6,2.4,690,2.3,4.9,7.2,0.7,0.8,0.5,1.7,2.7
101,Teemu Rannikko,0,VAR,28,24.3,7.5,1.8,4.0,455,1.4,3.0,459,2.5,3.0,833,0.0,1.4,1.4,2.8,1.4,0.0,1.7,3.1
102,Milovan Rakovic,0,SANA,34,15.1,7.5,3.3,5.3,624,0.0,0.1,0,0.9,1.2,750,1.0,2.3,3.3,0.7,1.1,0.1,2.1,2.5
103,Jacopo Giachetti,0,ROM,6,20.8,7.5,2.2,5.2,419,0.8,2.3,357,2.3,2.7,875,0.5,1.0,1.5,1.2,1.3,0.0,1.7,3.5
104,Richard Rocca,0,MIL,38,20.6,7.5,3.0,4.9,601,0.0,0.0,0,1.5,2.6,598,2.4,3.6,6.1,0.7,1.5,0.1,1.3,2.7
105,Jiri Hubalek,0,SAS,11,23.5,7.3,3.0,8.0,375,0.5,3.3,167,0.7,1.5,471,1.5,4.1,5.5,0.6,1.3,0.4,1.8,3.5
106,Alex Righetti,0,VAR,31,24.3,7.2,2.5,6.5,385,1.1,3.4,327,1.1,1.3,854,1.0,1.7,2.7,0.9,1.5,0.0,1.2,2.8
107,Shammond Williams,0,MON,8,19.3,7.0,2.4,5.6,422,1.0,3.4,296,1.3,1.8,714,0.0,1.8,1.8,2.1,0.5,0.0,1.9,1.4
108,Pietro Aradori,0,SANA,41,14.9,6.9,2.4,4.7,510,0.6,1.7,343,1.5,2.0,763,0.6,1.7,2.3,0.6,0.8,0.0,0.7,1.2
109,Massimo Bulleri,0,TREV,36,18.7,6.8,2.1,5.7,366,1.0,3.2,307,1.7,2.2,750,0.3,1.3,1.6,1.5,1.5,0.0,2.2,2.8
110,Marco Cusin,0,PES,28,19.5,6.8,2.6,4.3,603,0.0,0.2,167,1.5,2.0,764,1.1,3.1,4.3,0.3,0.9,0.9,2.2,3.4
111,Anthony Maestranzi,0,MON,24,21.8,6.8,2.1,5.4,395,1.3,3.5,357,1.3,1.3,938,0.3,0.6,0.9,2.1,0.9,0.0,1.3,2.3
112,Luca Garri,0,JUV,30,15.8,6.7,2.4,5.1,467,0.5,1.3,368,1.5,2.2,697,1.8,1.9,3.7,0.2,1.4,0.3,1.0,2.3
113,Robert Fultz,0,TER,8,15.4,6.6,2.1,4.6,459,1.3,2.6,476,1.1,1.4,818,0.4,0.9,1.3,2.1,0.5,0.0,2.1,1.1
114,Brian Skinner,0,TREV,22,19.8,6.5,2.8,6.0,466,0.0,0.0,0,1.0,1.6,611,2.1,4.8,6.9,0.9,0.6,0.6,2.5,2.6
115,Giuliano Maresca,0,NBB,30,20.9,6.5,2.3,5.8,389,0.9,2.9,318,1.0,1.2,861,0.3,1.3,1.6,0.5,1.0,0.0,1.6,2.7
116,Dimitri Lauwers,0,AVE,34,18.6,6.4,1.9,4.8,407,1.4,3.5,392,1.2,1.3,930,0.4,1.1,1.4,0.5,0.9,0.0,1.3,2.8
117,Sandro Nicevic,0,TREV,23,16.9,6.4,2.7,5.6,488,0.0,0.1,333,0.9,1.0,913,1.3,1.8,3.1,0.7,1.0,0.3,1.7,2.1
118,Ryan Toolson,0,MON,7,18.7,6.4,2.1,5.4,395,1.3,3.0,429,0.9,1.1,750,0.3,1.1,1.4,0.3,1.0,0.0,1.0,1.0
119,Nikos Zisis,0,SANA,37,19.7,6.4,2.1,4.6,444,0.4,1.5,263,1.9,2.1,886,0.2,1.6,1.8,2.9,1.1,0.0,1.4,1.9
120,Jonathan Tabu,0,CAN,37,15.3,6.2,2.0,4.4,448,1.0,2.2,463,1.2,1.5,818,0.5,1.3,1.9,1.1,0.8,0.0,1.6,2.1
121,Daniele Cinciarini,0,PES,15,16.1,6.1,2.5,5.3,463,0.3,1.2,278,0.8,1.2,667,0.6,0.7,1.3,0.4,0.9,0.0,1.0,1.1
122,Michele Antonutti,0,MON,26,15.6,6.0,2.0,3.9,525,1.1,2.3,492,0.8,0.9,917,0.7,1.9,2.6,0.2,0.7,0.0,0.7,1.6
123,Thomas Van Den Spiegel,0,MIL,5,13.2,6.0,2.0,2.8,714,0.0,0.0,0,2.0,3.0,667,1.6,1.4,3.0,0.2,0.6,0.4,0.8,2.6
124,Benjamin Eze,0,MIL,19,18.6,6.0,2.7,4.8,565,0.0,0.1,0,0.5,1.1,476,1.4,2.3,3.7,0.6,1.3,1.3,1.3,2.9
125,Damien Ronald Ryan,0,VAR,5,21.0,5.8,1.8,5.8,310,1.6,4.6,348,0.6,0.8,750,0.4,2.4,2.8,0.8,1.0,0.0,0.8,2.2
126,Nemanja Aleksandrov,0,PES,27,19.1,5.8,2.0,4.6,431,0.9,2.4,354,1.0,1.3,794,0.9,2.4,3.3,0.3,0.7,0.3,1.3,1.6
127,Giorgio Boscagin,0,TER,30,20.3,5.8,1.9,5.3,352,0.7,2.0,344,1.3,1.8,741,0.4,1.7,2.1,0.9,1.4,0.1,1.2,2.5
128,Josh Heytvelt,0,ROM,10,12.9,5.7,2.1,4.5,467,0.5,1.8,278,1.0,1.1,909,1.0,1.5,2.5,0.4,0.3,0.4,0.7,1.6
129,Deividad Gailius,0,BOL,33,15.6,5.7,1.9,4.8,405,0.5,2.0,254,1.3,1.6,792,0.9,1.1,2.0,0.5,0.8,0.1,1.5,2.3
130,Tautvydas Lydeka,0,PES,30,20.9,5.7,2.1,3.8,539,0.0,0.0,0,1.5,2.2,697,2.4,2.7,5.1,0.3,1.3,0.3,1.4,2.3
131,Marco Mordente,0,MIL,38,17.7,5.6,2.0,4.6,440,1.1,2.6,434,0.4,0.6,696,0.4,1.1,1.5,1.1,1.1,0.0,1.2,2.7
132,Martin Colussi,0,JUV,30,13.2,5.4,1.7,3.9,448,0.8,1.9,421,1.2,1.4,854,0.3,0.8,1.1,0.3,1.0,0.0,0.9,1.5
133,Janar Talts,0,VAR,8,17.1,5.4,2.4,4.1,576,0.4,1.3,300,0.3,1.1,222,2.3,2.3,4.5,0.5,0.6,1.4,1.1,3.0
134,Marko Jaric,0,SANA,14,16.7,5.4,1.8,3.5,510,0.6,1.5,429,1.1,1.5,762,0.4,1.5,1.9,1.6,1.1,0.2,1.8,2.1
135,Chris Monroe,0,NBB,3,21.0,5.3,1.3,5.0,267,0.3,2.3,143,2.3,3.3,700,0.3,2.3,2.7,1.0,1.3,0.0,1.7,1.3
136,Stefan Markovic,0,TREV,37,28.0,5.3,1.7,4.6,376,0.8,2.8,294,1.0,1.6,644,1.0,3.2,4.2,3.5,1.9,0.1,2.9,2.9
137,Denis Marconato,0,CAN,39,16.5,5.1,2.0,3.6,560,0.0,0.0,0,1.1,1.2,911,1.1,2.7,3.8,0.5,0.5,0.5,1.3,2.7
138,Shaun Stonerook,0,SANA,37,24.4,5.1,1.6,3.6,437,0.8,2.2,366,1.1,1.4,800,0.7,3.9,4.5,2.1,2.9,0.3,1.6,3.2
139,Brian Sacchetti,0,SAS,32,15.7,5.0,1.6,3.5,460,0.8,2.1,403,0.9,1.3,725,0.6,1.8,2.4,0.8,1.0,0.1,1.3,2.0
140,Giacomo Galanda,0,VAR,32,14.4,4.9,1.9,3.8,488,0.5,1.8,298,0.7,0.8,778,0.6,1.5,2.2,0.8,1.0,0.2,1.5,2.7
141,Manuel Vanuzzo,0,SAS,30,14.2,4.9,1.7,4.3,400,1.1,3.1,344,0.4,0.4,1.00,0.4,1.7,2.1,0.3,0.5,0.1,0.6,1.5
142,Andrea Crosariol,0,ROM,24,20.7,4.9,1.8,3.5,518,0.0,0.1,0,1.2,2.5,492,2.4,2.8,5.2,1.0,1.4,1.3,1.8,1.8
143,Lukasz Koszarek,0,JUV,30,16.8,4.7,1.6,4.0,405,0.6,2.0,283,0.9,1.1,788,0.4,1.3,1.8,1.6,1.3,0.0,0.9,2.2
144,Aaron Doornekamp,0,JUV,3,14.7,4.7,1.7,3.7,455,0.3,1.3,250,1.0,1.0,1.00,1.7,0.7,2.3,0.3,0.7,0.0,0.3,1.7
145,Massimo Chessa,0,BEI,27,14.3,4.6,1.6,4.0,398,1.0,2.6,386,0.4,0.6,800,0.3,1.1,1.4,0.5,1.3,0.0,1.0,2.4
146,Daniele Cinciarini,0,CRE,10,12.1,4.5,1.5,3.1,484,0.9,1.7,529,0.6,1.0,600,1.0,0.6,1.6,0.5,0.7,0.0,1.4,1.8
147,Goran Cakic,0,PES,2,19.0,4.5,2.0,3.0,667,0.5,1.0,500,0.0,0.0,0,1.5,2.5,4.0,0.0,0.5,0.0,1.5,3.0
148,Marco Carraretto,0,SANA,42,14.7,4.4,1.5,3.4,444,0.7,2.0,378,0.7,0.8,853,0.2,1.0,1.2,0.7,0.6,0.0,0.5,2.0
149,Simone Flamini,0,PES,30,20.0,4.4,1.5,3.3,459,0.9,2.3,412,0.4,0.5,813,0.3,1.3,1.6,0.6,1.2,0.1,0.7,2.3
150,Nikola Radulovic,0,NBB,4,16.0,4.3,1.3,3.3,385,1.0,2.0,500,0.8,1.5,500,0.3,2.0,2.3,0.0,0.8,0.0,1.8,2.8
151,Coby Karl,0,MIL,8,21.4,4.3,1.5,3.8,400,0.9,2.0,438,0.4,0.8,500,0.3,2.9,3.1,1.4,1.3,0.1,1.3,2.8
152,Valerio Spinelli,0,AVE,31,17.1,4.1,1.3,3.2,394,0.3,1.2,216,1.4,2.1,646,0.4,1.1,1.5,2.4,0.8,0.0,1.9,0.9
153,Edin Bavcic,0,NBB,4,21.3,4.0,1.5,3.5,429,0.5,1.5,333,0.5,1.3,400,1.8,2.8,4.5,0.0,1.0,0.3,2.0,2.0
154,Herve Toure,0,ROM,1,19.0,4.0,1.0,5.0,200,0.0,2.0,0,2.0,2.0,1.00,2.0,3.0,5.0,0.0,1.0,1.0,0.0,1.0
155,Tomas Ress,0,SANA,41,13.6,4.0,1.4,2.9,483,0.5,1.3,404,0.7,1.0,643,0.4,2.0,2.4,0.5,0.7,0.6,0.8,1.2
