#,Player,MVP,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
13,E.J. Rowland,0,CRE,28,33.3,14.2,5.1,9.8,516,0.9,2.3,369,3.2,4.3,744,0.9,3.5,4.4,3.8,3.0,0.2,3.2,2.7
14,Eric Williams,0,PES,24,26.7,14.2,5.6,9.8,577,0.0,0.0,0,3.0,5.6,530,3.1,5.0,8.1,0.6,2.0,0.4,3.1,3.1
15,Luke Jackson,0,FER,28,30.5,14.1,4.7,10.6,441,1.8,4.5,386,3.0,4.1,733,0.8,4.4,5.2,2.3,2.0,0.5,3.1,2.4
16,Kennedy Winston,0,ROM,31,29.6,13.6,4.7,9.4,497,1.1,3.3,343,3.1,4.1,770,0.9,3.3,4.2,1.3,1.6,0.1,2.3,2.2
17,Joe Smith,0,BEI,27,29.9,13.5,4.1,10.3,403,2.1,5.9,356,3.1,3.7,840,0.4,1.7,2.2,4.1,1.2,0.0,2.6,3.5
18,Jumaine Jones,0,JUV,36,34.0,13.4,4.7,10.5,447,2.5,5.9,416,1.6,2.1,727,1.9,6.8,8.7,1.2,2.1,0.6,2.3,2.7
19,Fabio Di Bella,0,JUV,36,28.9,13.3,4.5,9.6,467,1.3,3.5,362,3.0,4.1,747,0.6,2.2,2.8,1.8,2.2,0.0,1.9,2.6
20,Marko Milic,0,CRE,11,26.5,13.2,5.1,8.9,571,0.0,0.0,0,3.0,3.5,868,3.0,3.8,6.8,1.5,2.0,0.2,2.5,2.5
21,Nicolas Mazzarino,0,CAN,34,29.7,12.9,3.6,8.3,433,2.5,6.0,414,3.3,3.7,889,0.3,1.9,2.2,2.7,1.3,0.1,2.0,1.2
22,Ibrahim Jaaber,0,ROM,31,31.1,12.9,4.8,10.4,461,1.5,4.9,301,1.8,2.6,704,1.1,2.2,3.3,2.2,3.1,0.4,2.3,2.8
23,Rashad Anderson,0,CRE,13,28.5,12.8,4.5,9.8,457,2.7,6.5,412,1.2,1.8,667,0.8,2.5,3.3,0.7,1.6,0.5,1.8,2.8
24,K.C. Rivers,0,TREV,22,31.2,12.8,4.5,9.6,464,2.4,5.4,445,1.5,1.8,825,1.0,3.5,4.5,1.3,1.5,0.2,1.8,2.5
25,Gary Forbes,0,CRE,14,26.1,12.8,4.9,10.6,463,0.4,2.6,162,2.5,3.5,714,1.4,3.0,4.4,0.8,1.3,0.2,2.3,2.3
26,Greg Brunner,0,MON,31,29.2,12.7,5.4,9.8,548,0.2,0.8,192,1.9,3.0,624,2.8,5.5,8.3,0.9,1.9,0.6,2.0,3.4
27,Chevon Troutman,0,AVE,28,28.0,12.7,4.8,8.2,581,0.1,0.5,154,3.1,4.4,707,3.4,4.4,7.8,0.7,2.6,0.6,3.1,3.6
28,Robert Hite,0,JUV,3,27.0,12.7,4.3,9.0,481,2.0,5.3,375,2.0,2.7,750,0.0,3.7,3.7,1.7,1.0,0.7,0.3,3.7
29,Maarty Leunen,0,CAN,36,34.1,12.4,4.5,8.7,513,1.9,4.4,428,1.6,2.1,784,1.3,4.4,5.6,1.6,1.1,0.3,1.7,2.8
30,Terrell McIntyre,0,SANA,37,23.5,12.4,3.8,7.9,486,2.4,5.2,455,2.4,2.6,907,0.4,1.5,1.9,3.8,1.6,0.0,2.5,2.0
31,Drake Diener,0,TER,28,32.8,12.4,4.4,9.5,464,2.0,4.7,424,1.6,2.0,786,2.1,3.3,5.4,2.5,1.1,0.2,2.1,2.2
32,Fred Jones,0,BEI,9,29.1,12.3,4.2,11.6,365,0.8,4.8,163,3.1,3.6,875,0.8,2.4,3.2,2.0,1.3,0.7,3.7,2.6
33,Valerio Amoroso,0,TER,25,28.4,12.2,4.6,10.0,456,1.7,5.0,336,1.4,2.2,667,1.2,3.4,4.6,1.5,1.8,0.4,2.8,3.0
34,Timmy Bowers,0,JUV,33,33.5,12.2,4.5,10.1,444,1.2,3.4,339,2.0,2.8,728,1.1,2.4,3.5,2.9,1.6,0.3,2.4,1.7
35,Manuchar Markoishvili,0,CAN,34,26.7,12.1,4.2,9.0,469,1.5,3.7,397,2.1,2.6,830,0.6,2.5,3.2,1.7,1.6,0.3,2.3,3.7
36,Jobey Thomas,0,VAR,28,28.7,12.1,4.3,9.5,449,2.0,4.7,417,1.5,1.6,956,0.6,2.3,2.9,1.4,1.3,0.0,1.0,2.4
37,Branko Cvetkovic,0,PES,17,25.5,11.9,3.4,7.6,442,1.1,3.3,339,4.1,4.6,897,0.5,2.6,3.1,1.3,1.7,0.1,2.5,2.4
38,Marques Green,0,PES,28,33.8,11.9,3.8,9.3,413,2.2,5.8,374,2.1,2.5,855,0.4,2.9,3.3,5.0,3.3,0.0,3.5,2.6
39,David Hawkins,0,SANA,38,23.4,11.9,4.2,7.5,556,1.0,1.9,500,2.5,2.8,914,0.7,1.6,2.3,1.6,2.4,0.2,1.7,2.9
40,Cenk Akyol,0,AVE,23,26.4,11.8,4.0,9.2,431,1.8,4.7,393,2.1,2.5,842,0.8,1.8,2.6,1.0,1.3,0.1,1.4,2.4
41,Andre Collins,0,BOL,22,28.5,11.8,3.9,8.3,467,2.2,5.2,417,1.9,2.1,894,0.4,2.1,2.5,2.4,1.7,0.0,2.3,2.6
42,Ali Muhammed,0,TREV,9,29.2,11.8,4.1,9.6,430,2.0,5.3,375,1.6,2.1,737,0.8,3.2,4.0,2.8,1.4,0.1,3.4,2.8
43,Vladimir Micov,0,CAN,23,28.7,11.5,3.7,8.2,455,1.0,2.4,418,3.0,4.2,729,1.4,2.4,3.8,2.7,2.0,0.1,2.7,2.5
44,Trey Johnson,0,BEI,4,29.5,11.5,4.3,9.5,447,1.0,3.5,286,2.0,4.0,500,0.3,1.5,1.8,1.8,1.8,0.0,3.8,2.8
45,Morris Finley,0,MIL,28,27.3,11.4,3.7,9.0,413,1.3,3.4,375,2.7,3.2,843,0.5,3.0,3.5,2.8,1.6,0.1,2.4,2.3
46,Davor Kus,0,TREV,30,29.3,11.3,3.1,6.7,465,1.8,3.8,478,3.3,3.8,852,0.4,1.1,1.5,2.9,0.9,0.0,2.0,1.7
47,Petteri Koponen,0,BOL,23,27.7,11.3,3.5,7.0,506,1.5,3.8,398,2.7,3.5,778,0.3,2.0,2.2,1.8,1.4,0.2,1.5,2.3
48,Dusan Sakota,0,PES,27,24.2,11.3,3.6,7.6,478,2.1,5.0,425,1.9,2.1,879,0.9,2.6,3.5,0.6,1.3,0.3,1.3,2.9
49,Marquinhos Vinicius,0,MON,31,26.5,11.3,3.7,9.2,402,1.9,4.6,406,2.0,2.5,803,0.8,2.4,3.2,1.6,1.7,0.3,1.9,2.3
50,Marijonas Petravicius,0,MIL,15,18.7,11.2,4.0,6.3,632,0.0,0.1,0,3.2,3.9,814,1.9,2.1,4.0,0.1,0.8,0.2,2.6,3.2
51,David Moss,0,BOL,29,28.8,11.1,4.0,9.1,441,1.0,2.8,366,2.1,2.7,772,0.9,3.2,4.1,2.1,1.6,0.4,2.7,3.1
52,Giuseppe Poeta,0,TER,26,29.7,11.0,3.3,8.3,405,1.0,2.8,365,3.3,4.3,761,0.5,1.7,2.2,4.4,1.7,0.1,2.5,2.2
53,Szymon Szewczyk,0,AVE,28,27.5,11.0,4.4,8.5,510,0.8,3.3,226,1.6,2.2,721,1.8,5.0,6.8,0.7,1.5,1.2,2.2,3.2
54,Giacomo Galanda,0,VAR,26,22.2,11.0,4.0,7.6,530,1.0,2.1,463,2.0,2.3,850,1.4,3.1,4.5,1.3,1.3,0.3,2.0,2.7
55,Bobby Jones,0,TER,28,25.3,11.0,3.6,7.4,481,1.2,3.0,388,2.7,3.4,798,1.3,2.4,3.6,0.5,1.8,0.6,2.3,3.7
56,Michel Morandais,0,VAR,28,26.7,10.6,3.8,8.9,422,1.8,4.6,385,1.4,1.4,974,0.5,3.5,3.9,1.0,1.1,0.5,1.9,2.7
57,Harold Jamison,0,FER,11,25.6,10.5,3.9,7.8,500,0.0,0.0,0,2.7,6.0,455,2.8,1.7,4.5,0.3,1.7,0.1,3.0,2.9
58,Anthony Maestranzi,0,MON,31,26.9,10.4,3.4,7.6,445,2.3,5.1,456,1.3,1.4,907,0.6,1.0,1.6,1.8,1.3,0.0,1.8,3.0
59,Dejan Ivanov,0,MON,31,25.0,10.4,4.0,8.3,484,0.6,2.4,240,1.8,3.1,579,3.4,3.0,6.5,0.4,1.5,0.3,2.0,1.8
60,Benjamin Ortner,0,CAN,29,22.8,10.3,4.2,7.7,545,0.0,0.1,250,1.9,3.2,596,2.0,3.0,5.0,0.9,2.0,0.8,2.0,2.8
61,Andre Hutson,0,ROM,23,25.4,10.3,3.9,7.0,559,0.0,0.1,0,2.4,3.0,824,2.0,2.8,4.8,1.1,1.6,0.2,2.1,3.2
62,Robert Hite,0,MON,9,23.3,10.1,3.4,8.0,431,1.6,4.2,368,1.7,2.3,714,0.7,2.1,2.8,1.4,0.9,0.4,2.0,2.2
63,Marko Tusek,0,VAR,22,21.5,10.1,3.7,7.8,477,0.8,2.3,340,1.9,2.4,774,1.2,2.7,3.9,0.6,1.0,0.1,1.0,1.2
64,Richard Rocca,0,MIL,40,24.3,10.1,3.9,6.4,612,0.0,0.0,0,2.3,3.4,669,3.2,3.7,6.9,0.4,1.7,0.1,1.6,2.8
65,Jerry Green,0,CAN,36,29.4,9.8,3.5,7.3,475,0.6,1.8,333,2.3,2.7,835,0.4,2.3,2.7,2.2,1.0,0.1,2.2,2.0
66,Ryan Hoover,0,TER,28,25.8,9.5,2.7,7.0,386,2.4,5.9,415,1.7,2.1,810,0.4,1.8,2.3,2.7,1.5,0.0,1.9,2.2
67,Andrea Michelori,0,JUV,36,21.8,9.5,3.2,5.3,603,0.1,0.1,400,3.1,4.9,631,2.3,2.9,5.2,0.6,2.2,0.1,2.1,3.5
68,Sandro Nicevic,0,TREV,31,24.3,9.4,3.8,8.0,476,0.0,0.2,0,1.7,2.2,806,1.1,3.1,4.2,1.3,0.9,0.6,1.9,2.2
69,Othyus Jeffers,0,CAN,9,26.6,9.3,3.3,9.1,366,0.2,0.9,250,2.4,3.8,647,1.4,4.3,5.8,1.3,2.7,0.2,2.6,3.0
70,Diego Fajardo,0,BOL,30,21.2,9.3,3.6,7.1,509,0.3,1.1,281,1.8,2.4,736,1.7,3.6,5.3,0.6,1.5,0.3,2.1,2.6
71,Alex Acker,0,MIL,14,22.3,9.3,3.1,7.1,440,0.9,2.6,351,2.1,2.3,906,0.6,2.6,3.2,1.4,1.1,0.0,2.4,2.4
72,Goran Jurak,0,TER,27,19.9,9.3,3.6,6.2,571,0.3,1.3,257,1.8,2.8,645,1.6,3.1,4.7,1.1,1.2,0.1,2.2,3.1
73,Randolph Childress,0,VAR,28,27.7,9.3,2.7,6.2,431,1.3,3.6,366,2.6,3.3,791,0.3,2.1,2.3,4.6,1.5,0.0,3.1,2.4
74,Donatas Motiejunas,0,TREV,31,20.3,9.2,3.3,6.3,515,0.3,0.9,357,2.4,3.3,725,2.0,2.7,4.7,0.6,1.2,0.2,2.1,2.7
75,Marco Mordente,0,MIL,40,28.3,9.0,2.8,6.7,413,1.4,4.0,361,2.0,2.3,900,0.5,2.2,2.7,1.9,1.7,0.1,2.0,2.8
76,DeMarcus Nelson,0,AVE,28,25.8,9.0,3.3,7.6,429,0.5,2.1,220,2.0,2.6,770,0.8,2.9,3.6,1.2,1.6,0.4,2.6,2.4
77,Ricky Minard,0,ROM,17,22.1,8.9,2.9,6.9,427,1.2,2.9,420,1.8,2.5,698,0.8,1.8,2.6,1.5,2.4,0.2,2.2,2.3
78,C.J. Wallace,0,TREV,29,23.3,8.8,3.4,6.2,547,0.3,1.1,323,1.6,2.4,681,2.9,4.1,7.0,1.2,1.3,0.4,1.8,3.3
79,Jacopo Giachetti,0,ROM,30,19.9,8.8,2.7,5.4,497,0.7,2.1,317,2.7,3.0,890,0.3,1.2,1.4,1.0,1.1,0.0,2.0,2.6
80,Sven Schultze,0,FER,12,20.5,8.8,3.1,6.8,457,1.8,4.4,415,0.8,1.0,750,0.8,2.1,2.8,0.3,1.3,0.2,1.8,3.4
81,Daniele Cavaliero,0,MON,31,23.4,8.7,2.7,6.6,415,1.7,4.5,381,1.5,1.9,814,0.2,1.1,1.3,2.2,1.4,0.1,1.7,2.4
82,Tadija Dragicevic,0,ROM,17,23.2,8.6,2.9,6.5,441,1.4,3.7,365,1.5,2.4,650,0.9,2.8,3.7,0.5,0.9,0.2,1.5,3.2
83,Cartier Martin,0,TREV,7,21.3,8.6,2.9,6.4,444,0.7,2.7,263,2.1,3.0,714,0.3,2.6,2.9,0.6,1.9,0.1,2.1,2.4
84,Sam Van Rossom,0,PES,23,25.1,8.6,3.0,6.1,489,1.6,3.3,480,1.0,1.3,742,0.3,2.0,2.3,1.9,1.3,0.0,2.1,3.0
85,Dusan Vukcevic,0,BOL,31,19.1,8.5,2.8,6.3,451,1.3,3.5,355,1.6,2.3,700,0.1,1.4,1.5,1.5,1.4,0.0,1.1,1.4
86,Nikos Zisis,0,SANA,38,18.8,8.5,2.7,4.7,567,0.6,1.4,407,2.6,2.9,875,0.4,2.1,2.4,2.6,1.5,0.0,1.7,2.1
87,Brandon Brown,0,CRE,28,26.3,8.4,2.8,6.6,416,0.4,1.9,204,2.5,3.4,737,2.5,3.4,5.9,0.9,1.3,0.4,1.7,2.4
88,Jonas Maciulis,0,MIL,40,22.6,8.4,3.0,6.0,496,0.9,2.2,402,1.6,2.0,808,0.9,2.4,3.2,1.0,1.4,0.2,2.2,2.7
89,Leroy Hurd,0,BOL,29,23.4,8.3,3.0,7.0,424,0.7,2.0,333,1.8,2.8,630,1.5,2.6,4.1,0.6,1.1,0.2,2.1,2.3
90,Matteo Soragna,0,BEI,26,23.3,8.2,2.6,6.1,424,1.5,3.7,411,1.6,2.1,745,0.4,2.2,2.6,1.6,0.8,0.0,1.6,2.5
91,James Thomas,0,TER,5,23.0,8.2,2.8,4.8,583,0.0,0.0,0,2.6,3.4,765,2.2,5.2,7.4,0.0,1.0,0.2,2.4,2.2
92,Dimitrios Tsaldaris,0,MON,21,21.3,8.1,2.6,6.6,391,1.2,3.0,391,1.8,2.2,809,0.5,1.2,1.7,0.7,1.3,0.1,1.8,1.8
93,Henry Domercant,0,SANA,38,16.7,7.9,2.7,5.2,518,1.2,2.6,440,1.4,1.6,869,0.3,1.2,1.5,1.1,1.3,0.1,1.2,2.2
94,Guillermo Diaz,0,BEI,3,27.3,7.7,2.7,9.3,286,1.3,5.3,250,1.0,1.3,750,0.3,1.3,1.7,2.0,1.0,0.0,1.0,2.3
95,Kristjan Kangur,0,BOL,5,16.0,7.6,3.2,3.4,941,1.2,1.2,1.00,0.0,0.4,0,1.2,0.6,1.8,0.2,1.0,0.2,1.6,3.8
96,Chris Monroe,0,MIL,13,17.9,7.5,2.5,5.0,508,1.3,2.7,486,1.2,2.2,536,0.4,1.4,1.8,1.0,1.8,0.0,1.5,2.2
97,Stefano Mancinelli,0,MIL,39,21.7,7.5,3.2,6.7,481,0.5,1.8,290,0.6,1.1,500,0.7,2.4,3.2,1.5,1.3,0.5,1.6,2.3
98,Michele Maggioli,0,BOL,29,18.5,7.4,3.0,5.9,512,0.3,1.2,294,1.0,1.3,784,1.2,2.5,3.8,0.5,1.0,0.8,1.2,2.6
99,Darius Washington,0,ROM,5,17.2,7.4,2.4,6.0,400,0.6,1.8,333,2.0,3.4,588,1.0,1.8,2.8,1.2,1.6,0.0,2.2,3.0
100,Benjamin Eze,0,SANA,37,21.5,7.3,3.1,5.0,608,0.0,0.1,0,1.2,2.3,512,1.8,2.8,4.5,0.5,1.0,1.4,1.4,2.6
101,Massimo Bulleri,0,MIL,37,19.6,7.2,2.4,6.3,379,0.9,3.0,295,1.5,1.8,851,0.4,1.6,2.1,1.8,1.3,0.0,2.5,2.6
102,Mike Hall,0,MIL,39,25.8,7.1,2.5,6.9,363,1.0,3.6,284,1.1,1.4,778,1.8,4.4,6.2,1.6,1.3,0.4,1.5,2.4
103,Pervis Pasco,0,BEI,28,28.0,6.9,3.1,4.8,654,0.0,0.1,0,0.7,2.7,263,2.6,4.9,7.5,1.1,1.6,1.0,1.6,3.0
104,Valerio Spinelli,0,FER,22,23.3,6.8,2.3,6.0,382,0.9,2.7,339,1.3,1.6,806,0.3,1.3,1.6,2.5,1.1,0.0,2.2,1.2
105,Viktor Sanikidze,0,BOL,33,21.2,6.7,2.4,4.4,549,0.4,1.1,378,1.5,2.4,628,2.1,3.5,5.6,0.5,1.0,0.8,1.4,2.7
106,Antanas Kavaliauskas,0,JUV,9,15.9,6.7,2.8,3.4,806,0.1,0.1,1.00,1.0,1.4,692,0.7,2.1,2.8,0.1,1.9,0.1,1.9,2.8
107,Angelo Gigli,0,ROM,25,20.2,6.6,2.7,4.5,602,0.4,1.2,323,0.8,1.2,690,2.1,2.8,4.9,0.5,1.4,0.6,1.5,2.9
108,Tautvydas Lydeka,0,CAN,34,18.4,6.6,2.5,4.3,575,0.0,0.0,0,1.7,2.8,594,1.9,2.7,4.6,0.4,0.9,0.3,1.6,3.0
109,Sven Schultze,0,BEI,12,20.7,6.6,2.1,5.2,403,1.8,4.1,429,0.7,0.8,800,0.8,2.5,3.3,0.9,1.0,0.0,2.2,3.4
110,Marco Cusin,0,CRE,26,20.9,6.6,2.5,4.9,516,0.3,0.9,292,1.2,1.8,681,1.6,3.1,4.7,0.4,1.6,0.8,2.0,3.5
111,Luca Garri,0,BEI,28,21.1,6.6,2.5,5.1,483,0.5,1.3,371,1.2,1.6,733,1.8,2.9,4.7,1.0,1.2,0.2,2.0,2.5
112,Brett Blizzard,0,BOL,5,19.0,6.4,2.2,4.4,500,1.4,3.4,412,0.6,0.8,750,0.4,1.6,2.0,0.8,0.6,0.0,1.0,2.2
113,Shaun Stonerook,0,SANA,38,23.6,6.4,2.2,4.9,443,1.0,2.9,351,1.0,1.4,736,1.0,4.4,5.4,1.9,1.9,0.4,1.5,3.3
114,Jesse Young,0,TER,18,16.4,6.3,2.4,4.6,530,0.1,0.2,333,1.4,2.1,658,1.6,2.4,3.9,0.6,0.9,0.2,0.9,2.7
115,Joel Salvi,0,FER,15,19.2,6.3,2.5,5.9,416,0.5,2.3,229,0.8,1.1,706,1.1,2.9,4.1,0.3,1.3,0.1,1.1,3.3
116,Jamie Arnold,0,MIL,13,13.9,6.2,2.5,4.4,561,0.1,0.4,200,1.2,1.5,789,1.0,2.8,3.8,0.2,0.8,0.2,1.7,2.1
117,Jasmin Hukic,0,TREV,25,18.9,6.1,2.1,4.6,452,1.3,2.9,452,0.6,0.8,800,0.5,2.1,2.6,0.4,1.0,0.1,1.1,2.2
118,Evangelos Sklavos,0,CRE,24,16.4,6.0,1.9,4.6,409,0.9,2.5,361,1.3,1.7,775,0.7,1.3,1.9,0.5,1.1,0.1,2.0,2.0
119,Luca Vitali,0,ROM,24,18.3,6.0,1.6,4.0,392,1.1,2.7,400,1.7,2.1,820,0.3,1.3,1.5,1.6,0.9,0.1,1.9,2.4
120,Mauricio Aguiar,0,CRE,26,14.7,5.9,2.1,4.1,519,0.4,1.1,393,1.3,1.7,733,0.5,1.2,1.7,0.5,0.7,0.0,1.1,1.3
121,Matteo Formenti,0,CRE,28,17.6,5.9,1.9,4.1,474,1.4,2.9,475,0.7,0.9,760,0.1,0.7,0.9,0.5,1.1,0.0,1.0,2.5
122,Niccolo Martinoni,0,VAR,28,14.2,5.8,2.1,4.7,450,0.4,1.3,278,1.3,1.8,686,1.7,0.8,2.5,0.3,1.3,0.2,1.2,3.0
123,Scoonie Penn,0,BOL,9,27.6,5.8,1.8,4.9,364,0.9,2.4,364,1.3,1.8,750,0.3,1.6,1.9,0.8,1.2,0.1,1.9,3.2
124,Nebojsa Joksimovic,0,PES,9,20.8,5.8,2.2,4.7,476,0.8,2.4,318,0.6,0.8,714,0.2,2.2,2.4,1.1,1.6,0.0,1.8,3.1
125,Mo Taylor,0,TREV,11,12.7,5.7,1.9,3.9,488,0.5,1.3,357,1.5,1.7,842,0.4,1.5,1.9,0.5,1.0,0.0,2.5,3.1
126,Filip Dylewicz,0,AVE,28,20.3,5.6,2.2,4.8,452,0.5,1.6,311,0.8,0.8,957,1.6,2.3,3.9,0.5,1.2,0.4,1.6,1.8
127,Andrea Cinciarini,0,MON,31,16.8,5.5,1.8,4.2,426,0.5,1.6,327,1.4,1.8,800,0.4,1.2,1.5,1.3,0.5,0.0,1.5,1.8
128,Yohann Sangare,0,FER,26,22.7,5.4,1.8,4.8,371,0.9,3.0,291,1.0,1.2,806,0.7,1.8,2.4,1.0,1.1,0.1,1.5,2.0
129,Simone Cotani,0,VAR,28,21.0,5.4,1.8,3.9,464,0.2,0.8,286,1.5,2.5,609,1.3,2.7,4.0,1.2,1.4,0.3,1.4,2.1
130,Uros Slokar,0,SANA,3,9.7,5.3,2.0,3.0,667,0.3,1.0,333,1.0,1.3,750,0.7,2.3,3.0,0.3,0.7,0.0,0.3,0.0
131,Dimitri Lauwers,0,AVE,27,19.5,5.3,1.6,4.2,389,1.3,3.5,358,0.8,0.9,840,0.4,0.9,1.3,0.3,1.0,0.0,0.9,2.9
132,Vanja Plisnic,0,BEI,14,13.9,5.3,1.8,3.9,455,0.6,2.3,250,1.1,1.4,842,1.2,2.1,3.3,0.3,0.9,0.4,1.1,2.4
133,Donnie McGrath,0,VAR,15,18.3,5.3,1.6,4.3,369,1.3,3.5,385,0.7,0.9,786,0.1,1.5,1.6,1.7,1.0,0.1,1.8,1.9
134,Lance Allred,0,PES,4,10.5,5.3,2.5,5.5,455,0.0,0.0,0,0.3,1.3,200,2.0,2.0,4.0,0.0,0.5,0.0,1.3,2.3
135,Kieron Achara,0,BEI,28,12.8,5.2,1.8,3.3,548,0.2,0.6,353,1.4,1.8,745,1.6,1.7,3.3,0.3,0.9,0.5,1.1,2.4
136,Andrea Crosariol,0,ROM,31,18.3,5.2,2.0,3.6,554,0.0,0.0,0,1.2,1.7,692,1.1,2.4,3.5,0.6,1.1,1.1,1.8,2.0
137,Lukasz Koszarek,0,JUV,36,17.3,5.1,1.8,4.1,443,0.6,1.8,354,0.8,1.0,811,0.4,1.3,1.7,1.4,1.1,0.0,0.9,1.9
138,Sani Becirovic,0,MIL,20,15.6,5.1,1.4,4.6,297,0.4,1.8,200,2.1,2.4,854,0.4,1.3,1.7,2.6,0.9,0.0,2.0,1.7
139,J.R. Reynolds,0,VAR,12,16.9,5.1,1.7,4.7,357,0.8,2.1,360,1.0,1.5,667,0.3,1.3,1.6,1.8,1.1,0.0,1.8,3.1
140,Claude Marquis,0,JUV,25,12.9,5.1,2.0,3.2,630,0.0,0.0,0,1.0,2.0,510,2.0,1.4,3.4,0.0,0.5,0.2,1.5,2.3
141,Herve Toure,0,ROM,16,15.6,5.0,1.9,4.2,448,0.4,1.6,240,0.9,1.1,824,1.1,3.0,4.1,0.3,0.6,0.5,1.5,2.4
142,Marco Passera,0,VAR,6,16.5,5.0,1.5,3.8,391,0.3,1.3,250,1.7,3.3,500,0.0,1.5,1.5,1.0,1.3,0.0,1.8,2.2
143,Demian Filloy,0,MON,28,14.0,5.0,1.8,4.1,440,1.0,2.6,370,0.4,0.6,647,1.1,1.6,2.7,0.4,1.0,0.3,0.8,2.1
144,Rodrigo De La Fuente,0,ROM,16,11.9,4.8,1.8,3.6,500,0.4,1.1,389,0.8,0.9,857,0.3,1.3,1.6,0.2,0.8,0.0,0.8,1.1
145,Mamoutou Diarra,0,AVE,5,19.2,4.8,1.4,2.8,500,0.8,2.0,400,1.2,1.8,667,0.2,0.8,1.0,0.8,0.4,0.2,1.0,1.4
146,Virgil Stanescu,0,TER,25,10.6,4.8,2.0,3.8,521,0.0,0.1,0,0.8,1.1,778,0.7,1.2,1.9,0.4,0.4,0.1,0.7,1.9
147,Oluoma Nnamaka,0,FER,27,23.1,4.7,1.7,4.2,412,0.4,1.5,293,0.8,1.1,677,1.6,2.0,3.6,0.6,1.4,0.6,0.9,2.7
148,Massimo Chessa,0,BEI,23,12.9,4.7,1.4,3.3,434,0.9,2.5,368,0.9,1.0,875,0.3,0.5,0.8,0.6,0.7,0.0,0.7,2.1
149,Antonio Porta,0,AVE,27,19.5,4.7,1.3,3.6,375,0.6,2.0,302,1.4,1.9,760,0.3,1.0,1.3,2.1,1.4,0.0,1.6,1.9
150,Daniele Cinciarini,0,PES,22,14.0,4.6,1.5,3.7,415,0.5,1.5,353,1.0,1.5,688,0.4,1.2,1.5,0.3,0.5,0.0,1.1,2.2
151,Arminas Urbutis,0,CAN,9,16.4,4.6,1.7,3.3,500,0.0,0.0,0,1.2,1.4,846,0.9,1.9,2.8,0.2,0.9,0.0,1.2,2.8
152,Dominique Coleman,0,BEI,4,17.0,4.5,2.0,4.8,421,0.5,1.5,333,0.0,0.0,0,1.0,1.0,2.0,0.8,0.5,0.3,1.8,2.5
153,Simone Flamini,0,PES,28,18.6,4.5,1.5,3.1,483,1.2,2.6,458,0.3,0.6,563,0.6,1.8,2.4,0.5,1.2,0.1,0.9,2.0
154,Gigi Datome,0,ROM,19,15.1,4.3,1.4,5.1,281,0.8,2.7,294,0.7,0.8,813,0.4,2.4,2.8,0.6,0.8,0.2,1.1,1.6
155,Patricio Prato,0,BOL,23,16.3,4.3,1.6,4.3,364,0.3,1.7,179,0.9,1.1,769,0.3,1.3,1.7,0.6,1.0,0.0,2.1,2.1
