#,Player,MVP,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
19,JaJuan Johnson,0,PIS,35,30.5,14.7,6.3,13.3,475,0.1,0.4,200,1.9,2.7,695,1.8,4.7,6.5,0.7,0.7,1.4,1.7,1.9
20,Kaloyan Ivanov,0,AVE,27,31.2,14.6,5.0,10.2,491,0.7,2.2,317,3.7,5.4,692,3.4,5.7,9.1,2.0,0.7,0.3,2.4,2.2
21,Keith Haynes,0,SANA,34,32.6,14.6,4.6,11.2,407,2.0,5.4,368,3.5,4.3,808,0.4,1.7,2.1,4.2,1.1,0.2,2.4,2.3
22,Kyle Gibson,0,PIS,35,32.6,14.5,4.2,11.1,381,2.2,5.9,369,3.3,3.8,872,0.4,2.2,2.6,1.6,0.2,0.1,1.7,2.5
23,Cameron Moore,0,JUV,12,24.9,14.4,6.0,10.3,585,0.2,0.3,500,2.1,3.4,610,2.5,4.4,6.9,0.3,0.3,0.5,1.2,1.3
24,Donell Taylor,0,VEN,27,30.9,14.4,5.7,13.4,428,1.4,5.1,283,1.4,1.6,905,0.8,2.8,3.6,2.2,1.2,0.1,3.2,2.4
25,Phil Goss,0,ROM,37,30.6,14.4,5.0,10.5,474,1.6,4.0,415,2.6,2.9,907,0.6,2.2,2.9,2.7,1.3,0.1,2.4,3.2
26,Jeff Brooks,0,JUV,31,31.5,14.4,5.5,10.2,544,0.6,1.4,452,2.5,3.4,752,2.1,4.5,6.6,1.5,1.5,0.5,1.5,2.2
27,Daniel Hackett,0,SANA,9,31.3,14.3,4.9,8.9,550,1.3,3.0,444,1.9,2.4,773,0.8,4.4,5.2,5.6,1.8,0.1,3.3,2.1
28,O.D. Anosike,0,PES,31,35.2,14.3,5.5,9.6,574,0.0,0.1,0,3.3,5.8,558,4.8,8.4,13.2,0.5,1.2,0.5,2.3,2.5
29,Mardy Collins,0,MON,7,29.6,14.3,5.3,12.1,435,1.0,3.1,318,2.4,3.1,773,0.9,3.6,4.4,3.0,0.6,0.4,3.4,3.3
30,Kee-Kee Clark,0,VAR,23,31.1,13.3,4.7,10.4,450,2.5,6.5,380,1.2,1.5,800,0.5,1.5,2.0,3.1,0.6,0.0,1.5,2.6
31,Aubrey Coleman,0,VAR,5,28.4,12.6,4.8,12.4,387,0.2,3.0,67,2.8,3.8,737,1.4,2.0,3.4,1.6,1.6,0.0,2.4,3.2
32,Andrea Cinciarini,0,REG,33,31.2,12.4,4.6,9.5,484,0.5,1.7,327,2.5,3.4,732,0.8,4.1,4.9,6.1,1.5,0.1,2.7,2.5
33,Alessandro Gentile,0,MIL,44,24.4,12.2,4.3,8.8,495,1.0,2.6,368,2.4,3.2,759,0.8,3.0,3.7,2.7,0.8,0.2,2.2,2.5
34,Chris Roberts,0,JUV,31,29.7,12.0,4.3,9.7,444,1.3,3.8,342,1.9,2.7,702,0.7,2.3,3.1,1.3,1.4,0.3,2.0,2.1
35,Jimmy Baron,0,ROM,38,24.6,11.8,3.5,7.9,445,2.0,5.2,379,2.5,2.6,960,0.4,1.9,2.3,1.3,0.3,0.0,0.9,2.2
36,Ndudi Ebi,0,BOL,12,31.0,11.8,5.3,10.4,512,0.3,1.2,214,0.9,1.6,579,2.2,5.5,7.7,0.6,0.8,1.8,1.8,3.3
37,Delroy James,0,NBB,33,29.5,11.8,4.3,9.1,472,1.0,3.5,289,1.8,2.5,711,2.2,5.6,7.8,1.3,1.3,1.2,1.8,2.6
38,Ebi Ere,0,VAR,30,31.1,11.8,4.3,10.0,428,1.9,4.8,386,1.2,1.6,755,1.2,3.0,4.2,1.9,0.9,0.2,2.2,2.5
39,Casper Ware,0,BOL,22,31.0,11.7,3.9,10.6,363,1.3,4.8,264,2.4,3.7,654,0.6,2.0,2.7,2.2,1.0,0.2,2.3,2.7
40,Troy Bell,0,REG,35,23.4,11.6,4.0,9.2,439,1.3,3.7,351,2.1,2.4,871,0.8,2.5,3.4,1.2,1.0,0.1,1.6,2.1
41,Perry Petty,0,PES,14,26.5,11.4,4.0,10.2,392,0.9,3.4,255,2.6,3.4,750,0.9,2.9,3.8,3.1,1.2,0.1,3.0,2.7
42,Quinton Hosley,0,ROM,38,30.5,11.4,4.0,10.6,377,1.0,4.0,248,2.2,2.9,750,1.6,2.9,4.6,2.7,2.0,0.5,2.7,2.9
43,Bobby Jones,0,ROM,31,28.0,11.4,3.9,7.7,504,1.1,2.7,405,2.5,3.3,738,1.3,3.3,4.5,1.2,1.2,0.3,1.8,3.0
44,Rimantas Kaukenas,0,REG,26,25.4,11.3,4.0,9.1,436,1.1,2.6,412,2.3,2.7,831,0.6,1.3,2.0,2.2,0.8,0.1,2.3,2.9
45,Jordan Taylor,0,ROM,16,27.4,11.2,3.9,9.4,420,1.0,3.8,262,2.2,2.9,745,0.6,2.1,2.7,3.9,1.2,0.0,2.0,2.6
46,Hrvoje Peric,0,VEN,29,22.6,11.2,4.6,8.4,547,0.5,1.3,385,1.4,1.9,759,1.6,3.0,4.7,1.2,0.3,0.8,1.8,2.9
47,Daniele Cavaliero,0,AVE,30,29.1,11.1,3.6,8.3,428,2.0,5.2,382,1.7,2.1,781,0.4,1.9,2.3,3.9,0.5,0.0,2.5,3.0
48,Jamie Skeen,0,MON,24,23.4,11.1,4.6,8.5,544,0.8,2.3,345,1.1,1.8,591,1.9,2.4,4.3,0.8,0.8,0.2,1.8,1.5
49,Samardo Samuels,0,MIL,40,23.7,11.1,4.4,7.9,551,0.2,0.5,333,2.3,3.4,674,1.9,3.7,5.6,1.0,0.4,0.6,2.2,2.5
50,Sasha Vujacic,0,VEN,5,27.6,11.0,3.2,8.8,364,1.2,4.4,273,3.4,4.2,810,1.2,2.8,4.0,2.4,1.2,0.2,1.6,2.8
51,Deron Washington,0,PIS,35,30.1,10.9,3.5,8.7,409,1.0,3.0,330,2.7,4.2,635,1.4,4.8,6.2,1.3,1.1,0.2,1.8,3.6
52,Josh Carter,0,SANA,46,26.9,10.8,3.3,7.7,427,2.2,5.5,404,1.6,2.0,815,0.8,2.3,3.2,1.4,0.6,0.3,1.2,2.4
53,Erick Green,0,SANA,45,21.1,10.8,4.1,8.2,504,0.8,2.2,340,1.7,2.0,833,0.2,1.3,1.5,1.1,0.5,0.1,0.9,1.9
54,Trevor Mbakwe,0,ROM,37,28.2,10.6,3.9,6.7,591,0.0,0.0,1.00,2.7,3.5,771,3.5,6.5,10.1,0.5,0.6,1.5,2.4,3.1
55,Omar Thomas,0,SAS,39,25.2,10.6,3.9,8.5,467,0.9,2.5,343,1.7,2.1,783,2.1,2.3,4.5,0.9,1.3,0.2,1.3,2.2
56,Willie Warren,0,BOL,8,33.1,10.6,3.9,8.4,463,0.6,2.1,294,2.3,3.0,750,0.3,3.8,4.0,4.5,1.0,0.0,3.8,2.6
57,Ron Lewis,0,NBB,33,27.5,10.5,3.5,8.8,394,1.4,4.5,313,1.9,2.5,780,0.8,2.5,3.3,1.2,0.6,0.0,1.3,1.6
58,Achille Polonara,0,VAR,30,26.6,10.5,3.7,7.9,471,1.4,4.1,336,1.6,2.1,746,1.4,3.4,4.8,1.1,0.7,0.4,1.0,1.6
59,Marc Trasolini,0,PES,31,30.4,10.4,3.9,7.6,517,0.4,1.6,265,1.8,2.2,812,2.7,4.1,6.7,0.4,1.1,0.7,1.1,2.6
60,Frank Hassell,0,VAR,16,23.6,10.4,4.6,7.6,603,0.0,0.0,0,1.3,1.9,667,2.8,3.9,6.6,0.4,0.7,0.9,1.8,2.8
61,Zeljko Sakic,0,MON,30,27.7,10.4,3.2,8.1,389,0.8,2.5,307,3.1,3.9,803,2.3,5.1,7.4,1.3,0.6,0.2,1.8,2.2
62,Jaka Lakovic,0,AVE,28,27.6,10.2,2.7,6.9,387,1.9,5.4,342,2.7,3.0,905,0.4,1.8,2.3,4.0,0.9,0.1,2.6,2.5
63,Taqwa Pinero,0,AVE,14,27.9,10.1,3.6,8.3,431,2.0,5.5,364,0.7,0.8,909,0.6,2.4,2.9,1.6,1.0,0.0,1.6,2.6
64,Luca Vitali,0,VEN,29,28.0,10.1,2.8,7.4,377,0.7,2.5,288,3.7,4.3,857,0.8,2.6,3.3,3.9,0.8,0.0,2.9,2.2
65,Michael Jenkins,0,CAN,33,25.9,10.0,3.4,7.8,440,1.7,4.5,378,0.8,1.0,875,0.5,1.9,2.4,2.1,1.1,0.1,1.8,2.2
66,Josh Mayo,0,ROM,17,25.9,10.0,3.5,7.4,468,1.1,3.2,345,1.9,2.2,868,0.5,1.4,1.9,2.2,0.9,0.1,1.7,2.2
67,Stefano Gentile,0,CAN,31,21.2,9.9,3.2,7.4,437,1.7,4.3,398,1.4,1.5,894,0.3,1.4,1.7,1.7,0.8,0.1,1.5,2.5
68,Ravern Johnson,0,PES,23,23.6,9.8,3.7,8.2,457,1.4,3.9,371,0.8,1.0,750,0.3,1.9,2.2,0.5,0.3,0.3,1.7,3.0
69,Michal Ignerski,0,ROM,4,24.0,9.8,3.5,7.0,500,2.3,4.3,529,0.5,0.5,1.00,0.8,1.5,2.3,1.5,0.5,0.0,1.0,1.3
70,Othello Hunter,0,SANA,42,21.1,9.7,4.2,7.4,567,0.0,0.3,154,1.1,2.0,585,3.0,3.8,6.8,0.7,0.5,0.6,1.0,2.5
71,Stefhon Hannah,0,JUV,19,29.6,9.6,3.4,9.3,364,1.2,4.2,275,1.3,1.8,706,0.5,2.5,3.0,4.2,1.7,0.1,3.4,2.7
72,David Moss,0,MIL,45,26.9,9.4,3.3,6.7,485,1.6,4.1,392,1.0,1.2,855,1.0,3.1,4.1,1.2,0.9,0.2,0.7,2.5
73,Ben Woodside,0,CRE,24,33.3,9.4,3.1,7.3,423,1.2,3.5,333,1.8,2.1,840,0.4,2.5,2.9,3.2,1.5,0.0,1.7,2.4
74,Jarvis Hayes,0,AVE,27,25.7,9.4,3.4,8.0,428,1.3,3.9,346,1.2,1.4,842,0.6,3.0,3.6,0.7,0.5,0.1,1.1,2.2
75,Nate Linhart,0,VEN,30,23.8,9.4,3.6,7.7,468,1.4,3.4,408,0.7,1.1,625,1.4,3.8,5.2,1.1,0.8,0.2,1.1,2.6
76,Sime Spralja,0,CRE,30,20.4,9.4,3.5,6.5,538,1.0,2.5,382,1.3,1.5,870,1.3,3.2,4.5,0.1,0.3,0.4,1.4,2.4
77,Jeremy Richardson,0,AVE,16,25.6,9.2,3.1,6.7,458,1.1,2.8,386,1.4,1.7,815,0.4,3.1,3.5,0.5,0.3,0.1,1.4,2.5
78,Folarin Campbell,0,NBB,33,25.9,9.2,3.2,7.5,423,0.9,2.9,302,1.8,2.5,732,0.8,3.1,3.9,2.1,1.0,0.2,2.6,2.3
79,Drew Gordon,0,SAS,22,18.8,9.0,3.9,6.6,586,0.1,0.2,400,1.2,2.0,605,1.8,3.9,5.7,0.5,0.8,0.5,1.6,2.0
80,Alvin Young,0,PES,17,25.1,8.9,3.5,8.6,404,0.5,2.6,182,1.5,2.4,650,0.8,1.5,2.2,1.6,0.9,0.0,1.7,2.2
81,Jerome Jordan,0,BOL,24,18.6,8.9,3.2,6.2,514,0.0,0.0,0,2.5,3.8,663,1.8,2.1,3.9,0.5,0.4,1.0,1.5,2.7
82,Brian Chase,0,CRE,13,20.4,8.8,3.2,7.6,424,1.8,4.5,414,0.5,0.6,875,0.2,1.5,1.7,0.8,0.5,0.0,1.6,2.1
83,Bernardo Musso,0,PES,31,23.6,8.8,2.5,6.6,383,1.9,5.6,341,1.3,1.6,837,0.8,1.7,2.5,1.1,1.7,0.1,1.5,2.8
84,Edward Daniel,0,PIS,35,26.1,8.7,3.3,6.3,523,0.1,0.1,667,2.1,3.2,643,3.0,4.7,7.6,0.8,0.6,0.9,2.2,3.2
85,Ronald Moore,0,JUV,10,30.8,8.7,3.0,9.2,326,1.2,3.6,333,1.5,1.8,833,1.0,4.1,5.1,4.6,1.1,0.0,2.3,2.4
86,Matt Janning,0,SANA,32,22.8,8.6,3.1,7.7,400,1.3,3.9,325,1.2,1.6,750,0.7,2.4,3.1,2.3,0.8,0.2,1.3,2.3
87,Kim English,0,SANA,5,16.6,8.6,3.6,6.8,529,1.4,3.6,389,0.0,0.2,0,0.2,2.8,3.0,1.4,0.6,0.0,1.0,0.8
88,Curtis Jerrells,0,MIL,46,23.0,8.5,3.0,6.9,428,1.5,4.0,388,0.8,1.2,691,0.3,1.7,2.0,1.8,0.9,0.1,1.5,1.6
89,Linton Johnson,0,SAS,14,23.0,8.4,3.6,7.2,505,0.1,0.7,100,1.0,1.9,538,2.1,3.7,5.9,1.1,1.1,0.7,1.6,2.4
90,Adrian Uter,0,CAN,32,18.2,8.3,3.1,5.5,559,0.0,0.2,200,2.1,3.1,684,1.8,2.8,4.6,1.0,0.7,0.8,1.7,2.8
91,Michele Vitali,0,JUV,30,23.9,8.3,2.8,7.0,398,1.0,3.2,309,1.6,2.3,700,0.8,2.5,3.3,1.0,0.7,0.0,0.9,1.4
92,Brock Motum,0,BOL,25,22.8,8.3,3.0,6.7,452,0.8,2.5,302,1.3,1.8,727,1.2,2.0,3.3,0.6,0.6,0.1,1.1,1.9
93,Terrell Stoglin,0,VAR,5,16.2,8.0,2.8,7.0,400,1.2,3.4,353,1.2,1.4,857,0.6,1.4,2.0,1.6,0.2,0.0,2.0,1.2
94,Curtis Kelly,0,CRE,30,21.0,7.9,3.7,6.0,613,0.0,0.1,0,0.5,1.5,364,1.7,3.0,4.7,0.5,0.5,0.9,2.0,2.1
95,Miroslav Todic,0,NBB,32,19.2,7.9,3.0,6.3,475,0.7,2.5,275,1.1,1.5,766,1.2,3.5,4.7,0.7,0.3,0.2,1.3,2.9
96,Tony Easley,0,VEN,15,20.0,7.8,3.5,4.6,768,0.0,0.0,0,0.7,1.5,500,1.8,2.3,4.1,0.8,0.7,0.4,1.5,2.1
97,Travis Diener,0,SAS,36,23.8,7.7,2.6,6.6,390,1.1,3.6,310,1.1,1.4,820,0.4,1.7,2.0,5.2,0.6,0.0,1.2,1.2
98,Linton Johnson,0,VAR,13,25.8,7.7,3.2,7.0,451,0.2,1.0,154,1.2,1.6,762,2.8,4.9,7.8,0.8,0.6,1.2,2.4,3.5
99,Daniel Hackett,0,MIL,35,23.9,7.7,2.7,6.5,410,0.6,1.7,333,1.7,2.5,682,0.5,2.7,3.2,3.0,0.9,0.1,1.7,2.7
100,Michael Snaer,0,NBB,30,25.3,7.6,2.6,6.9,380,1.1,3.4,320,1.0,1.2,857,0.5,1.8,2.3,1.2,0.9,0.2,1.3,1.6
101,Andrea Pecile,0,PES,29,21.1,7.3,2.0,4.8,421,0.5,1.7,313,2.6,3.4,776,0.5,1.3,1.8,1.8,0.3,0.0,1.8,1.6
102,Ojars Silins,0,REG,35,24.2,7.3,2.7,5.6,477,1.4,3.6,392,0.5,0.7,783,0.5,1.9,2.4,0.6,0.6,0.9,0.6,2.9
103,Leemire Goldwire,0,AVE,6,21.0,7.3,2.3,7.3,318,1.5,5.5,273,1.2,1.7,700,0.3,1.8,2.2,3.0,1.2,0.0,2.0,3.7
104,Alade Aminu,0,NBB,12,18.3,7.3,3.4,6.4,532,0.0,0.1,0,0.5,0.8,600,1.2,2.5,3.7,0.8,0.4,0.3,1.4,2.1
105,Tony Easley,0,JUV,15,19.9,7.2,2.9,4.7,629,0.0,0.0,0,1.3,1.9,690,2.3,3.3,5.6,0.5,0.3,0.7,1.7,1.8
106,Dusan Sakota,0,VAR,27,15.0,7.2,2.2,4.7,472,1.2,3.0,402,0.9,1.0,893,0.4,1.1,1.6,0.7,0.1,0.2,0.6,2.0
107,Maarty Leunen,0,CAN,33,31.0,7.2,2.2,5.5,398,1.4,3.7,388,1.1,1.3,814,1.2,4.0,5.2,2.8,0.6,0.2,1.2,2.1
108,Marques Green,0,SAS,38,24.9,7.1,2.1,5.2,397,1.5,3.9,383,1.0,1.1,950,0.3,2.1,2.4,4.3,1.7,0.0,2.1,1.9
109,Taylor Rochestie,0,SANA,13,18.8,7.1,2.5,5.3,464,0.5,2.1,222,1.2,1.3,941,0.3,1.3,1.6,3.0,0.5,0.0,1.6,1.7
110,Andrea De Nicolao,0,VAR,30,21.6,7.0,2.5,5.9,421,1.0,2.7,375,0.9,1.1,844,0.6,1.8,2.4,2.5,0.9,0.0,1.5,2.9
111,Nicolo Melli,0,MIL,47,21.2,6.9,2.6,5.4,476,0.9,2.4,372,0.8,1.1,750,1.4,3.5,4.9,0.8,0.7,0.6,0.8,2.8
112,Valerio Mazzola,0,MON,29,22.1,6.9,2.9,5.3,542,0.2,1.0,250,0.9,1.2,694,2.0,3.6,5.6,0.3,0.5,0.3,1.1,3.1
113,Luca Campani,0,MON,28,15.1,6.9,2.5,4.9,507,0.2,0.6,333,1.6,2.1,780,1.8,1.8,3.5,0.3,0.4,0.4,0.5,1.3
114,Carleton Scott,0,JUV,31,16.1,6.8,2.5,5.6,434,0.7,2.7,271,1.1,1.4,767,0.6,3.3,3.9,0.5,1.1,0.6,0.8,2.0
115,Viktor C. Gaddefors,0,BOL,30,22.9,6.8,2.6,5.0,517,0.7,2.2,328,0.8,1.2,649,0.5,2.9,3.3,1.4,1.0,0.4,1.6,2.4
116,Nemanja Mitrovic,0,MON,29,19.8,6.8,2.4,6.0,408,1.7,4.4,394,0.2,0.2,833,0.7,1.7,2.4,0.7,0.2,0.0,1.0,1.2
117,Marco Cusin,0,CAN,25,22.7,6.7,2.8,4.7,585,0.0,0.0,0,1.2,1.6,732,1.2,4.3,5.6,0.9,0.6,1.2,1.2,2.6
118,Greg Brunner,0,REG,28,19.0,6.7,2.7,5.2,514,0.5,1.6,295,0.6,1.2,545,2.0,2.8,4.8,1.3,0.8,0.6,1.3,2.7
119,Uros Tripkovic,0,CRE,6,17.3,6.7,0.7,2.7,250,1.7,4.0,417,1.3,1.3,1.00,0.0,2.2,2.2,0.8,0.2,0.0,1.7,2.5
120,Gani Lawal,0,MIL,43,13.2,6.6,2.7,4.5,605,0.0,0.0,0,1.1,2.0,535,1.9,2.2,4.1,0.0,0.4,0.6,1.4,2.3
121,Marco Mordente,0,JUV,31,26.8,6.5,2.0,6.4,318,0.8,3.0,269,1.4,1.7,815,0.5,1.9,2.3,2.2,0.9,0.0,1.9,2.6
122,Szymon Szewczyk,0,ROM,17,14.1,6.4,2.4,5.1,460,1.0,2.6,386,0.6,0.8,846,0.6,1.8,2.4,0.5,0.5,0.1,0.9,1.6
123,Spencer Nelson,0,SANA,42,20.7,6.3,2.4,5.0,478,0.5,1.8,307,1.0,1.3,774,1.9,2.5,4.4,1.5,0.4,0.1,1.2,2.0
124,Jeff Viggiano,0,SANA,47,16.9,6.3,2.2,4.8,463,1.0,2.7,376,0.6,1.0,667,0.5,1.8,2.3,0.6,0.4,0.2,0.7,2.4
125,Shawn King,0,BOL,27,20.7,6.0,2.7,4.6,592,0.0,0.0,0,0.6,0.9,625,2.3,3.5,5.8,1.0,0.5,1.3,1.7,3.3
126,Riccardo Cortese,0,PIS,35,22.9,5.9,2.0,5.3,369,1.0,3.3,299,0.7,0.9,742,0.4,3.1,3.5,0.8,0.8,0.3,1.1,2.6
127,Jakub Kudlacek,0,MON,11,22.5,5.9,2.1,5.5,377,0.2,1.5,118,1.5,2.3,680,0.3,1.4,1.6,1.7,0.8,0.0,1.5,1.1
128,Donatas Zavackas,0,CRE,16,23.6,5.9,1.6,3.8,426,1.0,2.6,390,1.6,1.8,929,1.1,3.1,4.2,0.7,0.3,0.1,1.3,2.2
129,Riccardo Cervi,0,REG,34,16.2,5.8,2.5,3.1,785,0.0,0.0,0,0.9,1.1,763,2.0,2.1,4.1,0.0,0.4,1.2,0.8,2.0
130,Coby Karl,0,REG,8,21.5,5.8,2.1,5.5,386,0.1,2.1,59,1.4,2.4,579,0.5,2.3,2.8,0.6,0.5,0.3,1.6,3.4
131,Andrea Crosariol,0,VEN,12,16.3,5.8,2.4,3.7,659,0.0,0.0,0,0.9,1.7,550,0.8,2.3,3.0,0.4,0.3,0.7,2.0,2.2
132,Andrea Michelori,0,JUV,30,15.3,5.7,2.0,3.3,590,0.0,0.0,0,1.8,2.5,711,2.3,1.5,3.7,0.4,0.4,0.1,1.0,2.0
133,Massimo Bulleri,0,NBB,16,13.4,5.6,1.8,3.9,468,0.8,2.0,375,0.9,0.9,933,0.3,0.9,1.2,0.8,0.8,0.0,1.1,2.3
134,Dimitri Lauwers,0,MON,30,20.2,5.6,1.6,4.2,381,1.1,3.0,374,1.2,1.3,921,1.1,1.3,2.4,2.1,0.5,0.0,1.4,2.7
135,Michael Umeh,0,NBB,6,15.7,5.5,1.7,4.7,357,0.5,2.5,200,1.7,1.8,909,0.3,1.7,2.0,1.2,0.2,0.2,1.2,2.0
136,Klaudio Ndoja,0,CRE,28,23.5,5.5,1.7,4.1,417,0.8,2.3,354,1.1,1.3,811,1.6,3.1,4.8,0.4,0.6,0.2,0.7,1.3
137,Brian Sacchetti,0,SAS,39,13.3,5.5,1.8,3.6,496,0.8,2.1,375,1.1,1.1,953,0.5,1.5,1.9,0.6,0.6,0.0,0.7,1.6
138,Tomas Ress,0,SANA,47,21.5,5.3,1.7,3.8,438,0.9,2.4,387,0.9,1.1,778,0.6,2.8,3.4,0.6,0.6,0.9,0.6,1.5
139,Je'Kel Foster,0,AVE,12,18.3,5.3,1.8,6.3,280,0.8,2.9,257,1.1,1.3,867,0.4,1.8,2.2,0.5,1.2,0.0,0.5,1.6
140,Marko Scekic,0,VAR,29,14.8,5.1,2.0,3.4,590,0.0,0.0,0,1.0,1.6,667,1.4,1.9,3.3,0.4,0.5,0.1,0.8,2.1
141,Aaron Johnson,0,VEN,10,17.0,5.1,1.9,4.5,422,0.5,1.7,294,0.8,1.2,667,0.3,1.5,1.8,3.6,0.7,0.0,1.9,1.5
142,Halil Kanacevic,0,ROM,11,15.0,5.1,1.9,3.2,600,0.5,0.9,500,0.8,1.1,750,0.6,2.6,3.3,0.7,0.5,0.5,0.6,2.6
143,Kieron Achara,0,AVE,6,14.3,5.0,1.7,3.2,526,0.2,0.7,250,1.5,1.7,900,1.5,1.8,3.3,0.3,0.2,0.2,1.3,2.0
144,Ernests Kalve,0,CRE,13,15.2,4.9,1.8,3.4,523,0.5,1.8,261,0.8,1.0,769,0.8,1.0,1.8,0.2,0.3,0.2,0.8,2.9
145,Michele Antonutti,0,REG,34,14.2,4.9,1.7,2.9,590,0.9,1.9,469,0.4,0.5,882,0.1,1.7,1.8,0.2,0.4,0.1,0.5,1.5
146,Keith Haynes,0,MIL,11,14.3,4.5,1.1,3.6,300,0.8,2.5,333,0.5,0.5,833,0.1,0.5,0.6,1.0,0.5,0.1,0.5,1.4
147,Jacopo Giachetti,0,VEN,23,16.1,4.4,1.3,3.7,365,0.7,1.7,421,1.0,1.2,889,0.2,1.0,1.2,1.4,0.6,0.0,1.3,2.0
148,Guido Rosselli,0,VEN,19,20.6,4.3,1.6,3.4,484,0.4,1.4,308,0.6,0.8,750,0.5,2.1,2.6,2.3,0.7,0.3,1.8,2.5
149,Benjamin Ortner,0,SANA,47,14.0,4.3,1.7,3.4,506,0.0,0.1,0,0.8,1.2,691,1.6,2.0,3.6,0.6,0.5,0.3,1.1,2.0
150,Angelo Gigli,0,REG,12,14.8,4.2,1.7,2.5,667,0.1,0.2,500,0.8,1.0,750,1.5,2.6,4.1,0.6,0.4,0.3,1.4,2.0
151,Amedeo Tessitori,0,SAS,16,9.2,4.1,1.8,3.5,518,0.0,0.1,0,0.5,0.9,571,1.1,0.9,2.0,0.3,0.1,0.4,1.1,2.4
152,David Cournooh,0,SANA,41,13.0,4.0,1.4,3.7,386,0.6,1.9,291,0.6,0.9,714,0.4,1.0,1.4,0.7,0.3,0.1,0.8,1.3
153,Alessandro Amici,0,PES,16,19.7,4.0,1.4,3.6,397,0.2,1.4,130,0.9,1.3,714,0.9,1.9,2.8,1.1,0.4,0.1,1.6,2.4
154,Benjamin Eze,0,SAS,20,12.3,3.8,1.8,3.7,493,0.0,0.0,0,0.2,0.3,667,0.6,2.2,2.8,0.2,0.2,0.7,0.6,1.7
155,Kristjan Kangur,0,MIL,37,14.8,3.7,1.3,3.7,350,0.8,2.6,323,0.1,0.2,667,0.8,1.8,2.5,0.6,0.4,0.1,0.5,1.8
156,Ariel Filloy,0,REG,35,13.9,3.7,1.1,3.6,317,0.9,2.5,337,0.4,0.4,867,0.2,1.3,1.5,1.2,0.5,0.0,0.7,1.9
