#,Player,MVP,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
22,Diante Garrett,0,TOR,29,29.1,13.7,5.2,12.5,416,1.3,4.0,330,1.9,2.6,747,0.9,2.2,3.0,5.3,1.3,0.1,2.4,1.8
23,Julian Wright,0,REG,26,25.0,13.6,5.8,11.2,517,0.5,1.6,286,1.5,2.5,606,2.1,4.0,6.1,2.4,1.1,0.4,1.8,1.8
24,Lamar Patterson,0,TOR,18,27.6,13.4,4.9,10.4,471,1.1,3.3,339,2.5,3.1,804,1.0,3.6,4.6,3.2,1.3,0.0,2.0,2.9
25,Justin Edwards,0,ORL,8,29.0,13.4,5.1,10.4,494,0.9,3.3,269,2.3,3.1,720,1.4,4.4,5.8,3.3,1.9,0.4,3.0,2.8
26,Kelvin Martin,0,CRE,33,28.3,13.2,5.1,10.2,501,1.2,2.9,392,1.8,2.5,732,1.5,3.9,5.4,1.5,1.7,0.4,1.9,2.8
27,Dominique Sutton,0,TREN,44,27.7,13.2,5.2,9.9,524,0.5,2.2,250,2.2,3.9,561,2.3,4.8,7.1,1.7,1.5,0.3,2.8,3.0
28,Nic Moore,0,NBB,20,25.5,13.0,4.2,10.6,392,1.8,5.3,333,3.0,3.3,894,0.5,2.3,2.7,3.8,1.1,0.0,1.8,3.2
29,Trevor Mbakwe,0,TOR,25,25.0,12.8,4.8,6.9,699,0.0,0.1,500,3.0,4.2,731,3.1,4.3,7.4,0.6,0.6,0.7,1.5,2.8
30,Austin Daye,0,VEN,20,22.0,12.8,4.5,8.7,520,1.8,3.6,500,2.0,2.5,780,0.7,5.5,6.2,1.6,0.7,0.6,1.9,3.3
31,Sasha Vujacic,0,TOR,27,28.8,12.6,4.0,10.9,369,2.4,6.3,380,2.1,2.4,891,0.8,2.9,3.7,2.3,1.3,0.0,1.6,2.3
32,Aleksa Avramovic,0,VAR,33,22.7,12.6,4.4,9.9,439,1.2,4.1,299,2.6,3.3,798,0.4,2.7,3.1,2.2,1.2,0.1,1.6,2.2
33,Taylor Braun,0,PES,6,36.8,12.5,4.2,9.5,439,1.5,4.2,360,2.7,3.7,727,0.8,5.2,6.0,1.7,2.0,0.2,2.0,2.0
34,Michele Vitali,0,BRE,37,29.7,12.4,4.3,9.6,448,1.8,4.9,366,2.0,3.1,640,0.7,2.9,3.6,2.1,1.2,0.1,1.3,2.3
35,Adam Terrell,0,ORL,7,31.0,12.4,4.6,11.7,390,2.0,5.1,389,1.3,1.9,692,0.4,2.3,2.7,3.1,0.6,0.0,2.1,2.3
36,Chane Behanan,0,TREN,9,22.3,12.3,4.9,9.3,524,0.2,0.7,333,2.3,3.8,618,2.1,3.3,5.4,1.3,0.7,0.3,2.0,1.8
37,Bryce Cotton,0,BRE,11,23.0,12.3,4.3,10.5,405,1.3,4.1,311,2.5,2.6,931,0.5,1.6,2.2,1.9,0.6,0.0,1.2,1.1
38,Patrik Auda,0,AVE,4,17.8,12.3,4.8,7.0,679,0.0,0.0,0,2.8,3.5,786,1.0,1.5,2.5,0.0,0.5,0.3,2.8,3.0
39,Charles Thomas,0,CAN,30,20.8,12.2,4.0,9.1,441,0.9,2.6,338,3.3,3.9,839,1.6,2.6,4.2,1.2,0.4,0.4,1.5,3.3
40,Tautvydas Lydeka,0,NBB,11,23.6,12.1,4.8,7.0,688,0.0,0.0,0,2.5,3.6,675,3.1,4.0,7.1,0.5,0.6,0.3,0.6,2.3
41,Donta Smith,0,NBB,22,31.5,12.0,4.6,8.9,520,0.9,2.6,345,1.9,2.6,719,0.8,4.7,5.5,3.7,1.4,0.4,2.7,2.5
42,Dez Wells,0,AVE,31,22.6,11.7,4.5,8.2,543,0.7,1.8,393,2.1,2.7,786,0.5,2.5,3.0,1.7,0.8,0.3,1.9,2.1
43,Vladimir Micov,0,MIL,39,27.2,11.6,4.2,9.3,453,1.6,4.6,360,1.6,1.9,827,0.3,3.2,3.5,2.5,0.9,0.0,1.3,2.0
44,Valerii Likhodei,0,ORL,10,28.7,11.6,4.0,8.8,455,1.8,4.3,419,1.8,1.9,947,1.5,2.7,4.2,1.5,0.8,0.6,1.1,2.4
45,Dominique Johnson,0,VEN,23,26.4,11.6,3.8,9.4,406,2.1,5.5,378,1.8,2.2,824,0.5,2.3,2.8,2.7,0.8,0.0,1.2,2.4
46,Dejan Ivanov,0,PIS,22,26.3,11.5,4.3,8.5,505,0.8,2.5,327,2.1,3.9,535,2.3,3.5,5.8,1.7,0.4,0.0,2.3,3.0
47,Jeremy Chappell,0,CAN,33,31.4,11.5,4.5,9.9,450,1.2,3.8,307,1.4,1.8,810,1.2,4.6,5.8,2.5,1.6,0.5,2.1,3.2
48,Hrvoje Peric,0,VEN,36,21.6,11.5,4.4,8.7,508,0.5,1.7,311,2.1,3.2,664,1.3,3.8,5.1,1.6,0.7,0.4,1.6,2.7
49,Scott Suggs,0,NBB,30,28.0,11.4,4.5,10.2,440,1.3,4.2,312,1.1,1.6,723,0.7,2.3,3.0,1.4,0.8,0.2,1.4,2.4
50,Tay Waller,0,VAR,11,28.5,11.4,4.4,11.9,366,2.1,6.3,333,0.5,0.9,600,0.2,3.3,3.5,1.6,0.9,0.0,1.3,3.5
51,Henry Sims,0,CRE,33,22.4,11.3,4.3,9.0,483,0.1,0.3,200,2.6,3.3,782,1.8,4.7,6.5,0.8,0.6,0.5,1.8,2.3
52,Cameron Wells,0,VAR,23,29.5,11.3,4.3,10.5,415,1.0,2.6,373,1.7,1.9,884,0.3,2.2,2.5,3.5,0.7,0.3,1.6,1.6
53,Vojislav Stojanovic,0,ORL,18,28.2,11.2,4.4,10.0,444,1.1,3.6,297,1.3,2.7,469,1.0,4.1,5.1,4.0,0.5,0.6,2.1,3.0
54,Nick Faust,0,ORL,13,26.6,11.1,4.3,9.6,448,0.7,3.3,209,1.8,2.5,719,1.2,3.3,4.5,2.2,0.6,0.5,1.8,2.8
55,Mitchell Watt,0,VEN,37,20.6,11.1,4.6,7.5,620,0.2,0.5,421,1.6,3.1,509,1.2,3.5,4.7,1.0,0.6,0.7,1.5,3.1
56,Ronald Moore,0,PIS,30,30.6,11.0,4.0,10.5,383,1.8,4.8,368,1.2,1.6,766,0.7,3.1,3.8,5.8,0.9,0.0,2.5,1.5
57,Dario Hunt,0,BRE,32,24.2,11.0,5.0,8.0,621,0.0,0.0,0,1.1,3.1,343,1.8,4.7,6.5,1.0,0.7,1.0,1.8,2.6
58,Jalen Reynolds,0,REG,25,21.8,11.0,4.6,7.7,601,0.0,0.1,0,1.7,2.2,768,2.6,4.2,6.8,0.8,1.0,0.7,1.4,3.1
59,Markus Kennedy,0,PIS,8,23.6,10.9,4.4,8.9,493,0.0,0.1,0,2.1,3.0,708,3.8,5.0,8.8,1.4,0.6,0.4,1.8,2.8
60,Emmanuel Omogbo,0,PES,30,31.1,10.9,3.7,8.3,448,0.5,2.7,200,2.9,4.1,715,2.8,6.1,8.9,1.3,1.7,0.4,2.0,2.8
61,Achille Polonara,0,SAS,30,27.2,10.9,4.0,8.3,488,1.8,4.4,405,1.0,1.7,596,1.5,4.1,5.6,1.6,0.7,0.7,0.9,1.6
62,James White,0,REG,21,28.3,10.9,3.8,7.6,500,1.0,2.4,392,2.3,2.8,814,1.0,3.6,4.6,2.0,1.0,0.1,1.4,2.0
63,Arturas Gudaitis,0,MIL,41,20.1,10.7,3.4,4.9,688,0.0,0.0,0,4.0,5.1,768,3.0,4.0,7.0,0.4,0.4,1.0,1.1,2.9
64,Cat Barber,0,NBB,7,23.3,10.4,4.1,9.9,420,0.9,2.3,375,1.3,2.4,529,0.0,1.0,1.0,2.9,0.3,0.0,2.0,2.6
65,Jordan Theodore,0,MIL,20,26.2,10.4,4.0,9.7,415,0.8,3.0,250,1.7,2.2,750,0.6,2.3,2.9,2.9,1.3,0.0,2.3,2.2
66,Shawn Jones,0,SAS,30,22.1,10.4,4.4,7.7,570,0.0,0.0,0,1.7,2.3,735,2.7,4.3,7.0,1.0,0.6,0.5,1.6,3.2
67,Pablo Bertone,0,PES,28,27.4,10.4,4.2,9.3,452,1.1,3.1,372,0.8,1.2,697,1.2,2.1,3.3,2.0,0.9,0.1,2.2,3.4
68,Manuchar Markoishvili,0,REG,27,28.7,10.3,3.6,9.2,395,2.3,5.7,399,0.8,1.3,618,0.9,2.7,3.6,2.9,0.9,0.0,1.5,2.3
69,Simone Fontecchio,0,CRE,23,23.6,10.2,3.7,8.7,422,1.6,4.2,385,1.3,1.6,806,0.7,2.4,3.1,0.8,0.9,0.4,1.7,2.0
70,Raphael Gaspardo,0,PIS,30,24.7,10.2,3.9,9.0,437,0.9,3.0,292,1.4,2.3,623,1.4,2.1,3.5,0.7,0.5,0.5,0.8,2.5
71,Kyrylo Fesenko,0,AVE,28,20.4,10.1,4.0,6.0,671,0.0,0.0,0,2.1,3.6,574,2.5,4.1,6.6,1.5,0.3,0.7,1.9,2.1
72,Keith Haynes,0,VEN,37,27.1,10.1,3.4,8.1,425,1.8,4.9,372,1.4,1.8,750,0.4,2.1,2.5,3.6,0.6,0.0,1.7,1.9
73,Blaz Mesicek,0,NBB,30,23.6,9.9,3.1,7.1,443,1.2,2.8,417,2.5,3.4,735,0.8,1.6,2.4,1.2,0.6,0.0,1.6,1.7
74,Dustin Hogue,0,TREN,34,25.5,9.9,3.7,6.2,602,0.0,0.1,0,2.4,4.2,585,3.1,3.9,7.0,0.9,1.1,0.1,1.7,3.4
75,Curtis Jerrells,0,MIL,35,23.0,9.9,3.5,8.4,417,2.0,5.3,369,0.9,1.2,721,0.3,1.6,1.9,3.0,0.7,0.0,1.6,1.9
76,Deron Washington,0,TOR,30,26.2,9.8,3.5,7.6,456,0.7,2.5,284,2.2,3.4,647,1.5,4.6,6.1,2.2,1.6,0.0,1.8,3.2
77,Ariel Filloy,0,AVE,33,24.0,9.7,3.4,8.5,401,1.9,5.1,371,1.0,1.4,723,0.4,1.8,2.2,3.2,0.6,0.1,1.9,2.2
78,Betinho Gomes,0,TREN,42,26.8,9.6,3.2,7.9,411,1.6,4.7,352,1.5,2.1,724,0.9,4.1,5.0,0.8,0.6,0.4,0.9,1.5
79,Lee Moore,0,BRE,32,23.9,9.5,3.4,7.5,456,0.5,2.0,270,2.2,3.0,722,1.4,2.8,4.2,1.4,1.1,0.0,1.4,1.3
80,Tyler Cain,0,VAR,33,27.2,9.5,3.8,5.6,686,0.0,0.0,0,1.8,3.1,584,3.4,5.6,9.1,1.6,0.9,0.7,1.6,2.3
81,Darko Planinic,0,SAS,29,16.5,9.5,3.4,5.5,629,0.0,0.0,0,2.6,3.3,781,1.8,2.6,4.3,0.3,0.3,0.0,1.7,2.6
82,William Hatcher,0,SAS,27,19.9,9.5,3.3,7.9,418,1.6,4.6,355,1.3,1.6,773,0.1,0.9,1.0,2.0,0.8,0.0,1.3,2.5
83,Marcus Slaughter,0,BOL,30,26.6,9.3,3.7,5.5,663,0.0,0.0,0,2.0,3.4,588,2.7,4.3,7.0,1.8,1.2,0.5,2.0,3.1
84,Oliver Lafayette,0,BOL,29,28.7,9.3,3.3,9.1,361,1.6,4.9,331,1.1,1.3,821,0.6,2.6,3.2,3.2,1.6,0.0,1.6,2.2
85,Thomas Scrubb,0,AVE,34,19.5,9.2,3.5,6.4,550,1.3,2.4,530,0.8,1.0,800,1.2,3.2,4.5,1.1,0.8,0.2,0.9,1.3
86,Chris Wright,0,REG,18,25.1,9.1,3.8,9.4,408,0.3,2.1,162,1.1,1.8,594,0.6,3.3,3.9,3.8,0.8,0.1,1.7,2.0
87,Fabio Mian,0,PIS,30,26.5,9.0,2.9,8.8,333,1.8,5.0,356,1.3,1.8,741,0.6,2.1,2.7,1.1,0.7,0.1,1.0,2.7
88,Michael Bramos,0,VEN,27,24.9,8.9,3.1,6.3,491,1.9,4.5,430,0.8,1.2,636,1.1,2.9,4.0,1.5,0.5,0.4,1.1,2.0
89,Michael Umeh,0,BOL,26,21.2,8.9,3.2,7.3,437,1.8,4.3,407,0.7,1.0,731,0.2,1.5,1.7,1.3,0.8,0.2,1.0,1.7
90,Mario Little,0,PES,8,24.4,8.9,3.3,8.8,371,1.3,4.1,303,1.1,1.4,818,0.5,2.6,3.1,1.9,0.9,0.1,2.0,3.5
91,Jakub Wojciechowski,0,ORL,21,21.6,8.9,3.7,7.0,524,0.3,1.8,189,1.2,1.7,694,1.6,4.4,6.0,1.1,0.3,0.4,1.2,2.2
92,Diego Flaccadori,0,TREN,37,21.7,8.8,2.9,7.7,372,1.1,3.5,326,2.0,2.7,737,0.4,1.4,1.7,1.6,1.0,0.1,1.1,1.7
93,Mindaugas Kuzminskas,0,MIL,29,21.3,8.6,3.0,7.4,407,1.3,3.7,349,1.3,1.6,867,0.9,2.5,3.4,1.3,0.6,0.2,1.1,1.5
94,Levi Randolph,0,SAS,16,22.9,8.5,3.4,7.8,432,0.5,2.4,211,1.3,1.3,952,0.9,2.3,3.1,1.9,0.8,0.1,1.8,2.1
95,Eric Maynor,0,ORL,13,28.6,8.5,3.2,8.7,372,1.5,4.6,333,0.5,0.8,600,0.2,2.3,2.5,5.0,0.3,0.0,2.8,2.0
96,Rihards Kuksiks,0,PES,5,22.4,8.4,2.8,8.0,350,2.2,6.6,333,0.6,1.4,429,1.2,2.4,3.6,1.0,1.0,0.0,0.2,2.0
97,Garrett Nevels,0,REG,9,18.1,8.3,3.4,8.4,408,0.9,2.4,364,0.6,0.6,1.00,1.0,2.1,3.1,1.1,0.9,0.1,1.3,2.4
98,Arnoldas Kulboka,0,ORL,29,26.0,8.3,2.6,7.1,366,1.6,4.4,367,1.5,1.9,815,0.3,3.2,3.5,0.7,0.9,0.2,1.4,1.1
99,Milenko Tepic,0,NBB,30,26.3,8.3,3.4,8.1,417,0.6,2.8,200,1.0,1.4,674,0.6,3.0,3.7,2.1,0.8,0.0,1.1,1.7
100,Denis Ikovlev,0,ORL,19,27.8,8.3,3.3,7.8,426,0.9,3.3,290,0.7,1.0,684,0.8,3.4,4.2,1.5,1.0,0.2,1.8,1.7
101,Rok Stipcevic,0,SAS,20,24.5,8.3,2.6,5.9,444,1.5,3.8,387,1.6,1.8,914,0.3,1.8,2.1,4.5,1.1,0.1,1.6,1.8
102,Siim-Sander Vene,0,VAR,20,24.9,8.3,3.0,6.5,465,1.2,3.1,393,1.1,1.2,913,1.2,2.8,3.9,2.6,1.0,0.2,1.2,2.3
103,Engin Atsur,0,ORL,29,26.5,8.2,3.0,6.9,437,1.3,4.0,333,0.8,1.2,667,0.5,2.0,2.6,3.2,0.7,0.0,1.9,2.2
104,Duda Sanadze,0,PIS,7,23.0,8.1,2.4,7.3,333,0.9,3.1,273,2.4,2.7,895,0.6,2.0,2.6,0.3,0.7,0.1,2.0,3.6
105,Landon Milbourne,0,CRE,32,20.7,8.1,3.3,7.2,457,0.5,1.7,302,1.1,1.4,739,0.9,1.9,2.8,0.6,0.4,0.5,1.1,2.8
106,Ojars Silins,0,TREN,43,24.0,8.1,2.8,6.6,418,1.8,4.8,374,0.8,0.9,846,0.5,1.6,2.2,0.4,0.5,0.6,0.3,2.0
107,Toto Forray,0,TREN,44,24.2,8.1,2.8,6.7,425,0.7,2.3,307,1.7,2.1,806,0.9,2.5,3.3,3.0,1.3,0.1,1.4,2.7
108,Bruno Fitipaldo,0,AVE,27,20.4,8.0,2.9,6.1,482,1.4,3.4,409,0.7,0.9,760,0.1,1.2,1.3,2.9,0.7,0.0,1.5,2.2
109,Andrea Crosariol,0,CAN,22,22.5,8.0,3.7,5.5,664,0.0,0.0,0,0.6,1.1,542,1.2,2.5,3.8,1.5,0.2,1.0,1.4,2.9
110,Dyshawn Pierre,0,SAS,29,23.0,7.9,2.9,5.6,516,0.7,1.9,370,1.5,1.9,800,1.2,2.8,4.1,1.1,0.5,0.3,0.8,1.8
111,Luca Vitali,0,BRE,37,29.2,7.9,2.4,6.6,362,1.3,3.6,363,1.8,2.1,868,0.6,2.4,3.0,5.6,1.0,0.1,2.2,2.7
112,Jorge Gutierrez,0,TREN,36,20.4,7.9,2.9,7.5,390,0.5,1.8,286,1.6,2.2,700,0.6,2.4,3.0,2.4,1.4,0.1,1.8,2.9
113,Brian Randle,0,NBB,7,25.0,7.9,3.3,7.1,460,0.1,0.4,333,1.1,2.4,471,2.1,3.4,5.6,1.7,1.0,0.7,2.3,3.9
114,Kaleb Tarczewski,0,MIL,30,18.4,7.8,2.8,4.0,686,0.0,0.0,1.00,2.2,2.8,807,2.4,4.1,6.5,0.3,0.4,0.7,1.2,2.9
115,David Moss,0,BRE,33,23.6,7.6,3.0,6.2,483,0.8,2.3,347,0.8,1.0,875,0.7,2.5,3.2,2.0,1.4,0.2,1.1,2.4
116,"Kenny Lawson, Jr.",0,BOL,30,15.0,7.6,3.0,6.1,497,0.6,1.9,333,0.9,1.6,596,1.3,1.9,3.2,0.3,0.2,0.3,0.9,1.7
117,Dairis Bertans,0,MIL,41,18.3,7.6,2.4,5.5,438,1.6,3.6,432,1.2,1.5,836,0.1,0.8,0.9,1.1,0.4,0.0,1.0,2.3
118,Tyler Larson,0,VAR,17,23.2,7.5,2.8,7.5,370,1.4,4.0,338,0.6,0.9,625,0.5,2.5,3.1,3.3,0.8,0.1,1.6,2.1
119,Luca Campani,0,ORL,13,15.4,7.5,2.7,4.5,593,0.1,0.5,167,2.0,2.9,684,1.6,1.0,2.6,0.4,0.2,0.3,0.5,2.0
120,Drake Diener,0,CRE,31,19.6,7.4,2.6,5.6,460,1.5,3.6,398,0.7,0.8,958,0.8,1.7,2.6,1.4,0.5,0.1,0.8,1.4
121,Andre Jones,0,TOR,25,15.6,7.2,2.8,5.4,519,1.2,2.4,483,0.5,0.7,706,0.4,1.2,1.6,0.7,0.4,0.1,1.0,1.1
122,Marco Giuri,0,NBB,28,22.4,7.2,2.8,7.4,377,1.4,4.1,330,0.3,0.5,467,0.4,2.3,2.7,2.3,0.6,0.1,1.8,2.3
123,Maarty Leunen,0,AVE,34,28.5,7.1,2.6,5.2,500,1.1,3.0,379,0.8,1.0,771,0.9,5.3,6.2,3.8,0.7,0.1,1.8,2.0
124,Pedro Llompart,0,REG,13,23.6,7.1,1.7,4.0,423,1.3,2.5,531,2.4,2.7,886,0.1,1.5,1.6,4.4,0.8,0.0,1.5,2.2
125,Perry Ellis,0,CAN,14,20.0,7.1,2.9,6.6,446,0.4,1.2,294,0.9,1.6,522,2.7,2.1,4.9,0.6,0.6,0.1,1.1,1.4
126,Riccardo Cervi,0,REG,16,15.7,7.0,2.9,4.2,701,0.0,0.0,0,1.1,1.3,857,1.4,1.6,2.9,0.2,0.2,0.8,1.8,2.6
127,Mirza Alibegovic,0,ORL,19,19.5,7.0,2.1,5.9,345,1.4,4.0,342,1.5,1.9,806,0.5,1.6,2.1,0.9,0.3,0.1,0.6,2.2
128,Andrea Cinciarini,0,MIL,43,18.8,6.9,2.6,5.0,521,0.6,1.4,443,1.1,1.3,810,0.7,2.1,2.8,2.8,0.7,0.1,1.2,2.0
129,Norvel Pelle,0,TOR,10,13.2,6.8,2.6,4.3,605,0.0,0.0,0,1.6,2.4,667,2.1,1.9,4.0,0.1,0.3,0.8,0.7,3.1
130,Marco Ceron,0,PES,29,23.1,6.8,2.2,6.8,320,0.9,3.9,241,1.5,2.1,733,0.4,1.6,2.0,1.1,0.6,0.1,1.1,2.1
131,Mario Delas,0,ORL,19,22.6,6.8,3.1,5.8,527,0.0,0.3,0,0.7,1.4,500,2.0,2.9,4.9,1.4,0.5,0.2,1.9,3.4
132,Damian Hollis,0,VAR,12,16.0,6.8,2.7,5.9,451,0.7,1.8,364,0.8,0.8,900,1.4,2.4,3.8,0.5,0.6,0.2,1.7,1.4
133,Tommaso Laquintana,0,PIS,25,17.6,6.7,2.5,5.4,456,0.3,1.2,241,1.5,1.7,860,0.8,2.3,3.0,1.0,1.0,0.0,1.2,2.5
134,Brian Sacchetti,0,BRE,37,20.5,6.7,2.1,4.4,463,0.9,2.1,405,1.7,2.4,719,1.5,2.7,4.2,1.8,0.6,0.1,0.9,1.9
135,David Cournooh,0,CAN,33,21.1,6.7,2.2,5.4,397,0.8,2.7,300,1.6,2.1,743,0.5,1.7,2.2,2.2,0.3,0.1,0.9,1.6
136,Yakhouba Diawara,0,PIS,11,23.7,6.6,2.4,6.2,382,0.8,2.4,346,1.1,1.8,600,1.2,4.4,5.5,0.7,0.5,0.0,1.3,2.2
137,Jaylen Bond,0,PIS,27,19.6,6.6,2.9,6.8,424,0.4,1.7,261,0.4,1.1,323,2.3,4.3,6.6,0.7,0.6,0.1,1.4,2.3
138,Stefano Gentile,0,BOL,25,20.7,6.6,2.3,6.2,370,0.6,2.6,242,1.4,2.2,630,1.0,2.3,3.2,2.2,0.6,0.0,1.2,2.2
139,Antonio Iannuzzi,0,NBB,11,18.4,6.5,2.8,5.3,534,0.0,0.2,0,0.8,1.5,563,2.0,2.8,4.8,1.2,0.2,0.1,1.2,2.4
140,Giancarlo Ferrero,0,VAR,32,18.0,6.4,2.3,5.1,451,0.9,2.4,359,1.0,1.2,816,0.7,1.2,1.9,0.8,0.4,0.0,0.5,2.5
141,Jamon Lucas,0,PIS,5,26.6,6.4,2.6,6.0,433,0.2,1.4,143,1.0,1.4,714,0.2,2.4,2.6,2.6,1.2,0.2,1.2,3.2
142,Amath M'Baye,0,MIL,17,21.2,6.4,2.1,4.8,427,0.8,2.7,283,1.5,1.7,862,0.7,2.8,3.5,0.8,0.5,0.4,1.2,1.8
143,Paul Biligha,0,VEN,37,15.8,6.3,2.5,4.2,587,0.0,0.1,200,1.4,1.6,879,1.5,1.6,3.1,0.5,0.2,0.4,0.9,2.3
144,Nobel Boungou Colo,0,TOR,10,19.9,6.3,2.0,6.2,323,1.2,4.2,286,1.1,1.2,917,0.8,2.2,3.0,1.1,0.6,0.1,0.8,1.1
145,Alex Renfroe,0,AVE,4,15.0,6.3,2.5,3.8,667,0.5,1.0,500,0.8,1.0,750,0.8,1.8,2.5,2.5,0.5,0.0,1.8,1.3
146,Filippo Baldi,0,BOL,22,19.3,6.2,2.4,5.2,461,1.1,2.5,429,0.3,0.5,583,1.1,2.6,3.7,0.7,1.0,0.1,0.8,2.4
147,Michael Jenkins,0,VEN,25,16.1,6.2,2.2,5.7,385,0.9,3.2,288,0.8,1.1,750,0.6,1.8,2.4,1.7,0.5,0.2,0.9,2.1
148,Stefano Tonut,0,VEN,27,20.9,6.1,2.3,5.6,411,0.6,2.4,258,0.9,1.3,706,0.5,2.7,3.2,1.5,0.7,0.1,1.0,1.7
149,Damien Inglis,0,ORL,3,23.0,6.0,2.3,8.3,280,0.3,1.7,200,1.0,1.7,600,1.7,3.7,5.3,1.3,1.0,0.3,4.3,2.3
150,Hamady Ndiaye,0,AVE,19,19.4,6.0,2.6,3.9,653,0.0,0.0,0,0.8,2.4,348,1.4,3.3,4.6,0.0,0.5,2.3,1.0,2.3
151,Antonio Iannuzzi,0,TOR,19,15.8,5.8,2.3,4.5,506,0.0,0.3,0,1.3,1.9,667,1.3,1.4,2.7,0.7,0.3,0.3,1.4,1.2
152,Giuseppe Poeta,0,TOR,29,18.1,5.8,1.8,4.5,408,0.4,1.7,271,1.7,2.0,842,0.1,1.3,1.4,3.3,0.9,0.0,1.2,1.3
153,Benjamin Ortner,0,BRE,27,15.9,5.7,2.3,4.3,530,0.0,0.1,500,1.1,1.4,789,1.8,3.1,4.9,0.9,0.5,0.5,0.8,2.4
154,Norvel Pelle,0,VAR,19,15.4,5.7,2.1,3.1,672,0.0,0.0,0,1.6,2.4,689,2.1,2.4,4.5,0.3,0.3,1.2,1.3,2.4
155,Marco Spissu,0,SAS,30,18.0,5.5,1.9,4.5,419,1.1,2.9,384,0.6,0.8,826,0.3,1.1,1.4,2.6,0.7,0.0,1.5,1.8
