#,Player,MVP,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
21,Adrian Banks,0,VAR,40,30.4,13.9,5.1,11.3,452,0.9,3.0,292,2.8,3.4,810,0.7,1.7,2.5,1.3,1.5,0.0,2.3,1.8
22,Stevan Jelovac,0,JUV,30,28.5,13.7,4.6,9.9,463,1.4,4.1,350,3.1,3.8,814,2.2,5.8,8.0,0.6,0.9,0.0,2.3,1.7
23,Gani Lawal,0,ROM,47,26.4,13.7,5.7,9.1,623,0.0,0.0,0,2.3,4.5,502,3.2,5.3,8.5,0.1,0.6,1.5,3.0,2.7
24,Jarrius Jackson,0,CRE,30,33.0,13.6,4.9,11.7,420,2.0,5.8,351,1.8,2.2,791,0.2,1.7,1.9,0.7,0.7,0.0,1.1,2.3
25,Ebi Ere,0,VAR,39,30.5,13.6,4.8,11.0,435,2.0,5.2,393,1.9,2.6,738,0.8,4.1,4.9,1.2,1.0,0.1,2.0,2.5
26,Troy Bell,0,REG,18,20.8,13.5,3.9,8.3,477,1.3,3.1,418,4.3,5.4,804,0.7,1.4,2.1,0.7,1.2,0.0,1.4,2.3
27,Taylor Rochestie,0,BEI,16,31.8,13.4,5.0,10.9,457,1.2,4.3,279,2.2,2.4,921,0.9,1.3,2.1,2.6,1.2,0.0,2.3,3.1
28,Pietro Aradori,0,CAN,41,26.2,13.4,4.8,9.6,496,0.9,2.8,327,3.0,3.8,812,1.0,3.0,4.0,1.7,1.0,0.0,1.8,1.8
29,Luca Vitali,0,CRE,27,28.0,13.3,3.7,7.6,485,1.0,2.3,452,4.9,5.7,864,0.7,3.1,3.8,4.3,1.1,0.3,3.1,3.0
30,Mike Green,0,VAR,42,31.5,13.1,3.7,9.6,380,1.1,3.1,357,4.7,5.7,813,1.0,3.8,4.8,5.9,1.9,0.0,3.1,2.8
31,Yakhouba Diawara,0,VEN,33,29.2,13.1,4.9,11.0,445,1.0,3.6,267,2.4,3.7,645,1.9,2.8,4.8,1.4,1.2,0.2,2.4,2.8
32,Bootsy Thornton,0,SAS,35,30.3,13.1,4.5,10.8,416,1.9,5.5,356,2.2,2.5,884,1.0,3.3,4.3,1.7,1.6,0.1,1.7,2.6
33,Jeremy Richardson,0,AVE,29,31.9,13.1,4.8,10.2,471,2.0,4.2,467,1.4,1.7,857,0.8,2.8,3.6,1.2,1.3,0.2,2.2,2.6
34,Manuchar Markoishvili,0,CAN,17,29.1,13.0,4.7,10.8,437,1.8,4.4,405,1.8,2.1,886,0.4,2.9,3.4,2.0,0.8,0.0,1.9,2.6
35,Phil Goss,0,ROM,49,31.2,12.9,4.8,11.4,422,1.6,4.2,370,1.8,2.3,775,0.7,2.8,3.5,2.7,1.6,0.0,2.4,3.1
36,Antywane Robinson,0,NBB,30,29.5,12.9,5.6,10.9,509,0.5,1.7,314,1.2,1.7,706,1.1,4.6,5.8,1.5,1.2,0.7,1.6,2.1
37,Craig Brackins,0,BEI,10,29.9,12.8,5.2,10.7,486,1.5,4.8,313,0.9,1.6,563,1.1,4.3,5.4,0.6,0.5,0.4,1.1,2.6
38,Deji Akindele,0,JUV,25,27.3,12.6,4.6,7.4,618,0.0,0.0,0,3.4,4.6,741,2.4,5.6,8.0,0.8,1.1,1.1,3.2,3.3
39,Russell Robinson,0,BEI,15,30.6,12.6,4.3,11.0,388,1.1,3.9,271,3.0,3.3,900,0.9,1.3,2.3,2.1,2.4,0.0,3.7,3.3
40,Malik Hairston,0,MIL,34,28.6,12.6,4.9,9.9,493,0.9,2.7,341,2.0,2.5,788,1.6,1.4,3.0,1.9,0.8,0.6,1.9,2.4
41,Andrea Cinciarini,0,REG,37,32.6,12.5,5.0,9.8,515,0.5,1.6,305,2.0,2.7,733,1.2,3.4,4.6,4.1,1.5,0.1,2.5,2.4
42,Kaloyan Ivanov,0,AVE,15,28.9,12.5,4.1,7.8,521,0.6,1.9,321,3.7,5.1,737,3.7,6.3,10.0,1.0,1.6,0.2,2.6,2.3
43,Tarence Kinsey,0,PES,16,29.6,12.4,4.4,10.9,402,0.6,2.7,209,3.1,3.5,875,1.7,4.9,6.6,1.0,2.1,0.3,2.0,2.4
44,Valerio Amoroso,0,MON,21,25.7,12.3,4.3,9.5,455,1.8,4.7,374,1.9,2.4,800,1.0,3.7,4.7,1.4,0.8,0.3,1.4,3.4
45,Kenny Hasbrouck,0,BOL,23,28.2,12.3,4.3,11.2,380,2.1,5.8,358,1.7,2.5,655,0.2,2.1,2.3,1.9,1.4,0.1,2.6,2.9
46,Michal Ignerski,0,SAS,29,26.9,12.2,4.5,10.1,442,1.3,4.3,294,1.9,2.7,727,1.1,3.6,4.7,0.9,0.7,0.3,1.8,2.7
47,Taqwa Pinero,0,AVE,19,30.9,12.0,4.1,10.9,375,1.9,5.9,321,1.9,2.4,783,0.9,3.2,4.1,1.3,1.8,0.1,1.8,3.8
48,Szymon Szewczyk,0,VEN,32,27.3,12.0,4.3,8.9,486,1.5,4.0,380,1.8,2.1,824,1.8,4.2,6.0,1.1,0.9,0.7,2.1,3.3
49,Alessandro Gentile,0,MIL,31,23.5,11.9,4.3,9.6,448,0.7,2.7,274,2.5,3.3,775,0.9,2.6,3.5,2.1,0.9,0.3,2.4,2.5
50,Scottie Reynolds,0,NBB,30,31.5,11.7,4.3,8.3,512,1.3,3.1,413,1.9,2.5,763,0.6,2.8,3.4,5.4,2.0,0.1,4.0,2.0
51,Brian Chase,0,CRE,15,25.2,11.7,3.8,9.0,422,2.7,5.9,461,1.3,1.5,909,0.1,1.7,1.7,1.1,0.7,0.0,1.5,2.0
52,Steven Smith,0,BOL,24,31.0,11.7,4.0,9.8,407,1.0,3.5,294,2.6,3.4,778,1.4,3.8,5.1,1.0,0.7,0.3,2.5,2.2
53,Giuseppe Poeta,0,BOL,26,26.2,11.5,3.8,8.6,439,1.0,3.0,329,3.0,4.0,757,0.6,2.0,2.6,3.0,1.4,0.0,2.2,2.3
54,Mustafa Shakur,0,AVE,17,27.6,11.5,3.9,9.2,427,0.4,1.8,233,3.2,4.4,720,0.6,2.6,3.3,3.4,1.9,0.3,2.4,2.7
55,Yannis Bourousis,0,MIL,34,20.5,11.5,4.2,7.6,560,0.6,1.7,322,2.4,3.2,769,1.7,5.1,6.8,1.1,0.7,0.6,2.2,2.2
56,David Moss,0,SANA,49,29.7,11.5,4.1,8.9,461,1.9,4.5,419,1.4,1.8,775,0.9,3.2,4.1,1.6,1.2,0.3,1.1,2.9
57,Tony Easley,0,SAS,34,24.3,11.4,4.6,6.8,677,0.0,0.0,0,2.2,3.3,676,2.6,2.9,5.5,0.5,1.0,0.8,1.9,3.1
58,Jordan Taylor,0,ROM,46,31.4,11.4,3.8,9.6,401,0.9,3.1,296,2.8,3.7,757,0.6,2.2,2.8,3.8,1.2,0.1,2.7,3.0
59,Alvin Young,0,VEN,35,26.7,11.2,4.2,9.4,445,0.8,2.3,341,2.0,2.6,772,1.0,2.0,3.0,1.2,1.2,0.0,1.7,2.5
60,Jeff Viggiano,0,NBB,27,24.0,11.0,4.2,8.9,477,1.4,4.4,331,1.1,1.5,725,0.8,2.2,3.0,1.1,1.1,0.4,1.4,2.6
61,Ronald Steele,0,MON,18,29.7,10.9,4.0,8.0,500,1.2,2.6,468,1.7,1.9,886,0.4,2.4,2.8,3.4,1.1,0.1,2.1,2.8
62,Greg Brunner,0,REG,36,27.6,10.9,4.5,8.6,529,0.5,1.4,367,1.4,2.5,538,2.7,4.7,7.4,1.9,1.5,0.8,1.8,3.3
63,Drew Gordon,0,SAS,11,22.6,10.9,4.8,7.9,609,0.5,1.1,500,0.7,1.4,533,1.5,5.5,7.1,0.4,1.1,0.8,1.5,2.7
64,Daniele Cavaliero,0,PES,30,27.7,10.8,3.3,8.1,407,1.7,4.6,372,2.5,3.4,752,0.5,1.7,2.2,2.4,1.2,0.1,2.8,3.0
65,Daniel Hackett,0,SANA,46,25.7,10.7,3.5,7.8,453,0.5,1.7,278,3.2,4.3,734,0.7,2.9,3.5,3.6,1.2,0.0,2.1,2.4
66,Ndudi Ebi,0,AVE,11,21.8,10.5,4.8,8.6,558,0.1,0.6,143,0.8,1.2,692,3.1,3.7,6.8,0.4,1.5,1.1,2.7,3.5
67,Tamar Slay,0,MON,28,23.3,10.5,3.8,8.1,473,1.2,3.0,388,1.7,2.1,783,0.7,2.6,3.3,1.1,0.6,0.1,1.5,2.9
68,Ricky Minard,0,BOL,15,23.3,10.4,3.9,9.0,437,1.3,2.8,452,1.3,2.0,633,0.7,3.1,3.7,1.3,1.3,0.1,1.5,2.0
69,Angelo Gigli,0,BOL,29,27.2,10.2,3.9,6.8,582,0.1,0.4,154,2.2,2.7,810,2.3,4.4,6.8,0.7,1.0,0.6,1.7,2.1
70,Stefano Gentile,0,JUV,30,27.0,10.1,3.6,8.2,435,1.3,3.6,374,1.7,2.2,769,0.6,2.6,3.1,2.5,1.6,0.1,2.8,2.7
71,Lamont Mack,0,PES,30,22.9,10.1,3.5,7.8,449,1.9,4.7,408,1.1,1.5,756,0.7,3.8,4.5,0.6,0.7,0.1,1.9,3.3
72,Sani Becirovic,0,SAS,10,15.6,9.8,2.8,6.4,438,0.6,2.2,273,3.6,4.2,857,0.4,1.6,2.0,2.8,0.6,0.0,1.6,3.1
73,Andrea Crosariol,0,PES,30,25.0,9.8,4.2,6.4,654,0.0,0.0,0,1.4,2.6,558,2.2,3.7,5.9,0.7,1.4,1.3,2.1,2.3
74,Marco Mordente,0,JUV,30,27.0,9.7,2.8,7.1,392,1.0,3.2,313,3.2,3.9,812,0.4,1.7,2.1,2.6,1.0,0.0,2.4,2.5
75,Andrija Stipanovic,0,CRE,29,23.2,9.6,4.5,7.4,607,0.0,0.1,0,0.6,1.7,354,3.0,5.2,8.2,0.7,1.2,0.3,1.6,2.7
76,Cedric Simmons,0,NBB,30,23.3,9.4,3.8,6.4,602,0.0,0.1,0,1.7,2.5,684,1.9,4.6,6.6,0.5,0.9,1.3,1.7,2.9
77,Alex Tyus,0,CAN,43,20.7,9.3,3.9,6.0,655,0.0,0.0,0,1.4,2.8,504,2.0,4.3,6.4,0.1,0.4,1.1,1.5,2.1
78,Dimitrios Tsaldaris,0,BEI,12,27.0,9.3,2.4,7.0,345,1.7,4.8,351,2.8,3.4,805,0.4,1.5,1.9,1.8,1.6,0.0,1.8,2.8
79,Chris Levour Warren,0,AVE,5,26.8,9.2,3.4,7.4,459,0.4,2.8,143,2.0,2.4,833,1.0,2.4,3.4,1.2,1.8,0.0,2.4,2.6
80,Eric Chatfield,0,JUV,6,28.3,9.2,3.3,8.7,385,0.8,3.2,263,1.7,1.7,1.00,0.7,1.5,2.2,1.3,0.5,0.2,1.3,1.3
81,Linton Johnson,0,AVE,20,25.1,9.2,3.6,6.2,581,0.0,0.0,0,2.0,3.1,639,3.0,4.3,7.3,1.1,1.3,0.9,2.7,3.4
82,Nikola Dragovic,0,AVE,30,23.7,9.0,3.1,7.1,439,1.8,4.3,411,1.0,1.6,625,1.0,4.5,5.4,0.6,1.0,0.3,1.4,1.9
83,Zygimantas Jonusas,0,JUV,27,26.6,8.9,3.3,8.0,412,1.2,3.9,317,1.1,1.4,784,0.8,2.9,3.7,0.9,1.2,0.1,1.6,2.9
84,Valerio Amoroso,0,PES,4,27.0,8.8,2.5,9.3,270,0.8,3.8,200,3.0,3.5,857,1.8,3.0,4.8,1.5,1.0,0.3,2.0,2.3
85,Reggie Hamilton,0,PES,11,22.7,8.6,3.0,7.1,423,0.9,3.9,233,1.7,2.2,792,0.3,2.0,2.3,1.1,1.5,0.0,1.8,2.7
86,Brandon Brown,0,AVE,7,25.3,8.6,3.4,8.0,429,0.6,2.9,200,1.1,1.4,800,1.6,2.3,3.9,0.6,2.3,0.0,1.7,2.9
87,Dusan Sakota,0,VAR,40,19.2,8.5,3.1,6.1,517,1.6,3.6,441,0.6,0.9,735,1.0,1.5,2.4,0.6,0.7,0.1,0.8,2.4
88,Achille Polonara,0,VAR,40,20.5,8.4,3.2,6.8,467,0.8,2.4,340,1.2,1.9,662,1.5,3.3,4.8,0.9,1.3,0.4,1.2,2.0
89,Dan Mavraides,0,JUV,17,22.3,8.2,3.4,8.4,399,1.0,2.7,370,0.5,1.0,529,0.4,1.4,1.8,0.6,1.2,0.1,1.8,2.5
90,Goran Jurak,0,BEI,30,26.3,8.2,3.3,7.2,460,0.4,1.8,222,1.2,1.6,729,1.4,3.9,5.3,1.3,1.2,0.1,2.4,3.7
91,Kyle Johnson,0,MON,29,20.7,8.1,3.0,6.8,439,0.9,2.8,329,1.2,1.7,750,1.3,2.1,3.5,0.8,0.4,0.0,0.8,1.7
92,Pops Mensah-Bonsu,0,MIL,9,16.8,8.0,3.1,4.7,667,0.0,0.0,0,1.8,4.8,372,2.2,4.8,7.0,0.6,0.3,0.7,1.8,1.8
93,Maarty Leunen,0,CAN,44,29.4,8.0,2.8,6.0,468,1.6,3.7,423,0.8,1.1,745,0.6,3.7,4.3,2.2,0.8,0.1,1.7,2.3
94,Michele Antonutti,0,REG,34,24.0,7.9,2.7,5.3,506,1.2,2.7,430,1.4,1.5,904,0.5,2.5,3.1,0.4,1.1,0.1,0.7,2.1
95,Nicolas Mazzarino,0,CAN,43,21.6,7.8,2.4,5.4,440,1.8,3.9,464,1.3,1.5,859,0.3,0.9,1.1,1.2,0.3,0.0,0.9,1.6
96,Dwight Hardy,0,AVE,6,24.2,7.8,3.3,7.8,426,0.5,2.2,231,0.7,1.0,667,0.8,0.8,1.7,1.0,1.0,0.0,1.5,1.5
97,Jonathan Tabu,0,CAN,44,22.1,7.8,2.7,7.0,389,1.3,3.8,347,1.0,1.3,807,0.5,2.6,3.1,2.9,1.1,0.1,2.1,2.5
98,Jeff Brooks,0,CAN,44,24.7,7.8,3.0,6.2,491,0.4,1.3,309,1.3,1.6,778,1.3,3.6,4.9,0.9,0.7,0.7,1.5,2.4
99,Fabio Di Bella,0,MON,30,23.9,7.7,2.3,6.4,361,0.5,1.8,273,2.6,3.0,856,0.7,1.9,2.7,3.6,1.2,0.0,2.2,1.9
100,Dan Mavraides,0,AVE,9,21.2,7.7,2.9,6.3,456,0.7,2.3,286,1.2,1.8,688,0.3,0.8,1.1,1.8,1.1,0.0,1.8,2.9
101,Bobby Jones,0,ROM,49,22.3,7.6,2.5,6.2,403,0.7,2.4,303,1.8,2.6,703,1.7,3.3,5.0,0.5,1.0,0.3,2.0,2.7
102,Kristjan Kangur,0,SANA,48,21.3,7.4,2.6,5.8,446,1.4,3.6,398,0.8,1.4,600,1.1,2.6,3.7,1.0,0.9,0.1,1.2,2.8
103,Julian Mavunga,0,BEI,30,22.7,7.3,2.9,6.8,424,0.1,1.1,121,1.4,2.1,667,1.6,2.8,4.4,0.9,0.6,0.1,1.6,1.9
104,Marques Green,0,MIL,24,26.2,7.3,2.5,5.2,480,1.7,3.5,482,0.6,0.7,824,0.3,2.3,2.7,4.3,1.4,0.0,2.0,3.0
105,Dominic James,0,REG,19,20.7,7.2,2.6,6.7,383,0.5,2.2,220,1.5,2.4,630,0.7,1.6,2.4,1.6,1.7,0.2,1.9,2.7
106,Nemanja Jaramaz,0,BEI,14,23.5,7.1,2.4,6.4,367,0.9,3.1,302,1.4,1.7,833,1.1,2.4,3.4,0.9,0.5,0.1,0.6,1.6
107,Richard Rocca,0,BOL,30,19.6,6.9,2.9,5.4,540,0.0,0.0,0,1.1,2.4,458,2.3,2.6,5.0,0.4,0.5,0.0,1.6,2.8
108,Omar Cook,0,MIL,11,28.0,6.8,2.1,5.7,365,1.5,4.2,348,1.2,2.1,565,0.5,2.2,2.6,4.1,1.5,0.0,2.5,2.6
109,Antonis Fotsis,0,MIL,37,22.9,6.7,2.4,4.9,492,1.2,2.9,421,0.6,0.8,759,1.5,2.9,4.4,0.8,0.6,0.3,1.1,1.5
110,Aaron Johnson,0,CRE,29,25.6,6.7,2.2,5.1,439,0.4,1.8,212,1.8,2.4,754,0.2,1.1,1.3,3.2,1.2,0.0,1.8,2.7
111,J.R. Bremer,0,MIL,26,22.0,6.7,2.3,6.2,381,1.2,3.9,314,0.7,1.0,731,0.2,1.7,1.8,2.4,0.6,0.0,1.3,2.1
112,Matt Janning,0,SANA,40,18.7,6.6,2.4,5.7,414,1.1,3.3,338,0.7,0.8,935,0.5,1.4,1.8,1.0,0.7,0.0,1.1,1.6
113,Mladen Jeremic,0,REG,37,19.6,6.5,2.4,6.2,393,0.9,3.1,310,0.7,0.9,844,0.5,1.6,2.1,0.5,0.6,0.1,1.1,2.6
114,Guido Rosselli,0,VEN,34,21.7,6.5,2.1,5.1,408,0.3,1.4,229,2.0,2.5,821,0.8,3.4,4.1,2.5,1.2,0.4,1.9,2.6
115,Eric Williams,0,VEN,10,19.0,6.5,2.8,5.1,549,0.0,0.0,0,0.9,2.0,450,2.2,3.5,5.7,0.5,0.8,0.5,2.2,3.3
116,Klaudio Ndoja,0,NBB,27,17.5,6.5,2.0,4.7,430,1.3,2.9,456,1.1,1.5,707,0.8,1.6,2.4,0.6,0.7,0.1,1.0,1.8
117,Valerio Spinelli,0,AVE,28,19.2,6.4,2.0,4.5,437,0.5,1.9,283,2.0,2.5,797,0.4,1.3,1.7,2.5,0.8,0.0,1.9,1.3
118,Timmy Bowers,0,VEN,32,18.9,6.4,2.7,5.2,515,0.1,0.8,148,1.0,1.5,660,1.0,2.7,3.7,1.3,0.8,0.2,0.9,1.2
119,Ramone Moore,0,BEI,5,24.2,6.4,2.8,6.4,438,0.4,2.4,167,0.4,0.4,1.00,1.2,1.4,2.6,1.4,1.6,0.0,2.0,2.0
120,Andrea Traini,0,PES,8,14.1,6.4,1.6,3.6,448,0.9,2.0,438,2.3,2.5,900,0.9,1.0,1.9,0.8,1.0,0.0,1.1,2.5
121,Danilo Andjusic,0,BOL,9,17.0,6.3,2.1,5.0,422,1.3,3.2,414,0.8,0.9,875,0.3,1.7,2.0,0.4,0.3,0.0,1.7,1.3
122,Matteo Soragna,0,BEI,11,24.7,6.3,2.1,5.5,377,0.7,3.0,242,1.4,1.7,789,0.3,1.4,1.6,1.3,0.9,0.2,1.9,2.1
123,Jimmie Hunter,0,AVE,13,18.7,6.2,2.4,5.2,456,0.8,2.3,333,0.7,0.8,818,0.3,1.5,1.8,1.5,0.9,0.2,1.5,2.5
124,Mario Kasun,0,SANA,9,13.4,6.2,2.8,4.8,581,0.0,0.0,0,0.7,1.3,500,1.1,2.3,3.4,0.2,0.3,0.3,2.3,3.0
125,Rok Stipcevic,0,MIL,12,12.3,6.1,1.8,3.8,467,1.3,2.8,485,1.3,1.5,833,0.3,0.8,1.1,0.4,0.3,0.0,0.6,1.8
126,Manuel Vanuzzo,0,SAS,34,17.0,6.0,2.1,4.7,453,1.4,3.4,410,0.4,0.6,619,0.5,2.4,2.9,0.4,0.4,0.3,0.4,1.2
127,Tuukka Kotti,0,CRE,28,17.9,6.0,2.6,4.3,605,0.0,0.0,0,0.8,1.7,489,2.3,3.3,5.6,0.5,0.8,0.2,1.0,2.5
128,Benjamin Eze,0,SANA,41,16.0,5.9,2.7,4.7,570,0.0,0.0,0,0.6,1.1,523,1.9,2.9,4.8,0.2,0.4,1.4,1.2,2.8
129,Andrea Michelori,0,JUV,30,18.8,5.9,2.2,4.1,533,0.0,0.1,0,1.6,2.4,644,1.8,2.7,4.5,0.3,1.4,0.2,1.7,2.8
130,Giuliano Maresca,0,JUV,30,25.0,5.8,2.0,6.1,335,0.7,2.3,286,1.0,1.2,861,0.3,1.6,1.9,0.6,0.8,0.0,1.3,2.3
131,Nicolo Melli,0,MIL,37,17.6,5.8,2.1,4.7,434,0.6,1.9,338,1.0,1.2,804,1.0,3.1,4.1,0.8,0.4,0.4,1.3,2.4
132,Massimo Bulleri,0,VEN,33,14.5,5.7,1.8,4.2,428,0.7,2.1,329,1.5,1.6,889,0.2,1.4,1.6,1.2,0.5,0.1,1.7,2.2
133,Richard Hendrix,0,MIL,11,13.7,5.7,2.4,5.3,448,0.0,0.0,0,1.0,1.4,733,1.6,2.9,4.5,0.4,0.3,0.8,1.4,2.0
134,Olek Czyz,0,ROM,48,14.6,5.7,2.3,4.4,528,0.2,0.3,533,0.9,1.8,477,1.6,2.0,3.6,0.4,0.3,0.1,1.1,1.7
135,Nic Wise,0,JUV,3,23.3,5.7,1.7,7.3,227,0.7,2.0,333,1.7,2.7,625,0.7,2.3,3.0,1.7,0.0,0.0,2.3,1.7
136,Rolands Freimanis,0,MON,28,12.7,5.6,2.4,4.4,532,0.6,1.4,421,0.3,0.6,500,1.1,1.8,2.9,0.3,0.2,0.1,0.7,2.2
137,Viktor C. Gaddefors,0,BOL,30,19.7,5.6,2.0,3.8,518,0.7,1.9,357,1.0,1.4,690,0.6,2.4,3.0,0.8,0.5,0.1,0.8,2.4
138,Viktor Sanikidze,0,SANA,48,17.1,5.5,2.0,3.8,530,0.4,1.1,385,1.0,1.6,649,1.5,3.3,4.8,0.7,0.7,0.2,1.1,1.9
139,Ivan Zoroski,0,VEN,25,12.0,5.4,1.6,4.1,392,0.5,2.0,245,1.7,2.2,796,0.2,0.6,0.8,1.0,0.8,0.0,0.9,1.4
140,Benjamin Ortner,0,SANA,32,11.8,5.4,2.2,3.5,640,0.0,0.0,0,0.9,1.2,789,1.3,1.7,2.9,0.4,0.7,0.4,1.1,2.0
141,Leon Radosevic,0,MIL,18,11.9,5.2,1.8,3.3,559,0.0,0.0,0,1.6,2.0,778,0.8,1.4,2.3,0.3,0.3,0.5,0.8,1.8
142,Brian Sacchetti,0,SAS,37,13.4,5.2,1.6,3.5,477,0.7,1.9,386,1.1,1.5,778,0.9,1.6,2.5,0.6,0.6,0.0,0.8,1.9
143,Jerry Smith,0,CAN,20,17.5,5.2,1.9,4.7,394,0.3,1.2,217,1.2,2.0,615,0.7,1.7,2.4,1.8,0.7,0.2,2.4,2.2
144,Dionte Christmas,0,SANA,9,14.4,5.1,1.7,4.3,385,0.8,2.7,292,1.0,1.0,1.00,0.3,1.2,1.6,1.2,0.9,0.1,1.3,1.3
145,Lorenzo D'ercole,0,ROM,47,22.5,5.0,1.7,4.2,403,1.2,3.1,382,0.5,0.6,857,0.2,1.4,1.6,0.8,1.1,0.0,0.7,1.8
146,Dejan Ivanov,0,VAR,8,13.9,4.9,1.9,5.0,375,0.0,0.4,0,1.1,2.1,529,2.8,2.1,4.9,0.4,1.4,0.0,1.8,2.5
147,Matteo Imbro,0,BOL,30,18.0,4.9,1.6,4.3,375,1.1,2.9,368,0.6,1.0,600,0.2,1.7,1.9,1.3,0.6,0.1,1.7,2.4
148,Marco Cusin,0,CAN,40,15.0,4.6,1.9,3.7,527,0.0,0.0,0,0.8,1.1,705,1.5,1.9,3.4,0.4,0.4,1.0,1.3,2.3
149,Tomas Ress,0,SANA,44,15.9,4.6,1.5,4.1,378,0.6,2.0,302,0.9,1.3,719,0.6,2.3,2.9,0.6,0.6,1.1,0.9,1.7
150,Jerai Grant,0,NBB,30,12.3,4.6,1.8,2.7,654,0.0,0.0,1.00,1.0,1.7,620,1.9,1.5,3.4,0.2,0.7,0.6,0.6,2.2
151,Marko Scekic,0,CAN,26,8.5,4.5,1.7,2.9,573,0.0,0.1,0,1.2,1.8,696,0.9,1.0,1.9,0.4,0.5,0.1,0.8,1.9
152,Jiri Hubalek,0,VEN,23,12.7,4.5,1.9,4.0,473,0.3,1.2,214,0.4,0.6,643,0.7,2.0,2.7,0.3,0.2,0.3,1.4,2.4
153,Stefano Mancinelli,0,CAN,26,13.9,4.3,1.7,4.3,402,0.2,1.3,152,0.6,1.0,615,0.3,1.3,1.7,1.1,0.6,0.1,1.4,1.5
154,Janar Talts,0,VAR,38,14.0,4.3,1.8,3.8,479,0.3,1.2,227,0.3,0.6,500,1.5,2.2,3.7,0.8,0.6,0.3,1.1,2.4
155,Donatas Slanina,0,REG,35,14.3,4.2,1.3,2.8,449,0.8,1.7,450,0.9,1.0,889,0.3,0.7,0.9,0.5,0.7,0.0,0.7,2.5
