#,Player,MVP,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
11,Jaylen Barford,0,CRE,9,25.8,15.0,5.6,12.7,439,2.0,6.1,327,1.9,2.2,850,0.8,2.6,3.3,1.0,1.0,0.1,1.9,2.1
12,Brandon Taylor,0,REG,28,32.0,14.8,5.1,12.3,412,2.2,6.0,367,2.4,2.9,829,0.2,2.6,2.9,4.7,1.3,0.1,3.0,2.1
13,Toney Douglas,0,VAR,26,30.9,14.7,5.0,11.9,421,3.0,8.1,365,1.8,2.3,780,0.7,4.3,4.9,4.0,1.2,0.1,2.1,2.3
14,Zach LeDay,0,MIL,34,23.8,14.6,4.9,9.4,516,1.1,2.4,446,3.8,4.2,895,1.2,4.6,5.9,1.1,0.5,0.4,1.4,1.9
15,Marco Belinelli,0,BOL,25,23.0,14.5,4.4,10.6,414,2.1,6.0,344,3.6,4.1,892,0.3,2.3,2.6,1.8,0.6,0.0,1.2,1.4
16,Jaime Smith,0,CAN,21,28.7,14.4,4.3,9.6,450,2.0,5.0,387,3.8,4.0,940,0.4,1.3,1.7,4.5,0.6,0.0,2.3,2.0
17,Shavon Shields,0,MIL,33,25.7,14.4,5.1,10.4,488,1.5,4.1,370,2.7,3.3,833,0.7,2.9,3.6,2.4,1.0,0.2,1.3,1.3
18,Mitchell Watt,0,VEN,31,26.1,14.2,5.6,9.5,584,0.1,0.4,364,2.9,4.4,650,1.3,4.1,5.4,1.1,0.9,1.0,2.3,3.1
19,Milos Teodosic,0,BOL,37,24.2,13.9,4.4,10.0,442,2.2,5.9,370,2.9,3.6,805,0.3,2.2,2.5,6.5,0.8,0.2,2.6,2.2
20,Josh Bostic,0,REG,18,27.7,13.7,4.1,11.3,360,2.6,6.9,368,3.1,3.6,859,0.7,3.2,3.9,1.9,1.2,0.2,2.0,3.2
21,Ethan Happ,0,BOL,8,28.1,13.6,5.9,10.5,560,0.0,0.0,0,1.9,3.6,517,3.1,5.6,8.8,2.5,1.6,1.3,2.4,2.4
22,Gary Browne,0,TREN,31,30.7,13.5,4.4,11.3,391,1.8,5.4,331,2.8,3.4,846,0.8,3.0,3.9,5.4,1.5,0.1,2.3,2.5
23,Michal Sokolowski,0,TREV,26,28.5,13.3,4.0,8.9,453,2.0,4.5,444,3.2,3.7,875,1.1,3.3,4.3,2.5,1.0,0.2,1.8,3.2
24,Nick Perkins,0,NBB,31,24.5,13.3,5.4,10.0,539,0.2,0.7,304,2.3,3.9,587,2.2,3.5,5.7,0.5,0.4,0.3,1.8,2.3
25,Wesley Saunders,0,BOL,14,23.6,13.3,5.1,9.9,522,0.1,1.2,59,2.9,3.1,932,1.5,2.4,3.9,1.6,1.6,0.2,1.7,1.4
26,Pietro Aradori,0,BOL,24,29.6,13.1,4.5,10.9,412,2.0,5.2,384,2.1,2.6,794,0.4,3.5,3.8,2.6,0.8,0.0,1.4,1.8
27,Josh Bostic,0,NBB,17,24.6,12.9,3.9,9.4,415,2.2,5.8,374,2.9,3.5,847,0.1,2.6,2.7,2.3,0.8,0.1,1.6,2.8
28,Marko Filipovity,0,PES,28,28.3,12.8,4.6,9.6,478,1.7,4.7,359,2.0,2.5,812,1.9,4.2,6.0,0.5,0.7,0.1,1.2,2.5
29,Darius Thompson,0,NBB,31,28.7,12.7,5.0,10.2,495,1.1,3.5,306,1.6,2.2,735,0.7,2.3,2.9,5.5,1.7,0.7,1.6,2.1
30,Christian Mekowulu,0,TREV,31,24.7,12.7,4.5,7.6,589,0.1,0.5,286,3.6,4.7,774,2.4,4.1,6.5,0.3,1.0,1.4,1.3,2.9
31,Marco Spissu,0,SAS,32,30.3,12.7,3.8,8.4,446,2.1,5.0,421,3.1,3.4,917,0.3,3.4,3.7,5.4,1.6,0.0,2.9,2.9
32,Justin Robinson,0,PES,26,31.3,12.7,4.2,10.2,410,2.0,5.4,379,2.3,2.7,843,0.7,2.1,2.8,4.4,1.5,0.0,2.5,2.4
33,Henry Sims,0,REG,7,19.7,12.6,4.7,8.7,541,0.3,1.1,250,2.9,3.3,870,2.0,5.3,7.3,1.3,0.7,0.1,2.4,2.1
34,Carlos Delfino,0,PES,21,26.1,12.5,4.0,11.0,370,2.1,5.8,369,2.3,2.8,828,1.0,3.3,4.2,2.5,0.9,0.0,1.3,2.1
35,Christian Burns,0,BRE,24,24.0,12.5,4.8,9.5,502,0.5,2.3,204,2.5,3.0,808,2.2,4.8,6.9,0.7,1.5,0.3,1.3,3.0
36,Reigarvius Williams,0,CRE,27,27.3,12.4,4.8,9.0,533,0.2,1.1,194,2.7,3.5,766,2.3,6.0,8.3,0.8,1.0,0.4,1.4,2.0
37,James Woodard,0,CAN,13,28.5,12.4,4.6,11.2,411,2.3,5.8,400,0.8,1.6,524,0.5,2.9,3.5,2.2,0.8,0.0,1.5,2.2
38,Milton Doyle,0,TRIE,31,28.2,12.3,4.5,11.5,392,2.4,6.7,357,0.9,1.2,763,0.4,1.9,2.3,3.5,1.4,0.2,2.8,2.5
39,Brynton Lemar,0,REG,9,26.0,12.2,4.1,9.9,416,1.8,4.3,410,2.2,2.9,769,0.4,2.1,2.6,1.7,0.6,0.0,1.7,1.8
40,Dewayne Russell,0,TREV,31,28.7,12.2,4.3,10.1,424,0.8,2.6,296,2.8,3.5,798,0.5,2.3,2.8,5.2,1.3,0.0,2.2,2.5
41,T.J. Cline,0,BRE,12,22.3,12.1,4.9,9.9,496,0.7,2.6,258,1.6,2.2,731,0.6,3.9,4.5,2.5,0.7,0.3,1.7,1.8
42,Jason Burnell,0,SAS,32,31.2,12.1,4.8,9.0,526,0.9,2.5,367,1.7,2.3,716,1.5,5.1,6.7,3.4,1.1,0.7,1.9,2.2
43,Luke Maye,0,TREN,27,25.1,11.8,4.3,9.9,432,1.9,5.0,370,1.4,1.9,765,1.2,4.5,5.7,1.2,0.6,0.3,1.5,2.4
44,Austin Daye,0,VEN,33,21.6,11.7,4.0,8.0,496,1.8,3.6,517,1.9,2.3,818,0.4,4.0,4.4,2.0,0.5,0.5,1.9,2.7
45,T.J. Williams,0,CRE,26,28.9,11.6,4.5,10.7,419,0.7,2.6,250,2.0,2.7,718,0.7,2.5,3.2,4.0,1.2,0.0,2.0,2.6
46,Vasa Pusica,0,SAS,5,23.2,11.6,3.4,8.8,386,1.8,5.4,333,3.0,3.8,789,0.6,2.0,2.6,2.2,0.8,0.2,2.6,2.4
47,Sergio Rodriguez,0,MIL,31,21.4,11.5,3.7,8.7,430,2.7,5.9,451,1.3,1.5,911,0.1,1.6,1.7,5.1,0.6,0.1,1.9,1.7
48,"Anthony Beane, Jr.",0,VAR,16,24.4,11.4,4.4,9.8,449,1.6,4.7,333,1.1,1.3,810,0.6,1.1,1.8,2.4,1.0,0.1,1.6,1.8
49,Tyler Cain,0,PES,26,29.3,11.3,4.7,8.1,581,0.0,0.0,0,1.9,3.3,570,2.9,6.2,9.0,2.5,1.2,0.5,1.8,2.2
50,Frantz Massenat,0,PES,16,25.8,11.2,4.1,8.8,461,1.2,3.4,352,1.9,2.4,789,0.8,1.7,2.4,2.9,0.8,0.0,1.0,2.8
51,Fabio Mian,0,CRE,28,27.5,11.1,3.7,9.4,393,2.2,6.0,363,1.6,1.9,830,0.5,2.8,3.2,1.0,0.7,0.0,1.0,3.4
52,Kevin Punter,0,MIL,28,21.9,11.1,3.5,8.5,414,1.7,4.3,395,2.3,2.8,844,0.0,1.6,1.6,1.4,1.0,0.1,1.4,2.0
53,Kenny Chery,0,BRE,28,24.1,11.0,3.9,9.2,422,1.5,4.1,365,1.8,1.9,942,0.7,1.7,2.4,3.1,1.2,0.0,1.7,1.9
54,Myke Henry,0,TRIE,27,21.9,11.0,4.3,7.9,540,0.9,2.9,312,1.6,1.8,878,0.6,3.4,4.0,1.1,1.2,0.4,1.7,2.2
55,Derek Willis,0,NBB,31,28.3,11.0,3.8,7.7,490,1.1,3.2,347,2.4,2.9,811,1.8,6.5,8.3,1.6,0.9,0.6,1.2,1.5
56,Dusan Ristic,0,BRE,15,19.0,10.9,4.6,8.0,575,0.1,0.3,250,1.7,1.8,926,1.9,4.1,6.0,0.8,0.3,0.5,0.7,1.9
57,Jazz Johnson,0,CAN,28,24.8,10.9,3.8,9.1,417,1.8,4.5,402,1.5,1.5,953,0.2,1.8,2.0,2.8,0.4,0.0,1.7,2.2
58,Frank Elegar,0,REG,24,26.2,10.7,3.9,5.6,694,0.0,0.0,0,2.9,4.0,729,2.8,5.1,7.9,0.9,0.7,1.2,1.9,2.5
59,Jeremy Morgan,0,TREN,29,29.0,10.6,3.5,8.7,403,2.6,6.7,389,1.0,1.3,763,0.6,2.8,3.4,2.0,1.3,0.4,1.3,2.4
60,Arturs Strautins,0,VAR,28,26.7,10.6,3.0,7.5,402,1.5,4.1,377,3.0,3.5,859,1.5,4.7,6.2,0.8,0.5,0.0,1.6,1.9
61,Davide Alviti,0,TRIE,31,23.3,10.5,3.7,8.2,451,1.8,4.2,442,1.3,2.0,656,1.0,3.6,4.6,1.1,1.3,0.2,0.8,2.1
62,Tyler Kalinoski,0,BRE,25,24.4,10.5,3.7,8.8,416,2.3,5.2,435,0.9,1.1,786,0.6,2.1,2.6,3.3,1.4,0.0,1.3,3.2
63,Drew Crawford,0,BRE,26,25.7,10.4,4.0,8.3,477,1.0,2.6,403,1.4,1.8,804,0.4,2.5,2.9,1.7,0.5,0.2,1.2,2.3
64,Darral Willis,0,BRE,13,18.2,10.4,4.2,9.7,429,0.5,1.5,300,1.6,2.1,778,1.5,3.9,5.4,1.0,0.5,0.7,2.1,2.5
65,Marcos Delia,0,TRIE,28,22.0,10.4,4.1,7.4,556,0.0,0.0,0,2.1,3.3,645,2.0,3.4,5.4,1.6,0.4,0.4,1.1,1.2
66,Michael Bramos,0,VEN,17,25.7,10.3,3.4,7.8,439,2.5,5.9,420,1.0,1.5,654,0.4,2.9,3.2,1.4,0.6,0.2,0.8,1.9
67,Dario Hunt,0,BOL,18,23.6,10.1,4.4,7.3,598,0.0,0.0,0,1.3,2.5,533,1.7,3.9,5.6,1.1,0.6,0.7,2.4,2.5
68,Todd Withers,0,BOL,25,25.8,10.0,3.4,7.3,464,1.8,4.5,411,1.3,1.6,825,0.7,3.3,4.0,1.2,1.1,1.0,0.8,2.0
69,Giuseppe Poeta,0,CRE,27,23.1,9.9,3.3,8.2,405,1.1,3.2,345,2.1,2.7,778,0.3,2.1,2.5,6.8,0.9,0.1,2.3,2.0
70,Victor Sanders,0,TREN,31,26.4,9.8,3.3,8.8,376,1.6,4.5,348,1.5,2.5,623,0.5,1.7,2.2,2.3,1.4,0.1,1.8,2.5
71,Kyle Weems,0,BOL,34,23.1,9.7,3.7,7.6,492,1.4,3.4,405,0.8,1.0,824,0.8,3.4,4.1,1.3,0.9,0.3,0.8,2.0
72,Michael Roll,0,MIL,23,20.5,9.5,3.4,7.3,470,2.0,4.3,450,0.7,0.7,941,0.3,1.7,2.0,1.9,0.7,0.0,0.3,2.0
73,Julian Gamble,0,BOL,38,19.7,9.4,3.9,6.2,634,0.0,0.0,0,1.6,3.2,500,1.5,3.6,5.2,1.4,0.4,1.0,1.7,2.3
74,Curtis Jerrells,0,VEN,5,15.6,9.4,2.8,7.4,378,1.6,5.8,276,2.2,2.8,786,0.2,1.6,1.8,1.2,0.6,0.0,0.8,0.8
75,Filip Kruslin,0,SAS,30,19.1,9.3,3.0,6.7,455,2.2,5.0,436,1.1,1.5,696,0.4,1.6,1.9,1.3,0.7,0.0,1.3,1.7
76,Gigi Datome,0,MIL,31,19.2,9.1,3.1,6.7,459,1.5,3.1,484,1.4,1.5,915,0.6,2.5,3.1,0.9,0.6,0.3,0.9,1.8
77,Stefano Gentile,0,SAS,29,26.7,9.0,3.1,7.6,405,1.1,3.2,344,1.8,2.2,825,0.6,3.1,3.7,2.5,1.2,0.0,1.5,2.4
78,Petteri Koponen,0,REG,11,23.6,9.0,2.9,7.5,390,2.5,5.9,415,0.7,0.7,1.00,0.1,2.0,2.1,2.5,0.1,0.0,0.7,1.6
79,David Cournooh,0,CRE,25,29.7,9.0,2.6,7.7,342,1.1,3.9,276,2.6,3.2,813,0.8,2.3,3.0,2.5,1.0,0.1,1.2,2.5
80,Shamarkus Kennedy,0,CAN,20,20.7,8.9,3.7,6.9,533,0.1,0.2,333,1.6,2.1,738,1.4,3.1,4.5,0.9,0.4,1.8,1.7,1.8
81,Juan Fernandez,0,TRIE,28,21.5,8.9,3.3,8.4,393,1.3,3.9,336,1.0,1.2,848,0.1,2.3,2.4,4.3,0.8,0.0,2.2,2.9
82,Michele Ruzzier,0,VAR,28,28.1,8.9,3.1,7.0,449,1.0,3.3,290,1.6,2.0,804,0.6,1.6,2.2,5.0,0.9,0.1,2.3,2.8
83,Justin Tillman,0,SAS,11,16.9,8.7,3.8,7.0,545,0.0,0.5,0,1.1,1.5,706,0.7,2.8,3.5,0.2,0.4,0.5,1.1,3.1
84,Leonardo Tote,0,BOL,24,19.6,8.7,3.5,6.4,542,0.3,1.3,219,1.5,2.7,547,0.7,3.0,3.8,1.1,0.5,0.8,1.1,1.9
85,Vince Hunter,0,BOL,37,16.8,8.6,3.4,5.9,575,0.1,0.4,231,1.7,2.2,771,1.7,2.5,4.2,1.1,0.7,0.3,1.3,2.5
86,Isaac Fotu,0,VEN,18,18.1,8.5,3.3,5.3,621,0.4,1.0,444,1.5,2.6,587,1.3,1.4,2.8,0.6,0.2,0.2,1.6,2.3
87,Ethan Happ,0,SAS,16,17.0,8.5,3.4,5.8,587,0.0,0.0,0,1.8,2.9,609,2.3,3.1,5.4,1.6,0.7,0.4,2.0,2.4
88,Matteo Imbro,0,TREV,31,19.5,8.4,2.5,7.4,339,1.7,5.1,329,1.7,1.9,914,0.3,1.7,2.0,3.1,0.7,0.0,1.5,2.1
89,John Egbunu,0,VAR,12,23.1,8.4,3.4,6.4,532,0.0,0.0,0,1.6,3.2,500,2.1,5.5,7.6,0.0,0.3,1.5,1.5,2.0
90,Tomas Kyzlink,0,REG,27,26.6,8.4,3.1,7.9,396,1.0,3.4,283,1.2,1.7,711,0.8,1.8,2.6,1.6,0.5,0.0,1.2,2.8
91,Andrejs Grazulis,0,TRIE,27,21.7,8.3,3.2,6.5,494,0.8,2.1,362,1.0,1.3,778,1.4,4.0,5.3,1.1,0.5,0.6,0.5,2.1
92,Leonardo Candi,0,REG,28,23.9,8.3,2.8,6.3,438,1.0,2.7,373,1.8,2.0,875,0.5,1.7,2.2,2.4,1.1,0.2,1.3,3.1
93,Malcolm Delaney,0,MIL,17,22.7,8.1,2.1,5.6,368,1.0,2.6,378,3.0,3.6,836,0.4,2.1,2.5,3.1,0.5,0.0,2.2,3.2
94,Nicola Akele,0,TREV,31,27.3,8.0,3.3,7.3,449,0.6,2.1,288,0.9,1.2,757,1.9,3.8,5.7,1.2,0.9,0.2,1.3,2.2
95,James Bell,0,NBB,31,23.2,8.0,2.7,7.9,347,1.5,5.2,294,1.0,1.2,842,0.5,3.0,3.5,1.6,0.6,0.3,1.2,2.6
96,Vojislav Stojanovic,0,BOL,1,29.0,8.0,3.0,7.0,429,0.0,2.0,0,2.0,9.0,222,2.0,3.0,5.0,4.0,2.0,1.0,0.0,2.0
97,Tommaso Baldasso,0,BOL,16,22.5,8.0,2.6,6.9,373,1.4,4.3,333,1.4,1.9,767,0.3,2.7,2.9,2.2,1.0,0.0,1.9,1.6
98,Raphael Gaspardo,0,NBB,32,21.1,8.0,3.0,6.5,457,0.8,2.5,333,1.2,1.7,691,1.3,1.4,2.7,0.6,0.5,0.4,1.1,2.0
99,Jeremy Chappell,0,VEN,33,23.9,7.9,3.0,7.8,391,1.0,3.7,281,0.8,1.1,757,0.9,2.7,3.6,1.8,0.8,0.2,1.4,2.2
100,Ariel Filloy,0,PES,28,23.3,7.9,2.8,8.0,351,1.4,5.0,286,0.8,0.9,920,0.8,1.8,2.6,2.1,0.8,0.0,1.6,3.4
101,Gerald Robinson,0,PES,7,21.1,7.9,3.4,8.4,407,1.0,3.6,280,0.0,0.0,0,0.7,1.7,2.4,6.3,1.6,0.1,1.6,2.4
102,Kelvin Martin,0,TREN,28,25.2,7.8,3.0,7.2,418,0.5,1.7,271,1.4,1.9,704,1.3,2.9,4.1,1.3,1.5,0.1,1.4,2.8
103,Andrea De Nicolao,0,VEN,35,24.7,7.7,2.7,6.7,403,1.6,4.5,350,0.8,1.1,737,0.5,1.1,1.6,2.9,0.7,0.1,1.8,2.7
104,Wes Clark,0,VEN,17,16.6,7.7,2.9,6.8,422,1.1,3.2,345,0.8,1.6,500,0.4,1.6,2.0,2.6,0.7,0.0,1.0,2.2
105,Kyle Hines,0,MIL,23,22.0,7.6,3.1,5.4,576,0.0,0.1,0,1.3,1.8,738,1.9,3.7,5.5,1.7,1.3,0.7,1.2,2.6
106,Ingus Jakovics,0,VAR,17,19.5,7.5,2.2,6.0,363,1.3,4.2,306,1.9,2.2,865,0.3,1.1,1.4,0.8,0.4,0.0,1.1,2.4
107,Filippo Baldi,0,REG,28,22.5,7.5,2.8,6.3,449,0.8,2.3,338,1.1,1.3,811,1.5,3.1,4.6,1.5,0.8,0.0,1.4,2.2
108,Hrvoje Peric,0,TRIE,2,21.0,7.5,2.0,4.0,500,0.5,0.5,1.00,3.0,3.0,1.00,0.0,4.5,4.5,1.0,0.5,0.0,0.5,1.5
109,Marcus Lee,0,CRE,28,21.4,7.5,3.4,5.3,639,0.0,0.0,0,0.8,1.8,420,2.3,5.2,7.4,0.6,0.7,1.6,1.3,2.9
110,Tre'Shaun Fletcher,0,BOL,10,19.9,7.3,2.7,6.2,435,1.5,3.2,469,0.4,0.6,667,0.5,3.2,3.7,1.2,0.7,0.4,1.1,1.7
111,Ike Udanoh,0,TRIE,6,21.3,7.2,2.5,5.2,484,0.2,0.3,500,2.0,3.3,600,1.7,2.7,4.3,1.8,0.8,0.2,1.7,1.8
112,Simone Zanotti,0,PES,28,13.8,7.1,2.8,4.9,562,0.6,1.8,353,1.0,1.4,700,1.2,2.0,3.1,0.2,0.1,0.2,0.8,1.8
113,Devonte Upson,0,TRIE,27,17.9,7.1,2.9,4.3,678,0.0,0.1,0,1.3,2.2,610,1.9,2.3,4.2,0.6,0.5,0.4,0.6,2.0
114,Donte Thomas,0,CAN,25,21.5,7.0,2.8,6.2,448,0.7,2.1,340,0.8,1.7,476,2.0,2.5,4.5,1.3,0.5,0.1,1.2,1.6
115,Justin Johnson,0,REG,20,21.8,7.0,3.0,6.8,437,0.3,1.3,231,0.8,1.5,533,1.5,4.2,5.6,1.3,0.6,0.1,0.9,2.3
116,Giampaolo Ricci,0,BOL,38,20.2,6.8,2.5,5.7,440,1.2,3.3,370,0.5,0.6,818,1.2,3.3,4.5,1.5,0.6,0.2,1.2,2.2
117,Matteo Tambone,0,PES,26,22.2,6.7,2.0,5.0,389,0.9,3.0,312,1.8,2.0,941,0.5,1.4,2.0,1.5,0.7,0.0,0.9,3.3
118,Topias Palmi,0,CRE,18,16.8,6.6,1.9,4.4,438,1.2,2.8,431,1.5,1.6,964,0.3,1.6,1.8,0.6,0.2,0.0,0.8,1.7
119,David Moss,0,BRE,28,23.8,6.6,2.4,5.3,443,1.0,2.3,429,0.9,1.2,788,0.7,2.3,3.0,2.1,0.6,0.1,1.5,2.9
120,Ivica Radic,0,CAN,6,18.0,6.5,2.8,7.5,378,0.0,0.5,0,0.8,1.5,556,1.8,3.7,5.5,0.5,0.2,0.3,1.3,2.3
121,Kavell Bigby-Williams,0,CAN,7,15.0,6.4,2.3,4.6,500,0.0,0.0,0,1.9,2.7,684,2.3,2.7,5.0,0.3,0.4,0.7,0.9,1.4
122,Gabriele Procida,0,CAN,28,15.5,6.4,2.3,5.2,445,1.1,2.9,388,0.6,1.0,630,0.9,1.7,2.5,0.6,0.4,0.1,0.6,1.0
123,Andrea Pecchia,0,CAN,28,24.4,6.4,2.5,5.4,464,0.4,1.5,238,1.0,1.3,778,0.6,4.6,5.3,2.0,0.8,0.1,1.7,1.8
124,Kaleb Tarczewski,0,MIL,20,17.6,6.4,2.5,4.6,549,0.0,0.0,0,1.4,2.1,643,2.6,3.0,5.6,0.5,0.3,0.7,1.0,2.3
125,Tommaso Laquintana,0,TRIE,31,16.8,6.3,2.6,6.6,390,0.8,2.4,320,0.4,0.8,500,0.5,1.8,2.3,1.6,0.7,0.0,1.6,1.7
126,Vladimir Micov,0,MIL,17,18.2,6.3,2.1,5.5,376,0.6,2.2,263,1.6,2.1,750,0.3,1.4,1.7,1.5,0.4,0.0,1.0,1.6
127,Alessandro Pajola,0,BOL,29,19.4,6.3,2.2,4.3,508,0.9,2.1,433,1.0,1.4,667,0.6,2.2,2.7,3.4,1.6,0.2,1.5,2.4
128,Matteo Chillo,0,TREV,31,19.4,6.2,2.2,4.5,500,0.6,1.6,353,1.2,1.7,698,1.0,2.2,3.2,0.8,0.6,0.1,0.8,2.6
129,Giordano Bortolani,0,BRE,26,11.8,6.2,2.1,4.4,482,1.0,2.3,441,1.0,1.1,893,0.3,0.9,1.2,0.5,0.2,0.1,0.7,1.1
130,Josh Adams,0,BOL,32,15.8,6.2,2.2,5.9,378,1.1,3.3,327,0.6,0.7,870,0.3,1.3,1.5,1.3,0.7,0.2,1.1,1.5
131,Ousman Krubally,0,NBB,27,17.0,6.1,2.1,3.5,611,0.0,0.1,0,1.9,2.9,649,1.5,2.9,4.4,0.7,0.6,0.2,1.0,1.9
132,Luca Vitali,0,BRE,24,21.5,6.1,2.3,5.4,426,0.7,2.5,267,0.8,0.9,909,0.3,1.4,1.6,4.9,0.7,0.0,1.9,2.2
133,Maarty Leunen,0,CAN,26,25.8,6.1,1.9,4.6,420,1.3,3.5,385,0.9,1.1,821,0.6,4.7,5.3,3.8,0.6,0.1,1.6,2.2
134,Awudu Abass,0,BOL,36,17.5,6.0,2.1,5.0,411,0.6,2.2,269,1.3,1.6,842,0.6,2.2,2.9,0.8,0.6,0.3,0.8,1.4
135,Matteo Fantinelli,0,BOL,22,25.6,5.9,2.5,5.0,505,0.3,1.2,269,0.6,0.8,722,0.7,3.1,3.9,4.7,1.0,0.3,1.3,2.6
136,Henri Drell,0,PES,24,16.6,5.8,2.1,4.5,459,0.8,1.9,400,0.9,1.5,611,0.7,1.8,2.5,0.5,0.4,0.3,0.6,2.0
137,Brian Sacchetti,0,BRE,26,21.2,5.7,1.5,3.3,453,0.8,2.0,423,1.8,2.1,870,1.1,2.3,3.3,1.5,0.7,0.0,1.0,2.0
138,Jeffrey Carroll,0,TREV,14,20.5,5.6,2.2,5.9,373,0.7,4.0,179,0.5,0.9,583,0.6,2.1,2.6,0.9,0.7,0.1,0.4,1.4
139,Toto Forray,0,TREN,29,20.3,5.6,1.9,5.8,325,0.7,2.4,296,1.1,1.4,775,0.8,1.8,2.7,2.2,1.1,0.1,1.0,2.8
140,Niccolo De Vico,0,VAR,18,20.3,5.5,1.6,4.6,349,1.1,3.4,328,1.2,1.4,808,1.3,2.5,3.8,0.8,0.6,0.0,0.4,2.4
141,Julyan Stone,0,VEN,34,22.6,5.5,2.0,5.0,396,1.3,3.6,347,0.3,0.5,588,1.1,4.5,5.6,2.3,1.0,0.4,1.0,2.4
142,Mattia Udom,0,NBB,30,15.6,5.4,2.0,4.2,484,0.6,1.8,358,0.7,1.3,579,1.5,2.8,4.3,0.8,0.6,0.1,1.0,1.7
143,Stefan Markovic,0,BOL,33,23.0,5.4,2.0,4.4,451,0.9,2.8,337,0.5,0.8,680,0.5,3.0,3.6,4.4,1.3,0.2,1.7,2.1
144,Trent Lockett,0,TREV,12,17.8,5.3,2.0,5.4,369,0.5,2.1,240,0.8,1.0,833,1.0,2.5,3.5,1.3,0.8,0.1,0.8,1.6
145,Paul Eboua,0,PES,6,13.0,5.2,1.2,2.7,438,0.5,1.2,429,2.3,3.0,778,0.5,1.0,1.5,0.2,0.0,0.2,0.8,2.2
146,Toni Katic,0,SAS,25,15.8,5.2,1.8,3.4,518,0.5,1.2,419,1.1,1.2,966,0.2,1.0,1.2,1.9,0.7,0.0,1.0,1.7
147,Amar Alibegovic,0,BOL,37,13.2,5.1,2.0,4.3,462,0.5,1.4,373,0.6,0.9,719,1.1,2.4,3.4,0.6,0.2,0.1,0.7,1.6
148,Giovanni De Nicolao,0,VAR,26,13.4,4.7,1.8,4.2,440,0.4,1.3,324,0.5,0.7,778,0.5,1.3,1.8,1.5,0.5,0.0,1.2,2.3
149,Anthony Morse,0,VAR,26,13.0,4.4,1.7,3.3,500,0.0,0.0,0,1.1,1.9,571,1.6,1.8,3.4,0.2,0.2,0.3,0.6,2.2
150,Matteo Da Ros,0,TRIE,28,20.9,4.4,1.8,3.9,445,0.4,1.1,344,0.5,1.0,481,0.4,3.0,3.4,1.9,0.6,0.3,1.0,2.1
151,Riccardo Moraschini,0,MIL,35,16.3,4.3,1.5,3.4,454,0.4,1.1,395,0.8,1.0,824,0.2,2.8,3.0,1.5,0.5,0.0,1.1,1.3
152,Amedeo Tessitori,0,BOL,23,9.3,4.3,1.7,3.0,557,0.0,0.0,0,0.9,1.5,618,0.7,1.3,2.1,0.5,0.3,0.2,0.5,1.7
153,Jordan Philippe Bayehe,0,CAN,28,15.8,4.3,1.6,3.5,449,0.0,0.2,0,1.1,1.8,608,0.9,2.0,2.9,0.4,0.5,0.5,0.7,2.6
154,Alessandro Zanelli,0,NBB,31,16.6,4.1,1.2,3.2,364,0.8,2.3,357,1.0,1.0,1.00,0.2,2.0,2.2,1.8,0.5,0.0,0.8,1.2
155,Tyler Cheese,0,TREV,3,11.0,4.0,1.0,2.0,500,0.7,1.3,500,1.3,1.3,1.00,0.0,0.0,0.0,0.3,0.7,0.0,0.7,2.3
