#,Player,MVP,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
1,Lynn Greer,1,SS,40,29.1,22.6,6.5,12.6,511,2.4,5.0,483,7.3,8.0,913,0.6,1.6,2.2,3.3,1.4,0.1,3.4,2.7
2,Luis Flores,0,ROS,11,31.8,20.7,7.3,16.3,447,1.4,4.2,326,4.8,5.5,869,1.0,2.6,3.6,2.1,1.9,0.4,4.4,3.6
3,David Blu,0,BOL,30,35.4,20.2,7.4,16.4,451,2.4,6.0,408,3.0,3.6,832,1.5,3.5,5.0,1.0,1.6,0.1,2.3,1.8
4,Joe Crispin,0,TER,34,30.4,19.9,6.6,15.2,436,3.2,8.8,366,3.4,4.0,859,0.5,2.2,2.7,2.8,0.7,0.0,3.1,2.6
5,Damon Williams,0,BEI,38,33.7,18.6,6.5,14.9,433,1.3,4.3,296,4.4,5.9,747,2.4,4.9,7.3,2.6,2.3,0.6,3.1,2.5
6,Delonte Holland,0,TER,34,32.4,18.6,7.1,14.6,486,0.7,2.9,253,3.7,5.0,737,1.9,3.7,5.6,1.8,1.3,0.1,2.9,2.6
7,Keith Carter,0,ORL,31,35.5,18.2,6.3,12.9,484,2.3,6.0,380,3.4,4.2,814,1.0,3.3,4.3,1.8,2.9,0.1,2.4,3.2
8,David Young,0,AVE,31,31.4,18.1,6.1,15.3,400,2.0,6.3,318,3.9,5.4,735,1.8,1.3,3.1,1.3,2.0,0.0,3.3,2.8
9,Rimantas Kaukenas,0,SANA,36,29.0,17.7,5.5,11.2,494,1.7,3.9,437,4.9,5.7,868,0.9,1.6,2.5,2.5,2.1,0.2,3.4,2.8
10,David Hawkins,0,ROM,42,31.0,17.5,6.4,12.7,505,1.2,4.1,295,3.4,4.4,763,1.5,3.0,4.5,2.1,3.4,0.2,2.2,2.6
11,Terrell McIntyre,0,REG,31,34.5,16.9,5.2,11.7,442,3.0,7.0,429,3.5,4.2,824,0.7,2.1,2.7,4.3,2.4,0.0,2.5,2.8
12,Kebu Stewart,0,CAN,32,32.4,16.5,5.6,9.3,595,0.0,0.0,0,5.4,7.8,698,5.4,6.3,11.8,1.0,1.4,0.2,3.9,2.5
13,Jelani McCoy,0,VRC,16,32.6,16.4,7.2,11.9,602,0.1,0.1,1.00,1.9,6.0,323,3.1,7.8,10.9,1.4,2.1,1.3,4.9,3.3
14,Joe Smith,0,BEI,38,32.1,16.2,4.7,11.4,408,3.1,7.6,408,3.8,4.7,799,0.7,1.7,2.4,2.6,1.4,0.1,1.8,3.2
15,Ellis Myles,0,VRC,12,35.1,15.9,5.5,9.6,574,0.3,1.2,214,4.7,7.3,644,3.8,6.5,10.3,1.8,3.2,0.4,4.3,3.6
16,Marque Perry,0,ORL,34,33.8,15.8,5.5,12.8,431,1.1,2.9,367,3.7,4.5,817,0.7,2.8,3.5,3.0,1.4,0.0,3.4,2.7
17,Vincent Yarbrough,0,VRC,26,36.3,15.8,5.6,12.6,446,3.0,7.6,391,1.6,2.5,641,1.8,4.3,6.1,2.0,2.2,0.7,3.3,2.9
18,Jason Capel,0,ROS,19,34.5,15.7,5.3,10.7,493,0.8,3.0,281,4.4,5.6,776,2.1,5.5,7.6,1.7,1.6,0.1,2.3,2.8
19,Jerome Allen,0,PAU,30,31.2,15.7,5.0,11.7,429,2.0,5.8,351,3.7,4.7,775,0.6,3.1,3.7,2.9,1.4,0.0,2.2,1.6
20,Kyle Hill,0,PAU,37,31.2,15.6,5.2,12.9,406,2.4,6.9,341,2.8,3.8,748,0.7,2.4,3.1,2.7,1.8,0.1,2.6,2.1
21,Dejan Bodiroga,0,ROM,41,32.6,15.6,5.4,10.4,521,1.0,2.5,413,3.6,4.9,745,1.1,4.6,5.7,2.1,1.6,0.0,2.2,2.8
22,Brandon Brown,0,AVE,34,32.5,15.2,5.8,11.0,525,0.8,3.1,248,2.9,4.6,627,3.6,4.8,8.4,1.6,2.9,0.4,2.1,2.7
23,Chevon Troutman,0,LIV,34,26.9,15.0,5.6,9.0,627,0.1,0.5,250,3.6,5.8,622,2.8,4.4,7.2,1.0,2.3,0.4,3.0,3.6
24,Vassil Evtimov,0,ORL,14,32.5,14.8,6.0,9.8,613,0.0,0.1,0,2.8,5.1,542,3.9,9.7,13.6,2.0,2.2,0.3,3.1,2.9
25,Georgios Diamantopoulos,0,ROS,9,28.4,14.8,4.9,9.8,500,1.4,2.8,520,3.6,4.8,744,1.3,1.6,2.9,0.7,1.9,0.1,1.0,2.4
26,Ramunas Siskauskas,0,TREV,39,31.2,14.8,4.8,9.6,500,1.6,4.0,406,3.6,4.3,832,1.2,2.6,3.7,1.8,1.9,0.2,1.8,2.4
27,Jack Martinez,0,ROS,33,33.0,14.7,6.0,13.4,450,0.2,0.8,250,2.4,3.9,617,4.5,8.0,12.5,1.1,1.8,0.5,2.7,2.8
28,DeJuan Collins,0,VAR,34,31.6,14.6,4.8,10.5,454,0.8,3.1,255,4.3,5.2,820,0.9,3.0,3.9,2.9,2.2,0.4,3.6,2.7
29,Lewis Sims,0,TER,12,27.3,14.6,5.7,12.9,439,0.8,3.5,214,2.5,3.3,769,2.0,3.8,5.8,1.3,0.9,0.3,2.2,2.3
30,Preston Shumpert,0,MIL,38,28.2,14.4,5.7,11.4,497,1.6,3.7,429,1.6,2.2,694,1.2,3.4,4.7,1.4,1.9,0.2,1.7,2.4
31,Aleksandar Capin,0,VRC,30,31.9,14.3,4.9,12.4,394,2.0,6.3,319,2.6,3.0,857,0.7,2.0,2.7,2.9,1.3,0.0,2.6,2.0
32,Luke Recker,0,LIV,34,29.6,14.3,4.7,11.0,432,3.1,7.6,407,1.7,2.1,831,0.9,2.1,3.0,0.8,2.0,0.1,2.0,2.4
33,Ansu Sesay,0,SS,40,32.1,14.1,5.6,10.8,515,1.2,3.2,375,1.8,2.4,740,1.5,4.7,6.2,0.9,1.2,0.7,2.1,3.3
34,Drew Nicholas,0,TREV,47,30.8,14.1,4.5,10.5,429,2.2,5.4,404,2.9,3.9,739,0.4,2.9,3.4,2.8,1.2,0.1,2.4,2.6
35,Massimo Bulleri,0,MIL,38,27.4,14.0,4.3,10.2,425,1.6,4.7,337,3.7,4.5,826,0.4,2.1,2.5,2.9,2.0,0.1,2.6,3.2
36,Daniele Cavaliero,0,ROS,19,33.6,13.7,4.4,10.3,426,2.6,6.3,420,2.4,3.3,726,0.6,1.1,1.7,3.2,1.8,0.0,2.8,3.2
37,Rowan Barrett,0,CAN,33,26.8,13.7,4.6,11.2,414,2.5,6.5,379,2.0,2.5,805,0.6,2.1,2.7,1.1,1.0,0.1,1.8,3.1
38,A.J. Guyton,0,VRC,27,29.6,13.3,4.7,11.2,417,2.2,6.3,347,1.7,2.4,723,0.3,1.3,1.6,1.4,1.0,0.1,1.6,2.3
39,Dante Calabria,0,MIL,39,28.7,13.2,4.3,9.4,457,2.7,5.9,450,1.9,2.4,817,0.4,3.8,4.3,2.3,1.7,0.0,1.6,2.4
40,Marco Belinelli,0,BOL,47,27.7,13.2,4.5,10.2,438,2.8,6.9,410,1.4,1.9,782,0.4,0.8,1.3,1.7,1.4,0.0,1.4,2.4
41,Marlon Garnett,0,VAR,32,31.7,13.0,4.8,10.6,454,2.3,5.8,397,1.1,1.4,778,0.2,1.3,1.5,1.2,1.0,0.1,2.1,1.3
42,Michel Morandais,0,SS,42,30.9,12.7,4.2,10.1,421,2.0,5.0,395,2.2,2.8,790,0.6,4.5,5.0,1.3,1.5,0.6,2.2,2.6
43,Kendrick Johnson,0,BEI,6,28.0,12.7,4.2,10.5,397,2.2,6.2,351,2.2,2.8,765,0.5,1.3,1.8,2.7,1.2,0.0,2.5,2.5
44,Kristaps Janicenoks,0,ORL,34,29.8,12.6,4.1,9.3,442,1.6,4.6,359,2.8,3.7,740,0.6,2.2,2.8,1.4,1.8,0.1,1.9,2.6
45,Patricio Prato,0,AVE,21,23.2,12.6,4.1,8.5,486,0.4,1.7,250,3.9,4.7,837,1.0,2.1,3.0,1.6,2.3,0.0,3.2,3.1
46,Christian Drejer,0,BOL,33,22.5,12.6,3.8,8.3,456,1.5,3.8,387,3.6,4.2,855,0.7,2.5,3.2,2.3,1.5,0.3,2.3,3.4
47,Sani Becirovic,0,BOL,46,22.7,12.5,3.6,8.7,411,1.3,3.7,360,4.0,4.8,833,0.7,2.2,3.0,2.6,1.1,0.0,2.2,2.7
48,Dusan Vukcevic,0,BOL,17,27.6,12.5,3.8,9.6,399,2.1,5.4,385,2.8,3.3,839,0.2,3.0,3.2,3.2,1.3,0.2,2.1,2.1
49,Marcus Goree,0,TREV,46,30.7,12.4,4.8,9.4,510,0.6,1.5,366,2.3,3.4,675,2.7,5.5,8.2,1.2,1.4,1.1,1.7,2.5
50,Ricky Minard,0,REG,31,26.7,12.4,4.6,11.1,420,0.6,2.5,260,2.5,3.4,724,0.9,2.5,3.4,1.5,2.1,0.2,1.5,2.6
51,Antonio Porta,0,LIV,34,29.4,12.0,3.9,8.9,441,0.8,3.0,252,3.4,4.2,799,0.4,3.2,3.6,4.3,1.5,0.1,3.4,2.3
52,Andrea Bargnani,0,TREV,47,24.4,12.0,4.1,8.5,483,1.4,3.6,399,2.3,2.9,790,1.7,3.9,5.6,0.6,1.4,1.3,1.8,3.2
53,Brett Blizzard,0,REG,21,25.8,11.9,4.0,9.0,447,2.0,5.0,387,2.0,2.5,774,0.3,2.3,2.7,2.0,1.6,0.0,1.5,2.0
54,Tony Bobbitt,0,AVE,19,21.3,11.8,3.9,10.5,372,2.4,7.0,346,1.6,2.0,789,0.4,2.0,2.4,2.0,2.1,0.2,2.2,3.4
55,Paul McPherson,0,LIV,33,26.3,11.7,4.5,8.8,514,0.4,1.2,300,2.2,3.1,725,0.9,2.4,3.3,1.6,1.7,0.2,2.9,3.1
56,Thabo Sefolosha,0,BEI,34,30.2,11.6,4.4,9.2,475,1.0,2.6,382,1.8,2.8,646,2.2,4.8,7.0,2.4,1.9,0.5,2.6,3.0
57,Jamel Thomas,0,SANA,24,23.4,11.6,4.3,9.3,466,1.8,4.3,422,1.1,1.5,771,1.5,3.0,4.6,1.0,1.2,0.1,2.0,2.0
58,Dusan Jelic,0,ORL,18,26.4,11.4,4.4,9.1,491,0.4,1.1,350,2.2,2.9,750,1.6,4.8,6.4,1.5,1.3,0.5,2.4,3.8
59,Glenn Sekunda,0,PAU,36,26.5,11.4,4.1,9.6,429,1.2,3.4,344,2.0,2.6,783,1.4,3.9,5.3,0.9,1.1,0.2,2.2,2.6
60,Joseph Blair,0,MIL,37,29.3,11.4,4.4,7.0,631,0.0,0.1,333,2.5,4.6,532,3.1,5.3,8.4,1.0,1.7,0.5,2.2,2.2
61,Matteo Malaventura,0,ROS,34,32.7,11.3,4.0,10.3,393,1.8,5.9,299,1.5,1.7,864,1.1,2.1,3.2,1.8,1.4,0.0,1.2,2.2
62,Jacob Jaacks,0,PAU,33,25.6,11.1,4.5,7.6,591,0.4,1.3,295,1.7,3.2,524,2.5,5.2,7.7,0.7,1.8,0.5,2.7,3.6
63,Pervis Pasco,0,TER,34,29.0,11.1,4.3,7.3,587,0.0,0.1,0,2.6,5.6,460,3.9,6.1,10.0,0.7,2.3,1.1,1.6,3.5
64,Marko Tusek,0,ROM,32,27.7,11.0,3.8,8.9,425,1.5,4.5,331,1.9,2.6,756,1.5,3.7,5.2,0.7,1.5,0.0,1.5,2.6
65,Fabio Di Bella,0,BOL,34,22.3,10.9,3.3,6.7,489,0.7,2.0,368,3.6,4.8,750,0.7,1.6,2.3,2.8,2.4,0.1,2.6,3.5
66,Joey Beard,0,REG,30,26.1,10.9,4.5,7.1,632,0.0,0.0,0,2.0,3.4,584,2.4,4.3,6.7,1.1,1.8,0.1,2.1,3.5
