#,Squadra,Giocate,Min,Totale,Media,40 Min
1,"(1987) 
Divarese Varese",30,6100,2661,32.9,32.9
2,"(1998) 
Pepsi Rimini",26,5225,1897,32.3,32.3
3,"(1989) 
Paini Napoli",30,6000,2644,36.4,36.4
4,"(1998) 
Polti Cantu'",26,5075,1818,33.1,33.1
5,"(1987) 
Dietor Bologna",30,6075,2687,36,36
6,"(1992) 
Stefanel Trieste",30,6000,2393,32.3,32.3
7,"(1988) 
Allibert Livorno",30,5825,2613,35.1,35.1
8,"(1988) 
Vismara Cantu'",30,5825,2686,32.4,32.4
9,"(1996) 
Benetton Treviso",26,5225,1967,34.1,34.1
10,"(1992) 
Philips Milano",30,6025,2545,32.8,32.8
11,"(1988) 
Divarese Varese",30,6000,2442,38.7,38.7
12,"(1996) 
Fontanafredda Siena",26,5225,2020,35.9,35.9
13,"(1989) 
A. Ranger Varese",30,6025,2766,34.3,34.3
14,"(1988) 
Paini Napoli",30,5800,2505,39.5,39.5
15,"(1996) 
Polti Cantu'",26,5250,2038,33.2,33.2
16,"(1999) 
Telit Trieste",30,6025,2211,33.7,33.7
17,"(1996) 
Stefanel Milano",26,5200,2002,34.6,34.6
18,"(1990) 
Stefanel Trieste",30,6050,2504,36.1,36.1
19,"(1997) 
Mash J. Verona",26,5225,1993,33.6,33.6
20,"(1997) 
Pepsi Rimini",26,5200,1938,34.6,34.6
21,"(1997) 
Kinder Bologna",26,5225,1795,34.9,34.9
22,"(1990) 
Philips Milano",30,6025,2679,32.9,32.9
23,"(1987) 
S. Benedetto Torino",30,6000,2740,36.5,36.5
24,"(1996) 
Teamsystem Bologna",26,5225,1932,35.3,35.3
25,"(1998) 
S.D.A.G. Gorizia",26,5250,2037,36.7,36.7
26,"(1997) 
Benetton Treviso",26,5200,1873,36.4,36.4
27,"(1999) 
Adecco Milano",30,6075,2334,38.2,38.2
28,"(1990) 
S. Clear Cantu'",30,6050,2644,32.7,32.7
29,"(1987) 
Wuber Napoli",30,6100,2746,36.2,36.2
30,"(1987) 
Irge Desio",30,6050,2684,43.4,43.4
31,"(1997) 
Calze Pompea Roma",26,5250,1943,33.8,33.8
32,"(1999) 
Ducato Siena",30,6075,2068,33.1,33.1
33,"(1989) 
Viola Reggio Calabria",30,6050,2598,38.7,38.7
34,"(1991) 
Stefanel Trieste",30,6025,2418,37.5,37.5
35,"(1994) 
Benetton Treviso",32,6425,2537,33.6,33.6
36,"(1998) 
Zucchetti R.Emilia",26,5300,2097,35.1,35.1
37,"(1998) 
Kinder Bologna",26,5225,1776,36.4,36.4
38,"(1998) 
Teamsystem Bologna",26,5200,1817,34.9,34.9
39,"(1987) 
Allibert Livorno",30,6050,2589,37.1,37.1
40,"(1987) 
Banco Roma",30,6025,2721,36.3,36.3
41,"(1990) 
Il Messaggero Roma",30,6020,2671,35.8,35.8
42,"(1989) 
Vismara Cantu'",30,6000,2586,37.1,37.1
43,"(1991) 
Scavolini Pesaro",30,6000,2458,37.1,37.1
44,"(1997) 
Teamsystem Bologna",26,5225,1988,33.3,33.3
45,"(1998) 
Benetton Treviso",26,5250,1866,36,36
