#,Player,MVP,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
59,Lubos Barton,0,ROM,31,27.4,11.8,3.9,7.9,500,2.0,4.3,477,1.9,2.6,750,1.5,4.6,6.1,0.6,1.9,0.2,1.4,2.5
60,Miljan Goljovic,0,TRIE,8,25.9,11.5,3.3,7.8,419,1.4,3.8,367,3.6,4.4,829,0.6,2.3,2.9,0.5,1.3,0.0,1.8,2.1
61,Melvin Sanders,0,VAR,11,20.0,11.5,4.5,10.2,438,1.4,4.0,341,1.2,1.7,684,1.5,1.5,3.0,0.9,1.6,0.0,1.8,2.2
62,Kyle Hill,0,BEI,21,23.2,11.4,3.8,8.8,432,2.3,5.9,390,1.5,2.0,744,0.5,1.6,2.0,1.8,1.3,0.3,1.3,1.8
63,Luca Garri,0,LIV,34,30.3,11.4,4.0,8.3,484,1.1,3.1,371,2.3,3.2,713,1.8,5.0,6.8,0.8,2.1,0.9,2.8,3.1
64,Michael Hicks,0,PAU,34,26.3,11.4,4.3,7.9,546,0.6,1.7,368,2.1,2.8,777,1.4,3.4,4.9,0.9,2.1,0.5,2.6,3.6
65,Carlos Delfino,0,BOL,41,27.9,11.2,3.9,9.3,419,1.3,3.9,323,2.1,3.0,710,1.1,4.3,5.3,1.5,2.0,0.1,1.8,1.8
66,Sasa Djordjevic,0,PES,37,23.8,11.2,3.3,7.2,453,1.8,4.4,417,2.8,3.2,875,0.3,1.4,1.7,2.0,1.1,0.0,2.3,3.0
67,Billy Keys,0,ROS,15,30.0,11.1,3.8,8.8,432,1.7,4.3,385,1.9,2.8,667,0.5,2.1,2.7,3.3,1.4,0.0,2.5,3.4
68,Alessandro De Pol,0,VAR,34,27.8,11.1,3.4,7.4,454,0.7,2.1,329,3.7,4.7,799,1.7,4.5,6.3,0.8,2.0,0.1,2.1,2.8
69,Cory Alexander,0,ROM,13,26.7,11.1,3.8,8.2,462,2.0,4.2,473,1.5,2.2,714,0.5,2.6,3.2,2.8,1.9,0.1,2.5,3.0
70,Matteo Soragna,0,BEI,34,32.9,11.1,4.0,8.1,500,1.3,3.4,391,1.7,2.1,803,0.4,2.4,2.9,2.6,2.3,0.1,2.1,2.9
71,Harold Jamison,0,AVE,32,27.3,11.0,4.4,7.4,595,0.0,0.0,0,2.2,4.2,526,2.9,3.5,6.4,0.6,2.4,0.1,3.3,3.6
72,Rod Sellers,0,MIL,34,27.2,11.0,4.0,7.7,523,0.0,0.1,0,2.9,3.9,756,2.9,3.9,6.8,0.5,1.3,0.2,2.5,3.3
73,Rodney Elliott,0,PES,40,30.0,10.9,3.8,8.1,475,1.9,4.3,444,1.4,1.9,743,1.2,4.7,5.8,0.7,1.3,0.2,2.1,3.6
74,Vincent Yarbrough,0,MESS,10,24.6,10.9,4.0,8.7,460,1.4,3.5,400,1.5,1.8,833,0.5,3.5,4.0,2.6,1.5,0.4,2.4,2.1
75,Massimo Bulleri,0,TREV,26,23.8,10.9,3.5,7.7,460,1.2,3.2,357,2.7,3.2,821,0.3,2.3,2.6,1.3,1.5,0.1,1.6,2.3
76,Doremus Bennerman,0,ROM,18,25.4,10.8,3.3,6.9,480,1.7,3.8,456,2.4,2.7,898,0.2,1.2,1.4,1.3,0.6,0.1,1.3,2.4
77,Mihalis Kakiouzis,0,SANA,42,21.3,10.8,4.1,7.3,567,1.0,2.5,383,1.6,1.9,825,1.5,3.2,4.8,0.7,1.5,0.2,1.1,1.7
78,Beno Udrih,0,MIL,16,25.8,10.8,4.2,7.9,532,0.9,2.1,424,1.6,1.7,926,0.2,1.6,1.8,2.3,1.5,0.0,2.5,2.9
79,Marquis Estill,0,MESS,25,24.4,10.8,4.4,7.1,618,0.0,0.4,111,1.9,3.2,600,2.6,5.2,7.8,0.8,1.3,1.0,2.6,2.8
80,Brooks Sales,0,BEI,33,29.1,10.5,3.9,8.2,472,0.8,1.8,450,1.9,2.8,667,2.1,5.4,7.5,1.0,1.1,0.8,2.8,3.8
81,Nate Green,0,AVE,31,26.4,10.5,3.5,8.1,437,0.4,1.9,220,2.9,4.2,700,0.5,2.8,3.3,1.8,3.9,0.4,2.5,2.8
82,Paolo Conti,0,VAR,25,21.1,10.3,3.9,7.1,551,0.2,0.6,400,2.2,2.7,824,0.8,3.2,4.1,0.8,1.0,0.4,1.8,2.8
83,Titus Ivory,0,VRC,34,24.6,10.3,3.0,7.6,392,1.2,3.7,315,3.1,3.9,803,1.1,1.7,2.9,1.1,2.3,0.1,1.9,3.1
84,Andrea Meneghin,0,VAR,22,27.4,10.1,3.1,7.6,411,2.1,5.3,397,1.8,2.2,796,0.3,2.4,2.7,1.1,2.5,0.1,1.9,3.7
85,Bennett Davison,0,SS,36,26.8,10.0,4.1,7.3,553,0.4,1.0,371,1.6,2.1,747,2.4,3.6,6.0,0.7,1.9,0.5,1.7,2.7
86,Matjaz Smodis,0,BOL,38,22.7,9.8,3.7,6.8,547,0.8,2.1,395,1.5,2.1,744,1.6,3.0,4.6,0.6,1.3,0.3,1.4,3.4
87,Francesco Vescovi,0,VAR,35,26.1,9.7,3.6,7.6,472,1.0,2.9,333,1.5,2.0,743,0.6,1.8,2.4,1.8,1.2,0.1,2.2,2.6
88,Robert Fultz,0,ROS,18,28.8,9.6,3.3,6.7,492,1.4,3.4,403,1.7,2.2,750,0.2,1.7,1.8,4.7,1.4,0.0,2.7,2.2
89,Denis Marconato,0,TREV,39,25.4,9.5,3.8,6.1,620,0.1,0.1,400,1.9,2.6,745,2.1,4.6,6.7,0.4,1.4,0.9,1.6,2.7
90,Kresimir Loncar,0,TER,20,20.0,9.5,3.8,6.4,594,0.1,0.6,182,1.8,2.8,643,2.1,3.7,5.8,0.5,1.5,0.3,1.5,2.4
91,Dragan Ceranic,0,VAR,13,22.4,9.5,3.5,7.2,495,0.0,0.2,0,2.4,3.5,674,3.5,3.6,7.2,0.8,1.4,0.5,2.6,3.0
92,Hanno Mottola,0,BOL,40,22.3,9.3,3.4,6.9,498,0.4,1.4,268,2.1,2.5,822,1.2,3.2,4.4,0.8,1.4,0.4,2.2,3.3
93,Michael Andersen,0,SS,39,26.5,9.3,3.9,7.0,553,0.0,0.1,0,1.5,2.4,628,2.2,4.3,6.5,0.6,1.4,0.5,1.5,2.9
94,Damien Ronald Ryan,0,AVE,30,20.8,9.2,3.2,7.8,409,2.0,4.8,414,0.8,1.0,862,0.3,1.4,1.7,0.8,1.2,0.0,0.7,2.4
95,Raheim Brown,0,LIV,25,25.0,9.2,3.8,7.6,505,1.0,2.9,329,0.5,0.9,565,1.7,3.2,4.8,0.3,0.8,0.5,1.8,2.6
96,Shawnelle Scott,0,TER,19,25.1,9.2,3.9,6.4,612,0.3,0.8,375,1.1,2.6,400,3.4,4.1,7.5,0.5,1.0,0.5,2.0,3.5
97,Juan Manuel Moltedo,0,ROS,8,25.8,9.1,2.6,7.4,356,0.9,3.4,259,3.0,4.5,667,0.8,2.4,3.1,1.9,1.6,0.0,1.1,1.6
98,Jermaine Jackson,0,TREV,23,26.8,8.9,2.8,5.7,496,0.7,1.9,395,2.5,3.3,740,0.3,1.9,2.2,2.3,1.7,0.0,1.9,1.9
99,Aaron Mitchell,0,TRIE,31,24.7,8.8,3.0,7.4,406,1.5,4.1,367,1.3,1.6,820,0.4,2.3,2.6,0.9,2.0,0.1,1.7,3.1
100,David Andersen,0,SANA,42,19.0,8.8,2.9,5.5,530,0.0,0.1,0,3.0,4.0,738,1.4,3.4,4.8,0.6,1.3,0.5,2.0,2.5
101,Roberto Casoli,0,TRIE,31,25.2,8.8,3.2,7.0,454,0.8,2.6,300,1.6,2.8,586,1.2,3.1,4.2,0.7,1.3,0.2,2.3,3.2
102,Bud Eley,0,PES,36,23.7,8.7,3.6,6.6,548,0.0,0.1,0,1.4,2.5,549,2.0,3.9,5.9,0.6,1.7,1.2,1.9,3.7
103,Nicolas Mazzarino,0,VRC,31,20.9,8.5,2.7,5.8,475,1.8,4.2,423,1.3,1.5,830,0.4,1.1,1.5,0.8,1.1,0.0,1.0,1.5
104,Jay Larranaga,0,ROM,4,21.8,8.5,3.0,6.3,480,2.0,4.5,444,0.5,0.5,1.00,0.8,1.0,1.8,1.0,0.5,0.3,0.8,3.3
105,Stefano Rajola,0,TER,19,20.2,8.4,2.4,4.9,489,0.8,2.1,400,2.7,3.3,825,0.7,1.8,2.5,2.4,1.7,0.0,1.4,2.4
106,Michele Mian,0,PAU,33,26.7,8.4,2.8,5.2,538,1.4,2.7,511,1.5,1.6,889,0.5,1.0,1.4,1.1,0.9,0.0,1.3,2.0
107,Daniel Farabello,0,VAR,34,20.1,8.4,2.6,5.6,458,1.3,3.3,389,1.9,2.2,892,0.5,1.6,2.1,2.1,2.7,0.1,1.5,2.5
108,Thomas Van Den Spiegel,0,BOL,29,19.0,8.3,3.1,4.8,640,0.0,0.0,0,2.2,3.3,660,2.3,3.1,5.4,0.3,1.1,0.7,1.7,3.3
109,Roberto Chiacig,0,SANA,40,17.6,8.3,3.1,5.0,610,0.0,0.0,0,2.2,4.1,531,1.9,3.3,5.2,0.9,1.1,0.6,1.5,1.8
110,A.J. Guyton,0,BOL,21,20.2,8.0,2.9,6.0,480,1.7,3.9,439,0.6,0.7,867,0.3,1.1,1.4,0.5,0.9,0.0,1.4,1.6
111,Simone Cotani,0,LIV,34,26.6,8.0,2.9,5.0,573,0.5,1.6,315,1.7,2.9,598,0.7,2.1,2.7,0.8,2.5,0.7,2.2,3.1
112,German Scarone,0,PES,41,19.0,8.0,2.5,5.9,425,1.3,3.4,388,1.7,1.9,872,0.4,1.7,2.1,1.0,1.3,0.0,1.8,2.5
113,Giacomo Galanda,0,SANA,43,21.2,7.8,2.8,5.8,484,1.0,2.7,362,1.3,1.6,806,1.3,2.8,4.0,0.8,1.1,0.3,1.4,3.0
114,Daniele Cavaliero,0,TRIE,30,21.2,7.8,2.2,5.5,400,1.1,3.3,337,2.3,3.0,775,0.2,1.2,1.3,1.6,1.4,0.0,2.4,2.3
115,Claudio Coldebella,0,MIL,33,30.5,7.8,2.4,6.1,390,1.2,3.5,333,1.9,2.2,875,0.7,2.8,3.5,2.5,1.8,0.0,1.5,3.5
116,Patrick Mutombo,0,MESS,20,21.6,7.8,3.1,7.0,446,1.0,2.5,408,0.6,0.6,917,0.5,1.4,1.8,0.3,0.6,0.2,1.0,2.3
117,Leonardo Busca,0,MESS,32,33.0,7.6,2.3,5.5,409,1.0,2.9,348,2.1,2.8,753,0.3,2.2,2.5,4.9,2.3,0.1,2.3,2.9
118,Sasa Markovic-Theodorakis,0,PAU,33,21.8,7.5,3.1,5.8,539,0.0,0.1,0,1.3,2.0,627,1.6,2.5,4.0,0.5,1.1,0.6,1.7,3.2
119,Shaun Stonerook,0,CAN,36,26.8,7.5,2.2,4.4,497,0.7,1.8,394,2.4,3.0,806,1.3,4.9,6.1,2.1,2.2,0.3,2.2,3.3
120,LaVell Blanchard,0,VRC,33,13.9,7.4,2.6,5.4,480,0.5,1.3,386,1.6,2.3,711,1.5,2.2,3.7,0.2,0.8,0.2,1.3,2.7
121,Dusan Vukcevic,0,SANA,40,17.1,7.4,2.6,5.9,439,1.1,2.9,376,1.1,1.4,778,0.4,1.2,1.6,1.0,0.8,0.1,1.2,1.8
122,Jacopo Giachetti,0,LIV,26,20.5,7.3,2.5,6.5,387,0.4,1.9,200,1.9,2.3,847,0.5,1.6,2.2,1.1,1.0,0.0,1.4,2.2
123,Mike Bernard,0,CAN,37,20.9,7.3,2.9,5.6,512,0.0,0.1,0,1.5,2.4,633,1.2,2.3,3.4,0.1,0.5,0.7,1.7,2.6
124,Milenko Topic,0,MIL,15,24.1,7.3,2.6,5.9,438,0.9,2.7,350,1.1,1.4,810,1.6,3.7,5.3,0.9,1.8,0.2,1.5,2.1
125,Benjamin Eze,0,VRC,34,22.4,7.2,3.0,5.1,583,0.0,0.1,250,1.2,2.5,488,2.4,3.4,5.8,0.1,1.4,1.5,2.4,2.8
126,Gianmarco Pozzecco,0,BOL,36,17.4,7.1,2.0,4.4,459,0.7,2.0,342,2.4,2.7,887,0.3,1.5,1.8,3.9,1.1,0.0,2.1,2.0
127,Haris Mujezinovic,0,BOL,12,18.6,7.1,2.2,3.8,565,0.1,0.4,200,2.7,4.2,640,2.5,1.6,4.1,0.3,1.4,0.1,1.9,3.8
128,Mario Gigena,0,MIL,33,14.0,6.8,2.1,4.5,463,1.0,2.5,407,1.6,1.8,885,0.6,0.8,1.4,0.5,1.2,0.0,1.0,1.4
129,Walter Santarossa,0,VRC,29,16.6,6.8,2.2,5.3,418,1.3,3.2,419,1.0,1.2,829,0.3,1.5,1.9,0.5,0.9,0.1,1.0,1.8
130,Albert Miralles,0,ROS,32,14.3,6.8,2.3,4.0,575,0.1,0.4,308,2.1,3.0,688,2.2,2.7,4.8,0.4,1.1,0.5,1.4,2.7
131,David Lamma,0,VRC,33,20.0,6.7,2.4,5.0,482,1.2,2.9,402,0.8,1.2,658,0.4,1.6,2.0,1.5,2.1,0.0,1.8,2.1
132,Rashard Griffith,0,ROM,26,23.4,6.7,2.9,4.6,625,0.0,0.0,0,0.9,2.1,436,1.8,4.2,6.1,1.5,1.2,0.5,2.8,3.0
133,Franko Nakic,0,LIV,10,13.6,6.6,2.3,5.6,411,0.9,2.8,321,1.1,1.4,786,0.9,0.7,1.6,0.3,0.3,0.0,1.4,2.6
134,Guilherme Giovannoni,0,TREV,38,17.1,6.5,2.4,4.6,523,1.0,2.2,458,0.7,0.9,722,0.6,2.1,2.7,0.9,0.6,0.1,1.1,2.2
135,Ian Lockhart,0,TER,15,29.4,6.5,2.5,5.4,469,0.4,1.8,222,1.0,1.7,577,3.2,6.3,9.5,0.8,1.0,0.1,1.5,3.5
136,Alessandro Cittadini,0,VRC,11,19.0,6.5,2.6,4.2,630,0.1,0.5,200,1.1,1.4,800,0.9,1.9,2.8,0.4,1.5,0.5,1.4,2.3
137,Federico Bolzonella,0,VAR,22,14.5,6.4,2.3,4.2,548,0.7,1.4,516,1.0,1.3,793,0.3,0.7,1.0,0.5,1.0,0.0,1.2,1.4
138,Marcelo Nicola,0,TREV,33,18.6,6.4,2.2,5.0,428,1.2,3.5,360,0.8,1.2,711,0.2,2.9,3.2,1.6,1.1,0.2,1.7,2.6
139,Sofoklis Schortsanitis,0,CAN,33,16.1,6.4,2.6,4.2,616,0.0,0.0,0,1.2,2.9,421,1.1,2.5,3.6,0.2,0.8,0.3,2.0,3.4
140,Andrea Michelori,0,BEI,34,19.9,6.4,1.9,4.6,423,0.2,0.7,261,2.3,3.2,716,2.0,2.1,4.2,0.9,1.6,0.3,1.5,2.7
141,Alex Righetti,0,ROM,25,19.1,6.3,2.2,5.8,379,0.8,2.4,317,1.2,1.5,763,0.8,1.3,2.1,0.4,1.3,0.0,1.1,2.6
142,Cristiano Zanus Fortes,0,VAR,20,17.2,6.3,2.6,4.8,537,0.0,0.0,0,1.2,1.6,750,1.5,2.1,3.5,0.7,1.9,0.3,1.7,3.3
143,Alessandro Frosini,0,PES,41,19.9,6.2,2.5,4.5,551,0.0,0.0,0,1.3,1.6,776,1.2,2.3,3.5,0.3,0.8,0.7,1.1,2.5
144,Corey Albano,0,SS,24,17.9,6.1,2.2,3.9,559,0.4,1.3,333,1.4,2.0,673,1.2,2.3,3.4,0.5,1.0,0.2,1.0,2.3
145,Marco Allegretti,0,VAR,24,15.2,6.1,2.1,4.5,472,1.0,2.0,479,0.9,1.3,656,0.3,1.0,1.3,0.5,0.5,0.3,0.7,1.3
146,Simone Berti,0,SANA,1,2.0,6.0,0.0,1.0,0,0.0,0.0,0,6.0,6.0,1.00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
147,Gianluca Lulli,0,TER,34,19.8,5.9,2.2,4.7,469,0.6,1.8,361,0.8,1.4,571,1.0,3.2,4.2,1.1,0.9,0.1,1.2,2.4
148,Rodolfo Rombaldoni,0,VRC,31,19.3,5.8,2.1,4.6,451,0.6,1.4,432,1.0,1.4,762,0.3,1.5,1.8,1.3,1.0,0.1,1.7,2.6
149,Joel Zacchetti,0,PAU,9,15.9,5.7,2.1,4.9,432,0.7,2.0,333,0.8,1.4,538,0.6,2.2,2.8,0.2,0.2,0.2,1.9,2.6
150,Mindaugas Zukauskas,0,SANA,43,19.3,5.6,1.9,4.1,463,0.9,2.4,356,1.0,1.2,808,0.5,1.5,2.0,1.3,1.1,0.1,1.3,2.7
151,Brett Eppeheimer,0,MESS,22,15.6,5.5,1.6,4.5,367,0.9,2.5,339,1.4,1.6,857,0.1,0.4,0.5,1.0,0.5,0.0,1.3,1.7
152,Stefano Mancinelli,0,BOL,37,12.6,5.5,2.3,3.7,628,0.2,0.7,296,0.6,1.3,468,1.1,1.7,2.8,0.4,0.7,0.3,0.5,2.2
153,Costas Maglos,0,MESS,26,14.4,5.3,2.3,3.8,590,0.0,0.0,0,0.8,1.7,467,1.2,2.5,3.7,0.3,0.5,0.3,1.1,2.4
154,Alessandro Tonolli,0,ROM,35,24.5,5.3,1.8,3.9,463,0.7,2.1,361,1.0,1.7,603,1.4,3.5,4.9,0.5,1.2,1.1,1.3,3.0
