#,Squadra,Giocate,Min,Totale,Media,40 Min
604,"(2019) 
Happy Casa Brindisi",21,4250,1776,71.4,71.4
605,"(2019) 
Carpegna Prosciutto Basket Pesaro",20,4025,1583,69.8,69.8
606,"(2019) 
Pompea Fortitudo Bologna",21,4225,1624,74.5,74.5
607,"(2019) 
Germani Basket Brescia",21,4200,1707,78.7,78.7
608,"(2019) 
Openjobmetis Varese",19,3825,1570,78.2,78.2
609,"(2019) 
Segafredo Virtus Bologna",20,4025,1719,66.9,66.9
610,"(2019) 
Virtus Roma",22,4425,1727,70.1,70.1
611,"(2019) 
Vanoli Cremona",20,4000,1627,70.5,70.5
612,"(2019) 
Allianz Pallacanestro Trieste",22,4425,1671,72,72
613,"(2019) 
Umana Reyer Venezia",21,4225,1638,72.9,72.9
614,"(2019) 
De'Longhi Treviso",21,4200,1620,76.5,76.5
615,"(2019) 
S.Bernardo-Cinelandia Cantù",20,4050,1533,71.8,71.8
616,"(2019) 
Dolomiti Energia Trentino",21,4225,1635,68.9,68.9
