#,Player,MVP,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
27,Linton Johnson,0,AVE,30,31.0,13.3,5.4,9.6,563,0.0,0.2,200,2.5,3.7,673,3.8,6.3,10.1,1.2,1.5,1.3,2.4,2.6
28,Dejan Ivanov,0,MON,32,28.6,13.1,4.9,10.0,492,0.4,1.6,275,2.8,4.1,682,4.1,4.2,8.2,1.3,1.3,0.2,2.2,1.7
29,Marcus Goree,0,TREV,18,32.1,13.1,4.9,10.4,476,1.5,3.1,482,1.7,2.3,732,1.8,3.6,5.4,1.5,1.1,0.3,1.6,1.7
30,Alessandro Gentile,0,TREV,10,27.0,12.8,4.3,10.2,422,1.4,4.6,304,2.8,3.5,800,0.9,3.4,4.3,1.5,1.3,0.4,2.3,2.7
31,Marko Milic,0,CRE,32,28.3,12.8,4.9,9.3,527,0.0,0.1,500,2.8,3.9,712,2.6,3.7,6.3,1.1,1.3,0.1,2.2,2.4
32,Malik Hairston,0,MIL,33,27.8,12.7,4.7,9.1,512,0.9,2.4,388,2.5,2.8,862,1.2,2.5,3.8,1.9,0.5,0.5,2.3,2.6
33,Ksystof Lavrinovic,0,SANA,29,21.0,12.6,4.7,8.4,564,0.7,1.9,375,2.4,3.1,780,1.7,3.8,5.4,1.2,0.6,0.4,1.8,1.3
34,Matt Janning,0,NCM,25,29.0,12.6,4.4,11.2,394,2.0,5.4,375,1.8,2.5,698,0.7,2.9,3.6,1.7,0.9,0.1,2.1,2.4
35,Ricky Minard,0,NCM,12,28.9,12.4,4.6,11.5,399,1.1,2.7,406,2.2,2.9,743,0.6,2.9,3.5,3.4,1.5,0.3,2.3,2.6
36,Chris Douglas-Roberts,0,BOL,34,27.0,12.3,4.9,10.3,473,0.9,2.6,322,1.7,2.2,763,0.5,2.5,3.0,0.7,0.6,0.5,1.7,2.3
37,Phil Goss,0,VAR,12,29.9,12.3,4.6,9.4,487,1.2,4.0,292,1.9,2.2,885,0.5,2.3,2.8,3.8,2.4,0.1,3.5,3.1
38,Dee Brown,0,TER,32,32.8,12.2,4.1,10.8,376,1.8,5.9,309,1.8,2.4,727,1.0,2.8,3.8,3.1,1.1,0.1,2.0,2.3
39,Szymon Szewczyk,0,VEN,35,26.7,12.0,4.5,8.4,536,1.2,3.1,393,1.9,2.4,788,1.7,4.0,5.7,1.0,0.5,1.1,2.4,3.6
40,Ron Slay,0,AVE,30,24.0,11.9,4.1,10.0,411,1.3,4.2,307,2.4,3.2,760,1.2,4.2,5.4,0.7,1.1,0.3,2.5,2.3
41,Jurica Golemac,0,AVE,30,28.7,11.8,4.2,9.0,465,1.0,2.9,341,2.4,3.3,720,0.9,3.9,4.8,2.4,1.4,0.4,4.0,3.3
42,Alvin Young,0,VEN,35,29.4,11.7,4.3,10.1,425,1.0,2.8,354,2.1,2.9,733,0.9,2.1,3.0,1.7,1.5,0.0,2.0,2.7
43,Viktor Sanikidze,0,BOL,33,32.7,11.7,4.2,9.1,457,1.2,3.9,305,2.2,3.5,632,2.6,8.3,11.0,1.4,1.1,0.9,1.9,2.1
44,Nihad Djedovic,0,ROM,25,26.7,11.6,4.4,8.6,514,0.8,2.3,362,1.8,2.6,719,1.1,2.8,3.8,1.6,1.1,0.1,2.6,2.0
45,Jumaine Jones,0,PES,41,32.2,11.6,3.9,9.1,421,1.8,5.0,361,2.2,2.7,820,1.4,5.6,7.0,1.6,1.2,0.4,2.9,2.3
46,Yannis Bourousis,0,MIL,43,19.0,11.6,4.2,7.6,560,0.6,1.7,347,2.5,3.3,755,1.4,4.4,5.8,1.0,0.5,0.7,2.2,2.0
47,Brian Scalabrine,0,TREV,7,31.4,11.6,4.6,6.9,667,0.9,1.6,545,1.0,1.4,700,0.7,4.3,5.0,2.4,0.4,0.0,1.4,1.7
48,Valerio Amoroso,0,TER,32,29.9,11.5,4.4,10.5,418,1.3,4.1,318,1.4,1.9,733,1.5,4.2,5.7,2.0,1.6,0.2,2.2,2.5
49,Rok Stipcevic,0,VAR,36,31.2,11.4,3.8,8.4,450,1.8,4.9,364,2.1,2.4,864,0.5,2.1,2.6,3.3,1.2,0.0,2.4,2.6
50,Jeff Viggiano,0,TREV,22,29.5,11.4,4.3,9.2,468,1.6,4.5,357,1.1,1.5,758,0.9,3.0,3.8,1.5,0.8,0.8,1.9,2.9
51,Sani Becirovic,0,TREV,27,20.3,11.3,2.8,6.9,409,1.1,3.1,357,4.6,5.4,855,0.3,1.9,2.1,2.7,1.1,0.1,2.6,2.3
52,Daniel Hackett,0,PES,41,31.8,11.2,3.9,8.1,476,0.6,2.0,280,3.0,4.3,680,0.6,3.2,3.8,2.6,2.4,0.1,2.5,3.2
53,Doron Perkins,0,CAN,18,30.7,11.1,3.9,11.3,343,1.1,4.5,235,2.3,3.4,672,1.4,4.8,6.2,3.3,2.1,0.2,2.6,2.8
54,Igor Rakocevic,0,SANA,20,20.1,11.1,3.6,8.0,447,1.2,3.1,377,2.9,3.7,781,0.4,1.6,2.0,1.6,0.9,0.0,1.8,1.8
55,Tamar Slay,0,VEN,34,24.9,11.1,4.2,9.1,466,0.9,2.9,299,1.8,2.3,759,1.0,2.9,3.9,1.4,0.9,0.3,1.8,3.2
56,Tony Easley,0,SAS,28,27.3,11.1,4.6,7.3,632,0.0,0.0,0,1.9,3.1,605,3.6,3.2,6.8,0.4,1.1,1.2,2.0,2.9
57,Giuseppe Poeta,0,BOL,34,29.1,11.0,3.3,8.2,401,1.0,3.5,286,3.4,4.6,745,0.8,1.8,2.6,3.6,1.6,0.0,2.4,2.0
58,Vladimir Dasic,0,ROM,8,27.1,11.0,4.3,8.9,479,0.9,3.1,280,1.3,1.9,667,1.4,4.3,5.6,0.3,1.0,0.4,2.9,1.6
59,Danilo Gallinari,0,MIL,8,21.5,10.9,3.1,7.8,403,0.6,2.8,227,4.0,4.5,889,0.5,4.9,5.4,1.6,1.4,0.5,1.5,1.0
60,Kristjan Kangur,0,VAR,36,28.5,10.9,3.7,7.9,465,1.8,4.4,409,1.7,2.2,750,1.3,4.0,5.2,1.9,1.4,0.4,2.1,3.1
61,Albert Miralles,0,BEI,32,27.4,10.8,4.5,7.1,627,0.1,0.3,222,1.8,3.3,558,2.8,4.2,6.9,0.5,1.1,0.4,1.9,3.1
62,Manuchar Markoishvili,0,CAN,37,23.7,10.7,4.0,8.7,458,1.2,3.1,388,1.5,1.9,764,0.7,2.5,3.2,1.4,1.0,0.1,1.6,2.7
63,David Lighty,0,CRE,23,30.9,10.7,4.0,9.2,434,0.7,2.3,327,2.0,2.5,789,1.3,3.6,5.0,1.2,1.1,0.1,1.8,2.6
64,Jerel McNeal,0,MON,32,25.3,10.7,4.0,10.5,379,1.0,3.6,272,1.8,2.5,722,0.6,2.1,2.7,2.3,1.6,0.2,2.7,2.9
65,Tadija Dragicevic,0,BEI,30,31.2,10.6,3.9,8.4,458,1.7,4.9,349,1.2,1.6,735,1.1,5.3,6.4,1.6,1.2,0.3,2.2,2.1
66,Greg Brunner,0,MON,15,24.1,10.6,4.3,7.5,580,0.1,0.6,222,1.8,3.1,587,3.0,4.6,7.6,1.7,1.3,0.5,2.3,3.1
67,Terrell McIntyre,0,BOL,7,25.1,10.6,2.7,8.4,322,1.9,5.0,371,3.3,3.7,885,0.7,1.1,1.9,3.9,1.0,0.0,2.7,1.4
68,Jarvis Varnado,0,ROM,14,23.6,10.4,4.0,7.5,533,0.0,0.0,0,2.4,3.4,723,2.5,4.0,6.5,0.4,0.9,1.9,1.6,3.0
69,Timmy Bowers,0,VEN,35,24.5,10.4,3.8,8.1,472,0.9,2.6,367,1.9,2.3,813,1.3,3.1,4.5,2.3,1.4,0.3,1.9,1.6
70,Jonathan Tabu,0,CRE,32,28.3,10.3,3.5,7.9,444,1.8,4.5,389,1.6,2.1,746,0.7,2.8,3.4,2.8,1.5,0.1,2.3,2.9
71,Daniele Cinciarini,0,CRE,32,21.4,10.3,3.3,7.3,447,1.1,3.2,356,2.6,3.3,798,0.8,2.8,3.6,0.7,0.8,0.0,1.7,2.4
72,Benjamin Ortner,0,TREV,22,25.2,10.3,4.6,7.6,605,0.0,0.0,0,1.1,1.6,667,2.1,3.5,5.6,1.0,1.0,0.4,2.0,3.5
73,Jobey Thomas,0,TREV,24,30.2,10.3,3.7,9.3,401,1.6,4.7,348,1.3,1.4,912,0.6,2.5,3.1,1.5,0.8,0.0,1.5,2.7
74,Vladimir Micov,0,CAN,25,24.7,10.2,3.5,8.0,442,1.1,2.7,412,2.0,2.5,823,0.8,2.9,3.7,2.4,0.7,0.1,2.1,1.9
75,Nicolas Mazzarino,0,CAN,37,27.7,10.1,3.4,7.2,472,2.2,4.9,443,1.3,1.5,873,0.1,1.7,1.8,2.1,0.8,0.0,1.2,2.1
76,Marko Tusek,0,JUV,4,19.8,10.0,3.3,7.8,419,1.8,4.0,438,1.8,2.0,875,1.3,2.5,3.8,0.0,0.0,0.0,0.5,1.8
77,Alex Righetti,0,JUV,27,21.9,9.7,2.7,6.7,401,1.3,3.9,346,3.0,3.2,931,1.0,3.0,3.9,0.7,0.7,0.0,1.2,2.4
78,Milos Borisov,0,TER,30,25.4,9.7,3.7,8.7,427,1.1,3.7,297,1.2,1.7,712,1.2,3.7,4.9,0.9,0.9,0.0,1.6,1.9
79,Kevin Fletcher,0,JUV,18,21.4,9.7,3.8,8.0,479,0.3,1.2,286,1.7,2.7,646,1.7,2.6,4.3,0.5,1.2,0.1,1.7,2.6
80,Brandon Brown,0,TER,32,27.5,9.7,3.6,8.4,422,0.8,2.8,289,1.8,2.4,740,1.9,3.5,5.3,1.6,0.8,0.1,1.8,2.6
81,Coby Karl,0,MON,32,30.8,9.6,2.8,7.3,379,1.4,4.3,333,2.7,3.2,825,0.5,3.0,3.5,1.6,1.2,0.5,2.2,2.9
82,Angelo Gigli,0,BOL,35,27.6,9.5,3.8,6.1,617,0.2,0.7,269,1.8,2.5,697,2.7,4.7,7.4,0.4,0.9,0.7,1.5,2.5
83,Maarty Leunen,0,CAN,37,32.1,9.5,3.4,6.4,538,1.4,3.1,439,1.4,1.8,758,0.9,3.9,4.8,2.3,1.0,0.2,1.8,2.2
84,E'Twaun Moore,0,TREV,8,24.9,9.5,3.9,8.3,470,1.4,3.1,440,0.4,0.5,750,0.5,2.0,2.5,1.0,1.0,0.4,1.6,3.1
85,Rimantas Kaukenas,0,SANA,23,21.4,9.5,3.2,7.5,424,0.8,2.3,365,2.3,2.7,841,0.7,1.3,2.0,1.7,0.7,0.0,2.1,1.8
86,Garrett Temple,0,NCM,28,27.3,9.5,3.3,9.1,355,1.6,4.9,319,1.4,1.7,830,0.4,2.4,2.8,1.4,1.5,0.3,1.6,3.0
87,Robert Fultz,0,TER,26,23.3,9.5,3.3,8.7,379,1.6,4.6,345,1.3,1.5,868,0.2,1.5,1.7,3.3,0.9,0.0,2.2,1.8
88,Stefano Mancinelli,0,MIL,44,23.5,9.4,3.8,7.5,503,0.7,2.2,323,1.0,1.9,554,1.0,2.3,3.3,1.8,1.0,0.3,1.8,2.3
89,Greg Brunner,0,CAN,22,20.9,9.3,4.1,6.7,612,0.1,0.2,400,1.0,1.9,548,2.3,3.8,6.0,0.7,0.7,0.8,1.6,3.0
90,Anthony Goods,0,TER,5,28.6,9.2,3.0,7.6,395,1.8,4.2,429,1.4,1.8,778,0.2,1.8,2.0,0.8,1.0,0.0,2.8,2.4
91,David Chiotti,0,NCM,32,24.5,9.1,3.9,7.1,555,0.1,0.1,500,1.2,2.1,561,2.8,4.2,7.0,0.6,0.7,0.3,1.3,2.1
92,Nemanja Gordic,0,ROM,32,23.9,9.1,3.4,7.4,456,1.3,3.2,412,1.0,1.4,717,0.3,1.9,2.2,2.3,0.8,0.0,1.9,2.5
93,Giorgi Shermadini,0,CAN,22,17.8,9.0,3.1,4.9,645,0.0,0.0,0,2.8,3.2,859,1.4,3.8,5.2,0.3,0.8,1.0,2.1,3.5
94,Bruno Cerella,0,TER,30,24.9,9.0,3.4,6.2,551,0.7,2.0,367,1.4,1.9,754,0.7,2.5,3.2,1.3,1.2,0.3,1.6,2.5
95,Fabio Di Bella,0,MON,32,27.2,8.9,2.8,8.0,350,0.9,2.3,387,2.4,2.9,828,1.1,1.6,2.7,2.5,1.9,0.0,2.3,2.2
96,Uros Slokar,0,ROM,31,23.4,8.9,3.5,6.0,575,0.1,0.5,133,1.9,2.9,674,2.0,3.7,5.7,0.8,0.6,0.8,2.0,2.7
97,Vanja Plisnic,0,SAS,37,22.9,8.9,3.4,7.0,479,1.3,3.3,398,0.8,1.3,646,1.3,3.0,4.4,1.4,0.8,0.5,1.2,2.5
98,Omar Cook,0,MIL,44,28.9,8.8,2.7,5.9,450,1.6,4.0,402,1.9,2.5,771,0.4,2.3,2.7,4.9,1.2,0.0,2.0,2.1
99,Gianluca Basile,0,CAN,30,19.8,8.6,2.6,6.5,393,2.1,5.4,380,1.4,1.7,824,0.1,1.4,1.5,1.9,0.4,0.1,1.5,1.7
100,Tony Weeden,0,VAR,10,20.5,8.6,3.0,8.6,349,1.6,5.0,320,1.0,1.6,625,0.1,2.3,2.4,1.5,1.2,0.1,2.9,2.6
101,Antonis Fotsis,0,MIL,44,23.4,8.5,3.0,5.7,534,1.2,2.9,413,1.3,1.7,781,1.6,3.0,4.7,0.8,0.6,0.4,1.2,1.8
102,Mihalis Kakiouzis,0,CRE,4,26.0,8.5,3.3,7.3,448,1.0,2.8,364,1.0,1.0,1.00,1.3,4.0,5.3,0.3,1.0,0.3,1.3,0.8
103,Pietro Aradori,0,SANA,43,18.2,8.5,3.0,5.5,544,0.7,1.8,421,1.7,2.0,860,0.7,2.0,2.7,1.1,0.5,0.0,0.9,1.0
104,J.R. Bremer,0,MIL,18,21.7,8.4,2.7,7.0,381,1.4,4.2,347,1.6,2.0,806,0.4,2.0,2.4,2.4,0.6,0.1,2.2,2.1
105,Charlie Bell,0,JUV,19,26.9,8.3,3.0,9.3,322,0.9,4.5,209,1.3,1.7,781,0.7,1.8,2.5,1.1,0.9,0.1,1.8,2.0
106,Drew Nicholas,0,MIL,20,24.4,8.3,3.0,7.8,378,1.7,5.0,340,0.7,1.3,520,0.3,1.5,1.8,2.2,0.5,0.2,1.6,2.0
107,Alessandro Gentile,0,MIL,34,19.3,8.2,2.9,7.1,402,0.6,2.3,253,1.9,2.4,771,0.9,2.6,3.6,1.5,0.6,0.2,1.8,2.4
108,Achille Polonara,0,TER,32,15.6,8.2,3.1,5.0,615,0.4,1.3,341,1.6,2.5,633,1.8,2.7,4.5,0.7,0.7,0.7,1.2,1.7
109,Mihalis Kakiouzis,0,ROM,22,21.4,7.9,3.0,5.7,516,0.9,2.2,417,1.1,1.4,800,1.2,2.9,4.1,0.8,0.6,0.1,0.7,1.6
110,Matteo Soragna,0,BEI,28,30.0,7.9,2.8,5.4,517,0.8,2.1,379,1.5,1.8,860,0.4,3.0,3.3,1.8,1.3,0.1,2.1,2.9
111,Goran Jurak,0,BEI,32,22.3,7.8,3.0,5.8,522,0.5,1.5,313,1.4,2.3,587,1.6,2.9,4.5,1.1,1.2,0.1,2.7,3.4
112,Oliver Stevic,0,NCM,27,17.4,7.8,3.1,4.7,659,0.0,0.0,0,1.6,2.2,746,2.7,3.1,5.8,0.2,0.7,0.6,1.0,3.0
113,Marco Cusin,0,PES,29,21.2,7.7,3.2,5.3,608,0.0,0.0,0,1.3,2.2,585,1.2,3.9,5.1,0.2,1.3,1.3,1.8,2.7
114,Andrija Stipanovic,0,JUV,26,22.7,7.7,3.7,6.3,579,0.0,0.0,0,0.4,1.3,286,3.0,3.2,6.3,0.5,1.2,0.2,1.9,2.3
115,Brad Wanamaker,0,TER,7,25.6,7.6,2.6,5.6,462,0.1,1.1,125,2.3,3.4,667,1.0,3.0,4.0,1.6,1.3,0.0,3.0,2.7
116,Diego Fajardo,0,VAR,32,20.7,7.6,2.9,6.1,480,0.3,0.9,310,1.4,1.9,738,1.8,3.7,5.5,0.8,1.3,0.1,1.3,2.4
117,Steven Hunter,0,SAS,6,19.8,7.5,3.3,7.0,476,0.0,0.0,0,0.8,1.2,714,1.8,3.7,5.5,0.2,1.3,0.8,2.0,1.3
118,David Lighty,0,CAN,8,15.3,7.5,2.9,4.9,590,0.5,1.0,500,1.3,1.5,833,0.9,1.6,2.5,1.0,0.6,0.0,1.1,1.0
119,David Moss,0,SANA,32,20.6,7.5,2.6,5.8,446,0.8,2.3,375,1.5,1.9,787,0.7,2.1,2.8,1.2,1.0,0.4,1.1,2.7
120,Tautvydas Lydeka,0,PES,41,19.3,7.5,2.9,4.5,629,0.0,0.0,0,1.8,2.4,720,1.7,2.9,4.6,0.1,0.8,0.2,1.1,2.4
121,Teemu Rannikko,0,VAR,31,22.7,7.4,2.1,5.5,388,1.4,4.1,349,1.6,1.9,850,0.1,1.4,1.5,3.0,1.4,0.0,1.6,2.8
122,Justin Hurtt,0,VAR,17,20.8,7.3,2.8,7.4,384,0.9,2.6,356,0.7,0.8,857,1.0,1.6,2.6,0.5,0.6,0.1,1.2,2.0
123,Jonas Maciulis,0,SANA,4,12.8,7.3,2.5,5.0,500,1.0,2.5,400,1.3,1.3,1.00,0.5,1.0,1.5,1.8,1.3,0.0,1.0,2.0
124,Matteo Malaventura,0,NCM,32,21.4,7.3,2.5,7.1,354,1.2,3.6,319,1.1,1.3,814,0.4,1.0,1.4,0.9,0.7,0.0,0.5,1.2
125,Aaron Doornekamp,0,JUV,31,23.3,7.2,2.5,5.6,440,0.9,2.1,446,1.3,1.5,854,0.9,3.5,4.4,0.9,1.5,0.5,1.4,2.8
126,Bootsy Thornton,0,SANA,24,19.9,7.2,2.8,5.3,523,1.0,1.9,533,0.6,0.8,778,0.7,2.1,2.8,1.3,0.5,0.1,1.2,1.8
127,Terrence Roderick,0,CRE,11,23.1,7.1,2.8,7.7,365,0.3,1.6,167,1.2,2.6,448,1.3,2.5,3.7,1.5,1.5,0.3,2.5,2.9
128,Giuliano Maresca,0,JUV,32,23.1,7.0,2.5,5.8,438,0.8,2.1,394,1.2,1.3,902,0.4,1.9,2.3,0.9,0.9,0.0,1.5,1.8
129,Vlad Moldoveanu,0,TREV,31,20.7,6.9,2.3,5.6,405,1.1,3.3,343,1.3,1.7,788,0.7,2.6,3.3,0.5,0.3,0.2,0.6,2.8
130,Tariq Kirksay,0,MON,13,25.9,6.8,2.7,6.2,438,1.0,3.2,310,0.5,0.6,750,1.5,4.2,5.6,2.7,2.6,0.2,1.3,2.0
131,Massimo Bulleri,0,TREV,28,18.7,6.7,2.4,6.3,389,0.6,2.5,225,1.4,1.7,809,0.5,1.8,2.3,1.4,0.7,0.0,1.5,2.4
132,Jasmin Perkovic,0,CRE,32,28.2,6.7,2.6,6.2,414,0.4,1.9,210,1.1,1.5,694,1.9,4.2,6.1,1.1,1.1,0.1,1.9,2.9
133,Weyinmi Efejuku Rose,0,JUV,11,23.9,6.6,2.3,7.0,325,0.4,1.9,190,1.7,2.0,864,0.6,2.6,3.3,1.3,0.9,0.4,2.0,1.3
134,Marko Tusek,0,CRE,19,19.2,6.6,2.4,6.1,391,0.8,2.9,291,1.1,1.1,1.00,1.3,2.2,3.4,0.5,0.5,0.0,0.8,2.0
135,Stefano Gentile,0,NCM,29,17.7,6.6,2.4,6.0,399,0.7,2.3,294,1.1,1.3,846,0.3,1.3,1.6,1.7,1.2,0.0,1.8,1.8
136,Nikos Zisis,0,SANA,42,19.0,6.4,2.1,4.6,464,0.2,1.0,159,2.0,2.3,867,0.4,1.7,2.1,2.7,0.7,0.0,1.2,2.0
137,Gal Mekel,0,TREV,22,18.1,6.3,2.5,5.5,467,0.4,1.5,242,0.9,1.3,655,0.3,1.9,2.2,3.7,0.6,0.0,2.0,1.8
138,Jasmin Hukic,0,NCM,13,26.1,6.3,2.3,6.5,353,1.3,3.5,370,0.4,0.5,833,1.2,3.8,5.1,1.2,1.0,0.1,1.2,3.1
139,Viktor C. Gaddefors,0,AVE,32,27.1,6.3,2.4,4.9,487,0.7,1.9,377,0.8,1.1,714,0.7,2.5,3.1,0.8,1.2,0.2,1.1,3.2
140,Tommaso Fantoni,0,VEN,28,19.3,6.3,2.3,4.8,474,0.3,0.7,474,1.4,1.8,760,1.5,2.3,3.8,0.8,0.3,0.1,1.0,2.5
141,Valerio Spinelli,0,AVE,20,16.7,6.1,2.0,4.7,419,0.8,2.2,364,1.5,2.1,732,0.3,1.2,1.5,1.8,1.0,0.0,1.3,0.9
142,Marko Scekic,0,CAN,7,19.3,5.9,2.1,5.1,417,0.1,0.6,250,1.4,1.7,833,1.6,3.4,5.0,0.3,0.6,0.1,1.6,2.1
143,Deividad Gailius,0,BOL,32,13.2,5.6,2.3,4.2,541,0.2,1.0,194,0.9,1.3,651,0.9,1.3,2.1,0.2,0.4,0.2,1.3,1.7
144,Keith Benson,0,SAS,4,20.5,5.5,2.5,5.0,500,0.0,0.0,0,0.5,1.3,400,1.5,4.3,5.8,0.0,0.5,0.8,2.3,2.3
145,Andrea Crosariol,0,ROM,21,18.4,5.5,2.4,3.5,689,0.0,0.0,0,0.6,1.8,342,1.5,2.6,4.1,1.0,0.4,0.8,1.8,2.0
146,Manuel Vanuzzo,0,SAS,35,17.5,5.4,2.0,4.5,440,1.2,2.9,408,0.2,0.3,583,0.5,1.8,2.3,0.3,0.4,0.3,0.6,1.6
147,Carlos Gianella,0,CAN,8,15.9,5.4,2.0,3.5,571,0.6,1.5,417,0.8,1.0,750,0.1,0.9,1.0,1.4,0.8,0.0,1.5,3.0
148,Jakub Kudlacek,0,JUV,16,14.3,5.4,1.4,3.0,458,0.1,0.6,222,2.5,2.9,870,0.3,0.8,1.1,0.8,0.3,0.1,0.9,1.5
149,Joe Trapani,0,NCM,3,16.3,5.3,2.0,4.7,429,0.7,2.3,286,0.7,0.7,1.00,1.3,0.3,1.7,0.3,0.3,0.0,0.3,0.7
150,Daniele Cavaliero,0,PES,41,20.8,5.3,1.6,5.1,314,0.9,3.2,271,1.2,1.8,653,0.3,1.3,1.7,2.1,1.1,0.0,2.0,2.3
151,Valerio Mazzola,0,MON,28,18.1,5.3,2.4,4.8,507,0.2,0.7,316,0.2,0.4,600,1.1,2.2,3.3,0.8,1.1,0.2,1.0,2.6
152,Alessandro Infanti,0,AVE,14,20.7,5.1,2.0,5.0,400,0.7,2.0,357,0.4,0.4,1.00,0.9,0.9,1.7,0.3,1.0,0.1,1.1,3.2
153,Guido Rosselli,0,VEN,35,15.6,5.1,1.5,3.9,391,0.3,1.5,235,1.7,2.1,822,0.5,2.3,2.8,1.6,0.9,0.0,1.4,1.7
154,Janar Talts,0,VAR,36,15.1,5.1,2.2,3.8,574,0.3,1.0,250,0.5,1.0,543,1.6,2.4,4.0,0.9,0.9,0.3,1.5,2.8
155,Marco Mordente,0,ROM,25,17.5,5.1,1.7,4.6,371,0.6,2.2,291,1.0,1.2,806,0.3,1.2,1.6,1.6,0.8,0.0,1.0,1.8
