Year,Team,Playoff,Finalist,Winner,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2009,Mens Sana 1871 Siena,1,1,1,38,40.1,89.8,30.8,58.6,527,9.9,23.1,427,18.3,22.7,805,8.6,22.2,30.8,14.6,14.9,3.4,13.8,21.6
2009,Carpegna Prosciutto Basket Pesaro,0,0,0,28,40.5,80.1,28.2,58.5,483,9.4,23.8,396,14.3,20.3,703,8.7,21.8,30.5,11.9,13.7,1.0,17.9,23.1
2009,Vanoli Cremona,0,0,0,28,40.5,79.6,27.4,60.2,454,7.8,22.9,342,17.1,22.4,762,9.8,21.1,30.9,10.3,13.1,2.1,16.3,21.6
2009,Universo De'Longhi Treviso,1,0,0,31,40.3,79.5,28.0,58.9,475,8.4,22.0,381,15.1,19.9,760,9.1,21.6,30.7,12.3,10.9,1.7,16.9,23.2
2009,Pasta Reggia JuveCaserta,1,0,0,36,40.4,78.9,27.5,60.1,457,8.8,23.9,369,15.1,21.8,694,10.1,22.1,32.3,9.9,13.9,1.7,14.7,20.6
2009,Sutor Montegranaro,1,0,0,31,40.3,77.4,27.2,60.3,451,9.7,26.1,373,13.3,18.2,730,11.5,19.1,30.6,9.8,11.4,1.8,16.1,21.9
2009,Banca Tercas Teramo,0,0,0,28,40.0,76.8,26.5,57.5,462,8.8,23.7,372,14.9,20.3,737,9.4,20.4,29.7,13.8,11.1,1.7,16.1,22.4
2009,Virtus Roma,1,0,0,31,40.2,76.6,26.9,56.5,476,6.9,20.6,334,16.0,20.9,765,9.1,21.0,30.1,9.5,13.5,3.0,17.3,22.8
2009,OpenJobMetis Varese,0,0,0,28,40.2,76.2,26.3,58.2,452,8.6,23.0,375,15.0,19.5,767,8.0,21.1,29.1,12.7,11.6,1.7,16.0,20.9
2009,Edilnol Pallacanestro Biella,0,0,0,28,40.4,76.1,26.0,57.5,453,8.8,24.9,352,15.3,21.0,728,10.3,21.1,31.3,12.9,10.7,2.4,17.5,24.0
2009,Sidigas Avellino,0,0,0,28,40.5,75.9,26.7,58.8,454,7.8,24.4,317,14.8,19.4,764,9.9,20.9,30.7,11.9,12.7,2.9,16.9,21.0
2009,Acqua San Bernardo Cantu,1,0,0,36,40.1,75.8,26.2,55.0,477,7.4,18.9,394,15.9,21.2,748,7.9,20.3,28.2,12.2,10.5,1.8,15.7,19.4
2009,AX Armani Exchange Milan,1,1,0,40,40.5,74.7,26.4,57.7,457,6.9,20.8,333,14.9,19.3,774,9.7,23.2,32.8,12.5,12.3,1.8,17.7,22.3
2009,Virtus Bologna,1,0,0,33,40.2,74.4,26.3,55.8,471,7.6,20.6,369,14.2,19.7,724,8.4,21.5,29.9,10.3,11.2,2.8,16.2,21.8
2009,Feli Pharma Ferrara,0,0,0,28,40.5,74.1,25.9,57.2,453,8.0,22.6,352,14.3,20.5,699,8.9,21.1,30.0,10.2,13.6,3.5,16.4,20.9
