Year,Team,Playoff,Finalist,Winner,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2020,Banco di Sardegna Sassari,1,0,0,33,40.3,89.3,30.8,62.0,496,9.9,24.5,405,17.9,22.9,780,9.5,26.8,36.4,18.4,7.8,1.7,14.6,19.1
2020,Virtus Bologna,1,1,1,38,40.1,85.0,30.7,64.5,476,9.6,26.9,356,14.0,18.9,742,10.9,29.2,40.1,22.0,7.6,2.8,14.0,20.7
2020,Vanoli Cremona,0,0,0,28,40.7,84.6,30.0,67.4,446,9.4,27.2,347,15.1,19.7,768,9.8,27.5,37.3,17.4,6.3,2.7,11.3,19.8
2020,Universo De'Longhi Treviso,1,0,0,31,40.2,84.1,29.6,66.4,446,9.3,26.7,347,15.6,19.7,789,10.6,23.3,33.9,16.9,7.7,2.1,11.4,21.0
2020,Enel Brindisi,1,0,0,34,40.0,84.1,29.3,64.5,454,8.7,26.9,325,16.9,22.4,752,11.4,28.4,39.9,16.1,6.8,2.6,12.1,18.3
2020,AX Armani Exchange Milan,1,1,0,38,40.0,83.7,28.8,62.2,464,10.0,24.7,407,16.0,19.2,837,9.5,26.3,35.8,17.2,6.9,2.8,11.6,18.5
2020,Gemani Basket Brescia,0,0,0,28,40.4,82.1,30.1,65.7,458,9.1,24.6,370,12.9,15.3,841,10.0,25.0,35.0,18.6,7.2,1.8,13.0,21.5
2020,Carpegna Prosciutto Basket Pesaro,0,0,0,28,40.2,81.1,28.8,64.7,445,10.1,28.8,350,13.5,17.5,768,11.0,24.0,35.1,16.2,6.7,1.1,11.7,21.2
2020,OpenJobMetis Varese,0,0,0,28,40.5,81.1,27.7,63.7,434,10.9,31.2,348,14.9,19.9,747,10.4,26.5,36.9,14.9,5.5,1.9,12.8,20.2
2020,Umana Venezia,1,0,0,36,40.3,80.1,28.8,62.8,459,10.6,29.1,363,11.9,17.3,686,9.2,26.4,35.6,17.1,6.8,2.6,13.8,22.9
2020,Pallacanestro Trieste 2004,1,0,0,31,40.0,79.0,29.7,64.7,459,8.7,24.6,353,10.8,15.5,699,9.6,27.2,36.8,17.2,7.2,2.3,13.3,19.5
2020,Acqua San Bernardo Cantu,0,0,0,28,40.2,77.8,27.3,61.9,440,9.5,26.0,365,13.8,18.0,768,9.3,26.5,35.8,16.9,5.2,2.5,13.6,17.9
2020,Fortituto Kontatto Bologna,0,0,0,28,40.0,77.8,28.7,61.2,469,7.8,22.9,342,12.6,17.6,714,8.1,25.8,33.9,17.8,7.3,3.3,13.4,17.4
2020,Dolomiti Energia Trento,1,0,0,31,40.3,77.3,28.4,65.4,433,8.8,25.4,348,11.8,16.3,724,10.2,24.6,34.8,15.5,8.3,1.9,12.3,19.7
2020,Grissin Bon Reggio Emilia,0,0,0,28,40.2,75.8,26.6,61.5,432,8.6,24.9,347,14.0,18.1,773,10.1,25.6,35.8,15.6,6.2,1.8,13.5,20.3
2020,Virtus Roma,0,0,0,9,40.0,74.9,28.0,61.8,453,7.7,23.2,330,11.2,17.4,643,6.7,22.3,29.0,16.0,6.0,2.9,13.3,19.8
