#,Squadra,Giocate,Min,Totale,Media,40 Min
1,"(2023) 
Openjobmetis Varese",30,6000,2618,38.3,38.3
2,"(2001) 
Benetton Treviso",36,7250,3359,41.9,41.9
3,"(2022) 
Openjobmetis Varese",30,6050,2726,36.6,36.6
4,"(2022) 
Openjobmetis Varese",30,6050,2726,36.6,36.6
5,"(2003) 
Lottomatica Roma",34,6925,2712,40.3,40.3
6,"(2005) 
Climamio Bologna",34,6875,2929,40.9,40.9
7,"(2014) 
Banco di Sardegna Sassari",30,6075,2549,35.6,35.6
8,"(2001) 
Mabo Prefabbricati Livorno",36,7250,2979,39.6,39.6
9,"(2005) 
Snaidero Udine",34,6850,2819,35.8,35.8
10,"(2007) 
Montepaschi Siena",34,6825,2998,40.1,40.1
11,"(2007) 
Scavolini Spar Pesaro",34,6825,2762,38.6,38.6
12,"(2016) 
Umana Reyer Venezia",30,6125,2447,37.8,37.8
13,"(2022) 
Givova Scafati",30,6050,2378,37,37
14,"(2001) 
Fabriano Basket",36,7275,2983,36.6,36.6
15,"(2006) 
Snaidero Cucine Udine",34,6800,2753,38.4,38.4
16,"(2007) 
Eldo Napoli",34,6875,2672,37,37
17,"(2005) 
Carpisa Napoli",34,6875,3051,40.7,40.7
18,"(2007) 
Air Avellino",34,6825,2878,38.6,38.6
19,"(2015) 
Banco di Sardegna Sassari",30,6125,2509,38.4,38.4
20,"(2021) 
Banco di Sardegna Sassari",30,6075,2541,38.5,38.5
21,"(2021) 
Banco di Sardegna Sassari",30,6075,2541,38.5,38.5
22,"(2013) 
Banco di Sardegna Sassari",30,6000,2589,40.2,40.2
23,"(2005) 
Armani Jeans Milano",34,6850,2826,39,39
24,"(2007) 
Snaidero Cucine Udine",34,6825,2591,34.8,34.8
25,"(2005) 
Montepaschi Siena",34,6850,2763,39,39
26,"(2004) 
Vertical Vision Cantu'",34,6850,2911,39.8,39.8
27,"(2006) 
Montepaschi Siena",34,6875,2943,40.3,40.3
28,"(2006) 
Eldo Napoli",34,6875,2648,38.2,38.2
29,"(2012) 
Banco di Sardegna Sassari",30,6050,2677,38.4,38.4
30,"(2001) 
Würth Roma",36,7225,2813,36,36
31,"(2023) 
Dolomiti Energia Trentino",30,6025,2498,36,36
32,"(2008) 
Montepaschi Siena",30,6050,2651,41.3,41.3
33,"(2004) 
Navigo.it Teramo",34,6825,2758,36.7,36.7
34,"(2006) 
Premiata Montegranaro",34,6825,2699,36.5,36.5
35,"(2001) 
Lauretana Biella",36,7300,2966,37.4,37.4
36,"(2021) 
Bertram Derthona Basket Tortona",30,6050,2418,38.4,38.4
37,"(2021) 
Bertram Derthona Basket Tortona",30,6050,2418,38.4,38.4
38,"(2023) 
Generazione Vincente Napoli Basket",30,6029,2587,33.7,33.7
39,"(2023) 
Estra Pistoia",30,6025,2432,38.5,38.5
40,"(2017) 
Vanoli Cremona",30,6000,2554,37.5,37.5
41,"(2001) 
Scavolini Pesaro",36,7275,3003,38.6,38.6
42,"(2006) 
Whirlpool Varese",34,6900,2747,40.1,40.1
43,"(2011) 
Cimberio Varese",32,6475,2429,35.8,35.8
44,"(2022) 
Carpegna Prosciutto Pesaro",30,6050,2531,37.6,37.6
45,"(2022) 
Carpegna Prosciutto Pesaro",30,6050,2531,37.6,37.6
46,"(2018) 
Umana Reyer Venezia",30,6075,2440,37.6,37.6
47,"(2003) 
Teramo Basket",34,6875,3098,37.2,37.2
48,"(2011) 
Banco di Sardegna Sassari",32,6400,2581,38.1,38.1
49,"(2002) 
Benetton Treviso",34,6825,3093,42.1,42.1
50,"(2021) 
A|X Armani Exchange Milano",30,6050,2465,37,37
51,"(2021) 
A|X Armani Exchange Milano",30,6050,2465,37,37
52,"(2004) 
Benetton Treviso",34,6825,2836,42,42
53,"(2017) 
Banco di Sardegna Sassari",30,6100,2586,38.2,38.2
54,"(2001) 
Fillattice Imola",36,7325,2856,35.3,35.3
55,"(2004) 
Climamio Bologna",34,6925,2897,35.8,35.8
56,"(2016) 
Sidigas Avellino",30,6075,2392,39.3,39.3
57,"(2022) 
Umana Reyer Venezia",30,6075,2510,40,40
58,"(2022) 
Umana Reyer Venezia",30,6075,2510,40,40
59,"(2022) 
Banco di Sardegna Sassari",30,6025,2530,40.6,40.6
60,"(2022) 
Banco di Sardegna Sassari",30,6025,2530,40.6,40.6
61,"(2020) 
Openjobmetis Varese",28,5675,2271,34.8,34.8
62,"(2007) 
Benetton Treviso",34,6825,2607,35.5,35.5
63,"(2016) 
Enel Brindisi",30,6100,2495,37.9,37.9
64,"(2018) 
Openjobmetis Varese",30,6000,2385,35,35
65,"(2000) 
Benetton Treviso",34,6850,2964,41.4,41.4
66,"(2017) 
Umana Reyer Venezia",30,6075,2481,36.5,36.5
67,"(2023) 
Virtus Segafredo Bologna",30,6050,2668,38,38
68,"(2016) 
Banco di Sardegna Sassari",30,6000,2301,37.4,37.4
69,"(2006) 
Tisettanta Cantu'",34,6900,2679,35,35
70,"(2004) 
Casti Group Varese",34,6825,2736,37.3,37.3
71,"(2023) 
Vanoli Basket Cremona",30,6050,2406,36.1,36.1
