#,Squadra,Giocate,Min,Totale,Media,40 Min
293,"(2023) 
Generazione Vincente Napoli Basket",30,6025,2613,74.6,74.6
294,"(2018) 
Banco di Sardegna Sassari",30,5875,2416,76.4,76.4
295,"(1998) 
Ducato Siena",26,5250,2022,75,75
296,"(1997) 
Scavolini Pesaro",26,5225,2195,76.9,76.9
297,"(1996) 
Stefanel Milano",26,5200,2002,74.1,74.1
298,"(2018) 
Acqua S.Bernardo Cantù",30,6050,2571,74.6,74.6
299,"(1998) 
Pepsi Rimini",26,5225,1897,75.6,75.6
300,"(1993) 
S. Clear Cantu'",30,6050,2523,73.9,73.9
301,"(2023) 
Vanoli Basket Cremona",30,6050,2389,74.1,74.1
302,"(2010) 
Montepaschi Siena",30,6000,2159,76.8,76.8
303,"(1997) 
Mabo Pistoia",26,5225,2061,74.8,74.8
304,"(2006) 
Benetton Treviso",34,6800,2463,70.3,70.3
305,"(2008) 
Scavolini Spar Pesaro",30,6075,2436,74.9,74.9
306,"(1989) 
Enimont Livorno",30,6025,2626,77.7,77.7
307,"(1996) 
Kinder Bologna",26,5250,2120,75.4,75.4
308,"(2003) 
Benetton Treviso",34,6625,2640,78.4,78.4
309,"(2015) 
Grissin Bon Reggio Emilia",30,6050,2263,76.4,76.4
310,"(2018) 
Oriora Pistoia",30,5825,2511,75,75
311,"(2007) 
Montepaschi Siena",34,6825,2366,71.7,71.7
312,"(1989) 
Cantine Riunite R.Emilia",30,6025,2653,76,76
313,"(2013) 
Umana Venezia",30,6000,2420,76.7,76.7
314,"(2007) 
Air Avellino",34,6825,2637,73,73
315,"(2011) 
Angelico Biella",32,6500,2503,75.6,75.6
316,"(2017) 
Umana Reyer Venezia",30,6075,2364,71.6,71.6
317,"(2010) 
Pepsi Caserta",30,6075,2422,76.4,76.4
318,"(2020) 
Umana Reyer Venezia",28,5625,2142,73.5,73.5
319,"(1988) 
Ipifim Torino",30,6025,2798,76.6,76.6
320,"(2018) 
Dolomiti Energia Trentino",30,6100,2410,75.6,75.6
321,"(2004) 
Sicc Cucine Jesi",34,6850,2899,70.6,70.6
322,"(2005) 
Vertical Vision Cantu'",34,6850,2799,73.9,73.9
323,"(2002) 
Lottomatica Roma",34,6825,2507,71.5,71.5
324,"(1993) 
Kleenex Pistoia",30,6050,2593,73.5,73.5
325,"(2023) 
Happy Casa Brindisi",30,6025,2455,76.8,76.8
326,"(2012) 
Montepaschi Siena",30,6000,2160,73.2,73.2
327,"(2011) 
Acea Roma",32,6525,2603,77.5,77.5
328,"(2011) 
Fabi Shoes Montegranaro",32,6425,2588,79.5,79.5
329,"(1988) 
Paini Napoli",30,5800,2505,75.8,75.8
330,"(2010) 
Dinamo Sassari",30,6075,2512,73.5,73.5
