Year,Team,Playoff,Finalist,Winner,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2017,Banco di Sardegna Sassari,0,0,0,30,40.7,86.2,31.0,64.0,484,10.2,26.7,382,14.0,17.7,792,9.3,23.0,32.3,17.9,6.5,1.8,13.6,21.9
2017,Acqua San Bernardo Cantu,1,0,0,33,40.3,85.8,30.9,67.2,460,8.5,24.9,343,15.5,20.9,743,8.9,23.1,32.0,17.0,7.2,2.0,12.1,20.0
2017,Vanoli Cremona,1,0,0,33,40.0,84.2,30.8,66.9,461,10.0,27.0,369,12.6,16.3,773,8.8,22.8,31.5,15.3,7.2,2.4,13.0,20.6
2017,Umana Venezia,1,0,0,37,40.4,83.0,30.1,63.7,473,10.0,27.2,366,12.8,18.1,710,7.8,25.0,32.7,17.8,5.7,2.7,12.4,22.1
2017,AX Armani Exchange Milan,1,1,1,43,40.3,83.0,29.6,62.5,474,9.4,26.0,362,14.4,18.2,789,9.1,24.3,33.4,14.4,5.9,2.8,12.4,20.3
2017,Sidigas Avellino,1,0,0,34,41.0,82.3,30.7,61.0,503,9.1,23.0,396,11.8,16.6,710,7.9,25.9,33.8,18.5,5.5,3.2,14.8,18.7
2017,Fiat Torino,0,0,0,30,40.2,81.1,29.2,65.1,449,7.8,22.8,342,14.8,19.6,754,9.7,23.2,32.9,17.6,7.6,1.7,13.2,19.1
2017,Dolomiti Energia Trento,1,1,0,44,40.0,80.2,29.2,64.0,456,7.3,21.8,334,14.6,21.3,685,9.7,23.2,32.9,13.2,8.2,1.8,12.0,19.5
2017,Gemani Basket Brescia,1,0,0,37,40.5,78.6,28.8,62.9,458,8.0,23.5,342,12.9,18.8,689,9.3,24.0,33.2,17.2,7.7,2.0,11.7,18.7
2017,Virtus Bologna,1,0,0,30,40.2,78.4,29.3,65.0,450,8.5,25.4,333,11.4,16.7,686,9.5,23.0,32.5,14.6,7.7,1.4,12.2,18.5
2017,Grissin Bon Reggio Emilia,0,0,0,30,40.2,77.5,28.7,62.5,460,7.4,21.9,340,12.6,16.1,786,8.5,21.8,30.3,16.1,7.4,2.2,13.1,20.2
2017,OpenJobMetis Varese,1,0,0,33,40.5,77.4,28.2,63.3,445,8.7,25.3,345,12.3,16.5,744,10.1,26.0,36.1,15.5,6.5,2.3,12.9,21.2
2017,Enel Brindisi,0,0,0,30,40.5,77.2,28.9,64.6,448,7.2,22.5,319,12.2,17.7,691,8.5,24.3,32.8,14.6,6.3,1.9,13.5,19.4
2017,Carpegna Prosciutto Basket Pesaro,0,0,0,30,40.3,77.0,28.0,64.6,433,6.8,23.2,295,14.2,19.5,730,10.3,23.4,33.7,12.3,8.2,2.4,13.2,18.2
2017,Georgio Tesi Group Pistoia,0,0,0,30,40.2,75.6,27.8,66.1,421,8.7,25.6,341,11.2,16.3,684,10.7,23.9,34.6,14.5,5.7,1.4,13.5,22.2
2017,Orlandina Basket,0,0,0,30,40.3,71.8,26.9,61.3,439,7.6,24.4,312,10.3,15.1,680,8.0,23.7,31.7,15.8,5.2,2.0,14.4,18.4
