#,Player,MVP,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
99,Milenko Tepic,0,ORL,27,28.5,8.6,2.9,7.5,384,0.8,2.8,276,2.0,2.2,900,0.7,4.7,5.4,3.0,1.1,0.0,1.7,1.1
100,Luca Vitali,0,BRE,30,33.1,8.5,2.5,6.1,404,1.1,3.3,337,2.5,3.0,822,0.7,3.0,3.7,7.1,1.0,0.1,3.1,2.9
101,Davide Pascolo,0,MIL,39,17.7,8.4,3.6,6.0,598,0.4,0.9,417,0.8,1.1,786,1.5,2.5,4.1,1.2,0.8,0.5,0.8,1.7
102,Josh Bostic,0,JUV,20,21.4,8.4,2.6,7.2,361,1.5,4.4,330,1.7,2.0,850,0.4,2.7,3.1,1.3,1.5,0.2,1.9,3.1
103,Jamel McLean,0,MIL,38,19.0,8.3,2.9,5.1,569,0.0,0.3,0,2.5,3.7,674,2.0,2.6,4.6,1.2,0.8,0.3,1.5,2.6
104,Stefano Tonut,0,VEN,35,19.9,8.3,3.1,6.1,500,0.9,2.1,431,1.3,1.6,804,0.4,1.6,2.0,2.1,0.9,0.1,1.4,1.6
105,Esteban Batista,0,VEN,15,16.2,8.2,3.3,6.1,533,0.0,0.1,0,1.7,2.5,676,2.2,3.1,5.3,0.9,0.6,0.4,2.7,1.9
106,Zoran Dragic,0,MIL,20,18.7,8.2,3.2,6.6,481,1.0,2.9,333,1.0,1.2,792,1.1,2.1,3.2,1.3,0.9,0.3,2.2,2.2
107,Chris Roberts,0,PIS,15,27.4,8.1,3.1,8.0,383,0.9,3.5,264,1.0,1.2,833,0.7,2.4,3.1,2.2,1.3,0.1,1.4,2.9
108,Jared Berggren,0,BRE,30,22.5,7.9,3.6,5.9,608,0.0,0.1,0,0.8,1.7,451,1.4,3.9,5.2,0.5,0.3,1.1,1.4,2.2
109,A.J. English III,0,NBB,8,23.3,7.9,2.9,9.4,307,1.4,5.5,250,0.8,1.0,750,0.4,1.6,2.0,2.6,1.1,0.1,1.3,2.5
110,Samardo Samuels,0,NBB,7,16.9,7.9,2.9,5.1,556,0.4,0.6,750,1.7,2.9,600,1.1,3.4,4.6,0.4,0.6,0.1,2.6,2.7
111,Derek Needham,0,REG,33,20.9,7.8,2.9,7.1,416,1.1,3.9,285,0.8,1.0,875,0.3,1.5,1.8,2.4,1.5,0.1,1.6,3.2
112,Mirza Alibegovic,0,TOR,30,21.4,7.8,2.7,6.9,393,1.3,4.1,317,1.1,1.6,708,0.3,1.8,2.1,1.0,0.1,0.0,1.3,1.9
113,Kris Joseph,0,NBB,19,24.6,7.7,2.7,6.8,403,1.9,4.5,424,0.3,0.9,353,0.8,2.2,3.1,1.1,0.8,0.1,1.3,1.6
114,Pat Calathes,0,CAN,16,21.1,7.6,3.0,7.2,417,1.1,2.9,362,0.6,1.1,529,1.4,3.6,5.0,0.8,0.6,0.3,1.7,2.0
115,Josh Carter,0,SAS,25,21.0,7.6,2.6,6.8,382,1.6,4.6,353,0.8,1.0,760,0.7,1.8,2.5,1.2,0.7,0.3,1.2,2.2
116,Olek Czyz,0,JUV,14,18.0,7.4,3.0,5.1,583,0.8,1.3,611,0.6,1.7,375,1.0,2.5,3.5,0.6,0.5,0.1,1.4,1.8
117,Ryan Hollins,0,TOR,7,17.6,7.4,2.9,4.3,667,0.0,0.0,0,1.7,2.4,706,1.6,3.1,4.7,0.7,0.1,0.6,1.0,2.4
118,Mantas Kalnietis,0,MIL,30,18.9,7.3,2.7,5.9,461,1.3,3.0,433,0.5,0.7,682,0.4,2.4,2.8,4.1,0.6,0.1,1.9,1.4
119,Ariel Filloy,0,VEN,43,18.2,7.2,2.5,6.0,418,1.5,4.0,380,0.7,0.9,842,0.3,1.5,1.7,2.5,1.1,0.0,1.4,1.8
120,David Lighty,0,SAS,11,22.7,7.2,3.0,6.7,446,0.4,1.8,200,0.8,1.1,750,0.7,2.2,2.9,2.1,1.0,0.0,1.8,1.7
121,Norvel Pelle,0,VAR,29,15.7,7.2,2.9,4.3,672,0.0,0.0,0,1.4,1.9,727,2.2,3.4,5.6,0.3,0.3,2.1,1.0,2.9
122,Rimantas Kaukenas,0,REG,18,20.6,7.2,2.4,6.8,350,0.6,1.7,333,1.8,2.4,767,0.2,0.9,1.1,2.1,0.6,0.0,1.9,2.2
123,Jamelle Hagins,0,VEN,24,17.0,7.1,3.0,5.3,559,0.0,0.0,0,1.2,1.5,806,1.8,1.8,3.7,0.4,0.4,0.3,1.5,2.8
124,Toto Forray,0,TREN,44,20.9,7.0,2.3,6.3,373,0.9,2.8,311,1.5,1.8,844,0.7,1.9,2.5,2.0,1.3,0.1,1.5,2.8
125,Luca Campani,0,VAR,7,17.3,7.0,2.3,5.4,421,0.6,1.6,364,1.9,2.3,813,1.9,2.0,3.9,0.6,0.1,0.1,0.7,1.7
126,Miroslav Raduljica,0,MIL,31,12.6,6.9,2.4,4.6,528,0.0,0.1,333,2.0,2.4,840,0.9,2.1,3.0,1.2,0.4,0.1,1.6,2.2
127,Janis Berzins,0,ORL,8,17.4,6.9,2.3,6.1,367,0.9,3.0,292,1.5,1.8,857,1.1,2.4,3.5,1.5,1.0,0.3,0.9,1.9
128,Sava Lesic,0,REG,17,14.2,6.8,2.3,4.9,470,0.4,1.2,286,1.9,2.7,696,1.1,1.6,2.7,0.6,0.7,0.2,1.5,2.1
129,Kaleb Tarczewski,0,MIL,15,14.7,6.7,2.8,4.8,583,0.0,0.0,0,1.1,1.6,667,1.7,3.5,5.1,0.5,0.3,0.5,1.3,2.2
130,Valerio Mazzola,0,TOR,27,19.9,6.6,2.4,4.7,500,0.7,1.7,426,1.1,1.3,853,1.7,2.9,4.6,0.6,0.3,0.2,0.8,3.3
131,Jalen Reynolds,0,REG,17,13.0,6.5,2.8,4.8,580,0.0,0.0,0,1.0,1.7,586,1.9,2.5,4.4,1.0,0.5,0.5,1.6,2.8
132,Matt Carlino,0,CRE,21,16.3,6.5,2.3,6.3,361,1.3,4.0,318,0.7,0.9,778,0.4,2.9,3.2,2.3,0.9,0.0,1.2,1.5
133,Aleksa Avramovic,0,VAR,25,14.8,6.5,2.2,6.2,364,0.6,2.8,232,1.4,1.7,814,0.4,1.0,1.4,1.3,0.7,0.0,1.4,1.3
134,Marco Giuri,0,JUV,30,26.6,6.5,2.4,5.9,407,1.2,3.4,366,0.5,0.6,778,0.7,2.2,2.9,3.5,1.1,0.1,2.3,2.4
135,David Cournooh,0,PIS,14,21.5,6.4,2.2,6.0,369,0.9,3.2,267,1.1,1.5,762,0.5,1.6,2.1,0.9,0.4,0.0,1.4,2.6
136,Maarty Leunen,0,AVE,39,27.3,6.4,2.0,4.7,432,1.4,3.4,405,1.0,1.1,864,0.7,4.5,5.2,2.8,0.6,0.1,1.0,2.1
137,Landry Nnoko,0,PES,30,23.1,6.4,2.7,5.1,523,0.0,0.1,500,1.0,1.9,517,2.3,4.9,7.1,0.7,0.6,0.9,2.0,2.8
138,Fabio Mian,0,CRE,30,20.3,6.3,2.2,6.1,368,1.1,3.2,340,0.7,1.0,759,0.2,1.3,1.5,1.2,0.7,0.0,1.0,2.6
139,Tautvydas Lydeka,0,SAS,31,20.5,6.3,2.5,4.3,582,0.0,0.0,0,1.3,1.9,650,2.1,2.7,4.9,0.9,0.4,0.3,1.0,2.5
140,Andrea Cinciarini,0,MIL,37,22.8,6.2,2.2,5.0,440,0.4,1.3,313,1.4,1.8,779,0.7,1.8,2.5,3.1,0.9,0.1,1.7,2.0
141,Awudu Abass,0,MIL,37,17.6,6.2,2.2,4.8,449,0.7,2.0,360,1.2,1.4,811,0.6,1.7,2.3,0.8,0.7,0.3,1.1,1.7
142,Marques Green,0,AVE,39,21.6,6.2,1.9,4.7,418,1.4,3.5,415,0.9,0.9,971,0.2,2.2,2.4,4.3,1.7,0.0,1.6,1.8
143,Omar Thomas,0,CRE,6,17.0,6.2,2.7,5.3,500,0.3,1.0,333,0.5,0.8,600,1.8,2.0,3.8,1.2,1.2,0.0,1.5,1.5
144,Michele Antonutti,0,PIS,32,15.4,6.2,2.3,5.1,460,0.3,1.3,220,1.2,1.5,809,0.7,1.9,2.6,0.8,0.3,0.0,0.9,1.1
145,Gabriel Olaseni,0,SAS,13,14.3,6.1,2.6,3.7,708,0.0,0.0,0,0.8,1.2,733,1.7,2.1,3.8,0.5,0.3,0.8,1.2,2.2
146,Romeo Travis,0,CAN,6,19.7,6.0,2.7,4.7,571,0.3,1.0,333,0.3,0.8,400,1.5,2.3,3.8,2.3,0.5,0.2,0.8,2.0
147,Alex Acker,0,CAN,23,18.5,5.9,2.2,5.8,381,0.9,2.4,364,0.6,0.7,875,0.6,2.1,2.7,1.5,0.7,0.1,1.3,0.9
148,Jakub Wojciechowski,0,CRE,25,12.3,5.8,2.4,3.9,602,0.9,1.8,489,0.2,0.4,455,0.7,2.0,2.7,0.5,0.1,0.2,0.5,2.0
149,Simas Jasaitis,0,PES,28,22.3,5.8,2.0,4.6,431,1.3,2.9,438,0.5,0.7,700,1.0,2.0,2.9,0.9,0.8,0.1,0.8,2.2
150,Raphael Gaspardo,0,CRE,30,16.0,5.7,2.3,4.4,515,0.4,1.3,282,0.8,1.3,625,1.0,1.6,2.6,0.5,0.4,0.4,1.2,1.7
151,Marco Ceron,0,PES,30,17.2,5.6,1.6,4.2,386,0.9,2.7,325,1.5,2.1,688,0.3,1.2,1.5,0.7,0.9,0.0,0.8,1.7
152,Retin Obasohan,0,AVE,27,15.5,5.6,1.9,4.7,391,0.4,1.5,250,1.5,2.3,656,0.4,1.6,2.0,1.4,0.7,0.2,0.9,2.0
153,Daniele Magro,0,PIS,33,12.8,5.5,2.3,3.2,710,0.0,0.0,0,0.9,1.3,705,1.7,1.8,3.4,0.4,0.2,0.3,1.2,2.5
154,Andrea De Nicolao,0,REG,33,22.1,5.5,2.0,4.9,414,0.8,2.6,329,0.6,0.7,833,0.5,1.6,2.1,3.3,1.1,0.0,1.7,2.9
155,Stefano Gentile,0,REG,14,16.9,5.3,2.1,4.7,439,0.9,2.4,353,0.3,0.4,667,0.4,1.6,1.9,1.4,0.7,0.0,0.9,1.5
