#,Player,MVP,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
43,Preston Knowles,0,PIS,31,25.5,11.8,4.1,9.7,417,1.8,5.1,363,1.8,2.5,718,0.6,2.6,3.3,2.5,1.1,0.0,1.4,2.8
44,Simas Jasaitis,0,ORL,24,28.6,11.8,4.2,9.2,455,2.0,5.1,393,1.4,1.6,872,1.3,2.6,4.0,0.9,0.4,0.1,1.2,1.6
45,Dario Hunt,0,JUV,29,30.2,11.7,5.3,9.8,544,0.0,0.1,0,1.0,3.0,330,3.9,5.9,9.9,0.8,1.1,1.4,1.9,3.1
46,Deron Washington,0,CRE,34,28.5,11.7,3.9,8.1,476,1.0,2.6,393,2.9,4.4,667,1.5,4.7,6.2,2.1,2.0,0.4,2.1,3.3
47,Laurence Bowers,0,ORL,25,25.1,11.6,4.8,10.9,436,0.8,2.6,297,1.4,1.7,810,1.8,3.6,5.5,1.5,0.7,1.1,2.1,2.8
48,Mike Green,0,VEN,37,28.7,11.6,3.2,9.5,340,1.1,3.4,339,3.9,4.8,830,0.9,3.4,4.3,5.0,1.4,0.1,2.4,2.4
49,Trent Lockett,0,TREN,32,28.1,11.4,4.7,9.9,469,0.9,2.4,385,1.2,2.3,528,1.3,2.4,3.7,1.8,1.6,0.4,2.4,2.6
50,Hrvoje Peric,0,VEN,14,23.1,11.4,4.5,8.7,516,1.1,2.6,405,1.4,2.0,679,1.1,3.3,4.4,1.2,0.5,0.5,1.2,2.9
51,Chris Wright,0,VAR,11,29.2,11.4,4.0,10.6,376,0.5,1.8,300,2.8,3.6,775,0.6,3.8,4.5,4.8,1.4,0.0,2.7,1.7
52,Bobby Jones,0,JUV,26,26.5,11.3,3.8,8.2,467,0.9,2.8,315,2.8,4.2,661,1.8,4.3,6.1,0.8,1.7,0.2,2.0,3.4
53,Olek Czyz,0,PIS,32,23.1,11.2,4.2,8.4,500,0.6,1.7,370,2.2,3.4,657,2.2,3.5,5.7,0.8,0.8,0.2,1.7,2.1
54,Josh Owens,0,VEN,27,21.9,11.1,4.9,7.9,624,0.0,0.0,0,1.3,2.6,500,2.0,3.2,5.3,0.9,0.7,0.6,1.7,2.9
55,Phil Goss,0,VEN,28,25.7,11.1,3.9,9.8,401,1.9,5.3,367,1.3,1.6,841,0.4,1.6,2.0,2.7,1.0,0.0,1.7,2.5
56,LaQuinton Ross,0,CAN,11,28.1,10.9,3.4,9.9,339,0.8,3.2,257,3.4,4.3,787,1.6,5.0,6.6,1.4,0.5,0.3,2.2,1.2
57,Michal Ignerski,0,CAN,8,21.4,10.9,3.9,8.3,470,1.8,4.0,438,1.4,2.5,550,0.3,3.4,3.6,1.0,0.6,0.1,1.4,2.1
58,Maalik Wayns,0,VAR,25,25.8,10.8,3.8,10.7,356,1.5,4.5,327,1.8,2.2,815,0.2,2.6,2.8,2.6,0.7,0.1,2.2,1.9
59,Wayne Blackshear,0,PIS,31,25.4,10.7,4.1,9.1,448,0.7,2.6,256,1.9,2.9,667,0.9,2.5,3.4,0.8,0.8,0.4,1.8,2.7
60,Roko Ukic,0,CAN,14,30.0,10.7,4.1,9.0,452,0.9,3.1,295,1.6,2.0,821,0.4,2.4,2.8,4.9,0.6,0.0,2.4,2.3
61,Taurean Green,0,AVE,6,31.7,10.7,3.0,9.2,327,2.0,5.7,353,2.7,3.7,727,0.5,2.2,2.7,6.8,1.2,0.0,3.5,2.0
62,Abdul Gaddy,0,BOL,30,30.4,10.5,3.8,9.2,415,0.8,3.0,281,2.0,2.9,693,1.1,2.4,3.5,3.2,0.9,0.1,2.6,3.2
63,Rihards Kuksiks,0,VAR,24,28.2,10.4,3.5,7.7,457,2.5,5.5,462,0.9,1.1,808,0.6,2.5,3.1,1.3,0.9,0.1,1.3,1.8
64,Tautvydas Lydeka,0,PES,17,28.8,10.3,4.0,5.6,708,0.0,0.0,0,2.3,3.6,629,3.5,4.5,8.0,0.8,1.0,0.1,1.5,3.3
65,Achille Polonara,0,REG,46,28.0,10.2,3.9,8.2,483,1.1,3.7,310,1.2,2.0,615,2.3,5.0,7.3,1.5,1.0,0.7,1.1,2.0
66,Jamel McLean,0,MIL,42,22.2,10.2,3.4,6.0,571,0.0,0.3,154,3.3,4.8,687,2.3,3.1,5.4,1.0,0.9,0.3,1.6,2.5
67,Rod Odom,0,BOL,30,25.8,10.0,3.5,7.5,460,1.0,2.7,354,2.1,2.9,727,1.6,3.3,4.9,0.9,0.6,0.2,1.5,2.4
68,Courtney Fells,0,BOL,11,28.2,10.0,3.7,11.6,320,1.5,5.3,276,1.1,1.2,923,0.9,3.0,3.9,2.1,1.4,0.5,3.5,2.6
69,Stefano Mancinelli,0,TOR,27,25.3,10.0,3.9,8.3,469,0.9,2.3,371,1.3,1.9,706,0.5,3.4,4.0,1.4,1.3,0.3,1.1,2.2
70,Christian Eyenga,0,TOR,12,24.6,9.9,4.0,8.0,500,0.6,1.7,350,1.3,1.8,727,0.8,2.3,3.1,1.3,0.3,1.0,1.3,1.8
71,Esteban Batista,0,MIL,25,17.6,9.8,4.3,6.8,629,0.0,0.0,0,1.2,2.1,577,2.7,3.7,6.4,0.7,0.9,0.2,2.4,2.4
72,Jarvis Varnado,0,SAS,29,17.9,9.7,4.1,6.6,623,0.0,0.1,0,1.5,2.4,629,1.6,3.2,4.8,0.9,0.5,0.9,1.7,2.8
73,Darius Lavrinovic,0,REG,37,16.0,9.6,3.4,7.1,471,0.5,1.7,317,2.4,3.0,784,1.4,2.2,3.7,1.4,0.6,0.4,1.6,3.1
74,Andre Dawkins,0,TOR,20,27.4,9.6,3.5,8.9,393,1.8,5.1,356,0.8,0.9,833,0.7,1.7,2.4,1.0,0.5,0.1,1.8,2.9
75,Dawan Robinson,0,TOR,8,30.0,9.5,4.1,8.9,465,0.1,1.6,77,1.1,2.4,474,0.8,3.6,4.4,3.0,0.4,0.0,1.8,2.6
76,Will Cummings,0,TREN,4,17.5,9.5,3.0,6.5,462,1.5,3.5,429,2.0,4.0,500,0.0,2.3,2.3,1.3,1.0,0.0,2.3,2.8
77,Rok Stipcevic,0,SAS,33,21.8,9.4,2.9,6.5,453,1.7,4.1,415,1.8,2.2,847,0.2,1.5,1.7,2.1,0.8,0.0,1.2,1.9
78,Ndudi Ebi,0,TOR,28,23.3,9.4,4.1,8.1,513,0.2,0.8,273,0.9,1.6,568,1.7,4.1,5.8,0.6,1.3,1.3,1.5,2.7
79,Jevohn Shepherd,0,PES,19,27.2,9.4,3.5,7.9,440,0.5,1.9,270,1.9,2.6,720,1.1,3.2,4.3,0.8,0.5,0.2,1.1,2.3
80,Marco Cusin,0,CRE,33,24.5,9.4,3.6,6.5,558,0.0,0.1,0,2.1,2.6,812,1.5,4.4,5.9,1.0,0.4,0.9,2.5,3.1
81,Mouhammad Faye,0,VAR,21,25.6,9.3,3.4,7.1,480,1.1,2.6,436,1.3,2.0,651,2.7,5.2,7.9,1.0,0.6,0.9,2.0,2.2
82,Ramon Galloway,0,VAR,10,26.5,9.3,3.5,9.8,357,1.3,4.4,295,1.0,1.1,909,0.7,2.9,3.6,2.4,1.6,0.1,3.6,2.4
83,Melvin Ejim,0,VEN,16,25.8,9.3,3.2,7.6,418,1.0,3.0,333,1.9,2.5,750,1.6,4.4,6.0,0.9,1.1,0.3,2.3,3.3
84,Simone Fontecchio,0,BOL,30,27.5,9.2,3.5,8.7,397,1.3,3.9,328,1.0,1.2,838,1.1,2.5,3.5,1.9,1.0,0.1,2.3,2.0
85,Christian Eyenga,0,SAS,18,24.6,9.2,3.8,8.3,463,0.5,1.7,290,1.1,1.8,594,1.2,3.1,4.3,1.4,0.8,1.0,1.8,2.1
86,Scottie Reynolds,0,NBB,16,28.4,9.1,3.7,7.8,472,0.6,2.3,270,1.1,1.5,750,0.4,2.8,3.2,4.3,0.7,0.1,3.1,1.2
87,Milan Macvan,0,MIL,41,21.8,9.1,3.5,7.5,469,0.7,2.4,286,1.4,1.9,740,1.8,2.8,4.6,1.2,0.7,0.1,1.4,2.0
88,Oliver Lafayette,0,MIL,44,23.4,9.0,3.1,7.4,423,1.9,4.9,378,0.9,1.1,837,0.3,2.5,2.8,2.3,1.2,0.1,1.6,2.7
89,Michael Bramos,0,VEN,40,25.7,9.0,3.0,6.9,440,2.1,4.9,423,0.9,1.2,766,0.7,3.0,3.7,1.2,0.9,0.4,1.0,2.2
90,Robbie Hummel,0,MIL,11,22.4,9.0,3.6,6.7,541,1.4,3.4,405,0.4,0.4,1.00,1.2,3.8,5.0,0.8,0.9,0.1,0.9,2.6
91,Riccardo Cervi,0,AVE,40,20.7,9.0,3.7,6.2,598,0.0,0.1,0,1.5,2.5,622,2.4,2.6,5.0,0.6,0.4,1.3,1.5,2.3
92,Kenny Hasbrouck,0,CAN,13,22.6,8.9,3.0,8.5,355,1.5,4.4,351,1.4,1.8,783,0.2,1.9,2.2,2.5,1.5,0.0,1.7,2.6
93,Ian Miller,0,TOR,21,21.0,8.9,3.0,7.9,380,1.4,4.5,309,1.5,1.8,842,0.4,1.3,1.7,1.5,1.2,0.1,1.8,2.8
94,Ogo Adegboye,0,CRE,9,20.4,8.9,3.1,6.8,459,1.3,3.2,414,1.3,1.8,750,0.4,2.2,2.7,1.8,0.7,0.0,1.9,2.6
95,Tony Mitchell,0,SAS,8,26.9,8.9,3.5,9.8,359,0.6,4.6,135,1.3,1.8,714,1.3,5.3,6.5,3.0,1.3,0.9,2.8,3.1
96,Filippo Baldi,0,TREN,18,19.7,8.7,3.2,6.9,468,0.9,2.8,320,1.4,1.8,758,1.2,2.8,4.0,1.3,0.7,0.2,1.3,2.0
97,Vladimir Veremeenko,0,REG,37,21.1,8.7,3.3,5.4,607,0.1,0.3,400,2.0,2.5,787,2.0,2.8,4.8,1.2,0.6,0.4,1.5,3.4
98,Alex Acker,0,AVE,37,24.1,8.7,3.2,7.7,423,1.0,3.0,342,1.2,1.3,896,0.5,2.5,3.0,2.4,0.8,0.1,1.7,1.9
99,Michele Antonutti,0,PIS,32,24.5,8.6,2.8,6.2,442,1.0,2.9,355,2.1,2.5,838,0.9,2.8,3.8,1.0,0.9,0.0,0.9,2.0
100,Alex Oriakhi,0,ORL,30,24.1,8.6,3.6,7.2,502,0.0,0.1,0,1.3,3.3,398,3.2,5.6,8.8,0.5,0.4,0.9,2.1,2.8
101,Jamarr Sanders,0,TREN,23,27.6,8.3,3.1,8.0,386,1.2,4.2,292,0.9,1.5,600,0.6,2.5,3.1,2.9,1.5,0.3,1.9,2.4
102,Valerio Mazzola,0,BOL,29,25.8,8.3,3.0,7.6,395,1.0,3.1,311,1.3,1.9,704,1.4,4.4,5.8,1.0,0.7,0.3,1.7,3.6
103,Nikola Dragovic,0,CRE,19,23.4,8.3,3.2,7.1,452,1.1,4.2,266,0.7,1.2,609,1.0,3.9,4.9,0.5,0.8,0.2,1.1,1.5
104,Markel Starks,0,CRE,13,25.4,8.2,3.5,8.0,442,0.8,2.8,297,0.3,0.5,667,0.2,1.8,2.1,1.9,0.7,0.0,1.8,2.1
105,Janis Blums,0,AVE,9,18.7,8.2,2.7,5.9,453,2.0,4.7,429,0.9,1.3,667,0.2,2.1,2.3,2.4,0.3,0.0,1.9,2.2
106,Langston Hall,0,CAN,7,31.0,8.1,2.6,5.3,486,0.7,1.4,500,2.3,2.9,800,0.7,2.9,3.6,3.9,0.7,0.0,2.6,3.3
107,Michele Vitali,0,BOL,29,25.2,8.1,2.7,6.9,397,1.3,3.7,361,1.3,2.0,684,0.7,2.9,3.6,1.4,1.3,0.1,1.7,2.0
108,Kristjan Kangur,0,VAR,19,25.3,8.1,2.8,4.9,570,0.9,1.9,459,1.6,2.1,750,1.3,2.6,3.9,1.6,0.7,0.1,1.3,2.7
109,Daniele Cavaliero,0,VAR,25,25.0,8.0,2.5,6.2,403,1.5,4.0,374,1.6,1.7,907,0.4,2.0,2.4,1.8,0.8,0.0,1.3,2.5
110,David Cournooh,0,NBB,28,24.9,8.0,2.8,7.3,382,1.3,3.8,349,1.1,1.5,756,0.4,2.2,2.6,2.0,0.9,0.0,1.2,2.5
111,Luca Vitali,0,CRE,14,31.5,8.0,2.2,7.1,313,0.7,4.1,175,2.9,3.3,870,0.8,3.7,4.5,4.6,1.5,0.1,2.6,1.9
112,Luca Campani,0,VAR,27,20.0,7.9,3.0,5.8,526,0.3,0.9,333,1.6,2.1,724,1.3,3.4,4.7,0.6,0.3,0.4,1.1,2.1
113,Mantas Kalnietis,0,MIL,26,23.8,7.9,3.0,6.3,467,0.8,2.3,339,1.2,1.4,889,0.4,2.5,2.9,3.7,0.8,0.1,1.8,2.1
114,Valerio Amoroso,0,JUV,9,27.6,7.9,2.4,7.8,314,1.4,4.8,302,1.6,2.3,667,0.7,4.0,4.7,1.0,1.7,0.3,2.3,2.8
115,Kenneth Kadji,0,SAS,14,15.0,7.9,3.1,5.7,550,0.6,1.7,375,0.9,1.4,650,1.1,2.4,3.6,0.5,0.8,0.6,0.9,3.0
116,Sandro Nicevic,0,ORL,24,17.1,7.8,2.8,6.0,462,0.0,0.3,167,2.2,2.5,881,0.7,3.0,3.7,1.4,0.6,0.3,1.3,2.3
117,Kenny Hasbrouck,0,BOL,14,21.9,7.8,2.5,7.9,315,1.3,4.4,295,1.5,1.9,808,0.6,1.6,2.1,1.3,1.4,0.1,1.4,2.5
118,Dorde Gagic,0,NBB,27,17.2,7.8,2.9,5.4,527,0.0,0.0,0,2.1,3.0,683,1.6,3.0,4.6,0.9,0.7,0.3,2.3,3.2
119,Ariel Filloy,0,PIS,28,23.8,7.7,2.7,7.3,369,1.5,4.6,320,0.9,1.3,686,0.5,2.6,3.1,2.7,1.3,0.1,1.8,2.6
120,Dominique Sutton,0,TREN,32,24.3,7.7,2.8,6.7,419,0.4,1.6,240,1.7,3.0,546,1.8,2.8,4.7,1.3,1.2,0.3,2.0,2.6
121,Pendarvis Williams,0,BOL,11,23.6,7.5,2.8,6.8,413,0.7,2.6,276,1.2,1.4,867,0.5,2.6,3.2,0.7,1.5,0.0,1.4,2.2
122,Vladimir Golubovic,0,REG,18,15.4,7.5,2.9,5.0,589,0.0,0.0,0,1.6,2.2,744,1.8,2.8,4.7,0.8,0.2,0.3,1.8,1.7
123,Ogo Adegboye,0,JUV,2,26.0,7.5,2.5,8.5,294,1.0,4.5,222,1.5,3.0,500,0.5,2.0,2.5,2.5,0.5,0.0,2.0,0.5
124,Ronald Moore,0,PIS,33,29.3,7.3,2.8,8.6,319,0.9,4.0,227,0.8,1.3,636,0.8,3.4,4.2,6.2,1.0,0.0,2.2,2.3
125,Zoltan Perl,0,ORL,24,25.4,7.2,3.1,6.7,460,0.4,1.4,273,0.7,1.0,640,0.6,2.2,2.8,1.5,0.8,0.1,1.3,2.0
126,Alex Harris,0,NBB,30,18.6,7.1,2.5,5.6,444,1.0,2.3,456,1.1,1.5,711,0.7,1.4,2.2,1.3,0.4,0.1,1.3,2.3
127,Jared Berggren,0,CAN,14,25.1,6.8,2.9,4.9,588,0.1,0.6,250,0.9,2.0,464,1.6,3.6,5.2,1.1,0.3,1.7,1.3,2.1
128,Tommaso Laquintana,0,ORL,28,21.9,6.7,2.3,6.1,368,0.5,1.7,271,1.8,2.1,817,0.9,2.1,2.9,2.2,1.0,0.1,2.8,2.5
129,Uros Slokar,0,JUV,9,21.3,6.7,2.2,5.1,435,0.9,2.0,444,1.3,1.8,750,1.2,2.3,3.6,0.7,0.7,0.2,1.3,1.9
130,Benas Veikalas,0,AVE,39,16.9,6.6,2.2,5.5,404,1.0,3.1,325,1.2,1.3,885,0.4,1.7,2.2,1.0,0.7,0.0,1.0,1.4
131,Stanko Barac,0,MIL,17,16.0,6.6,2.9,5.6,510,0.0,0.1,0,0.8,1.4,583,1.6,2.1,3.8,0.5,0.4,0.2,1.4,2.2
132,Allan Ray,0,BOL,4,21.5,6.5,1.5,7.8,194,0.8,4.0,188,2.8,3.0,917,0.0,3.5,3.5,2.0,0.8,0.0,2.5,3.3
133,Domen Lorbek,0,CAN,10,21.2,6.5,2.2,5.4,407,1.2,3.3,364,0.9,1.1,818,0.7,1.3,2.0,0.9,0.9,0.1,1.3,2.0
134,Ousman Krubally,0,VEN,10,13.2,6.4,2.1,3.1,677,0.0,0.0,0,2.2,3.1,710,1.2,1.6,2.8,0.0,0.6,0.6,0.9,2.3
135,Ovie Soko,0,NBB,3,13.7,6.3,2.0,6.3,316,0.3,2.3,143,2.0,2.7,750,0.0,1.3,1.3,0.7,0.3,0.0,1.3,2.0
136,Andrea De Nicolao,0,REG,46,24.4,6.2,2.2,5.3,402,0.9,2.7,333,1.0,1.4,698,0.5,1.8,2.4,3.4,1.2,0.0,1.8,2.9
137,Viktor C. Gaddefors,0,JUV,17,22.5,6.1,2.4,4.8,506,0.5,1.8,300,0.8,1.2,650,0.7,3.5,4.2,1.1,0.8,0.2,0.8,1.4
138,Ojars Silins,0,REG,45,20.5,6.1,2.2,5.0,440,1.0,2.8,357,0.7,0.8,882,0.5,1.5,2.0,0.6,0.5,0.5,0.4,2.4
139,Stefano Gentile,0,REG,30,18.2,6.0,2.1,4.8,434,1.0,2.8,369,0.9,1.0,839,0.3,1.6,1.9,1.7,1.1,0.0,1.1,2.2
140,Benjamin Ortner,0,VEN,40,16.4,6.0,2.5,4.7,537,0.0,0.1,200,1.0,1.6,603,1.7,2.2,3.9,0.6,0.7,0.2,1.4,2.7
141,Linton Johnson,0,JUV,4,18.5,6.0,2.0,3.8,533,0.0,0.0,0,2.0,2.0,1.00,2.5,3.0,5.5,0.0,0.8,0.5,0.8,3.0
142,Maarty Leunen,0,AVE,40,29.6,6.0,1.9,4.5,428,1.2,3.1,390,1.0,1.1,864,1.4,5.2,6.6,3.3,0.8,0.1,1.6,2.5
143,Marco Giuri,0,JUV,29,25.3,6.0,2.3,6.0,382,0.9,2.9,298,0.6,0.8,667,0.6,1.7,2.3,1.7,1.1,0.2,1.7,3.0
144,Andrea Zerini,0,NBB,30,23.4,5.9,2.2,5.0,450,1.0,2.8,341,0.5,0.9,577,1.5,3.1,4.6,0.8,0.6,0.6,0.7,2.7
145,D.J. Shelton,0,PES,10,17.6,5.8,2.0,5.4,370,0.5,2.0,250,1.3,2.2,591,1.8,2.5,4.3,0.5,0.3,0.2,1.3,3.0
146,Jevohn Shepherd,0,VAR,5,21.4,5.8,2.2,7.2,306,0.4,1.8,222,1.0,1.2,833,1.6,1.6,3.2,1.6,0.6,0.2,1.2,1.4
147,O.D. Anosike,0,NBB,14,26.9,5.8,2.3,4.3,533,0.0,0.1,0,1.2,2.2,548,2.9,7.2,10.1,1.0,0.4,0.1,2.3,2.9
148,Guido Rosselli,0,TOR,27,22.2,5.7,2.1,4.1,518,0.3,1.4,243,1.1,1.4,789,0.7,2.6,3.3,1.6,0.9,0.1,1.8,2.9
149,Marco Ceron,0,PES,29,20.5,5.6,1.7,4.7,365,1.2,3.6,327,1.0,1.3,744,0.6,1.6,2.2,0.3,0.7,0.0,1.1,1.9
150,Fabio Mian,0,CRE,34,17.4,5.6,2.0,5.0,408,1.1,2.8,383,0.5,0.8,630,0.4,1.2,1.6,0.3,0.6,0.0,0.6,2.3
151,Muhammad El-Amin,0,JUV,7,17.9,5.6,2.0,6.7,298,1.0,3.7,269,0.6,0.6,1.00,0.7,1.6,2.3,0.3,1.0,0.0,1.6,1.3
152,Giuseppe Poeta,0,TREN,28,18.1,5.6,1.7,4.5,384,0.8,2.1,350,1.4,2.1,661,0.3,1.0,1.3,2.4,0.6,0.0,1.1,1.0
153,Boris Savovic,0,VEN,11,14.0,5.5,1.7,4.3,404,0.5,2.1,217,1.6,2.0,818,0.5,2.0,2.5,0.3,0.5,0.3,1.5,1.6
154,Derek Needham,0,REG,16,16.6,5.5,1.9,5.1,370,1.1,2.9,383,0.6,0.9,667,0.4,1.6,1.9,1.8,1.1,0.0,1.8,2.2
155,Toto Forray,0,TREN,33,20.8,5.5,2.1,5.6,370,0.9,2.8,319,0.5,0.6,714,0.6,1.6,2.3,2.4,1.2,0.1,1.4,2.6
