#,Squadra,Giocate,Min,Totale,Media,40 Min
120,"(2008) 
Lottomatica Roma",30,6125,2398,22.3,21.8
121,"(1993) 
Stefanel Trieste",30,6075,2423,22.3,22
122,"(2010) 
Lottomatica Roma",30,6000,2262,22.3,22.3
123,"(1999) 
Lineltex Imola",30,6025,2490,22.3,22.2
124,"(2012) 
Sidigas Avellino",30,5875,2431,22.3,22.8
125,"(1991) 
Robe di Kappa Torino",30,6075,2711,22.4,22.1
126,"(2009) 
Vanoli Cremona",28,5675,2326,24,23.7
127,"(1991) 
S. Clear Cantu'",30,6025,2444,22.4,22.3
128,"(1988) 
Arimo Bologna",30,6025,2550,22.4,22.3
129,"(2022) 
EA7 Emporio Armani Milano",30,6025,2191,22.5,22.4
130,"(2022) 
EA7 Emporio Armani Milano",30,6025,2191,22.5,22.4
131,"(2020) 
Virtus Segafredo Bologna",28,5600,2168,24.2,24.2
132,"(1995) 
Cagiva Varese",32,6475,2706,21.2,20.9
133,"(2017) 
Sidigas Avellino",30,6175,2313,22.6,22
134,"(2008) 
Angelico Biella",30,6050,2479,22.6,22.4
135,"(2017) 
EA7 Emporio Armani Milano",30,6075,2244,22.6,22.4
136,"(1987) 
S. Benedetto Torino",30,6000,2740,22.6,22.6
137,"(1994) 
Madigan Pistoia",32,6425,2740,21.3,21.2
138,"(2012) 
EA7 Emporio Armani Milano",30,6075,2304,22.7,22.4
139,"(2015) 
EA7 Emporio Armani Milano",30,6025,2205,22.7,22.6
140,"(2009) 
Pepsi Caserta",28,5675,2161,24.3,24
141,"(1994) 
Comerson Siena",32,6400,2445,21.3,21.3
142,"(1993) 
Kleenex Pistoia",30,6050,2593,22.7,22.5
143,"(2013) 
Umana Venezia",30,6000,2420,22.7,22.7
144,"(1992) 
Benetton Treviso",30,6075,2603,22.8,22.5
145,"(2013) 
Acqua Vitasnella Cantù",30,6050,2290,22.8,22.6
146,"(1992) 
Scaini Venezia",30,6100,2407,22.8,22.4
147,"(1988) 
Enichem Livorno",30,6050,2754,22.8,22.6
148,"(2010) 
Fabi Shoes Montegranaro",30,6050,2382,22.8,22.6
149,"(1988) 
Phonola Roma",30,6000,2627,22.8,22.8
150,"(1991) 
Knorr Bologna",30,5875,2314,22.8,23.3
151,"(2011) 
Bennet Cantù",32,6425,2237,21.4,21.4
152,"(1992) 
Virtus Roma",30,6000,2674,22.9,22.9
153,"(2013) 
Banco di Sardegna Sassari",30,6000,2400,22.9,22.9
154,"(2009) 
Carife Ferrara",28,5675,2211,24.5,24.2
155,"(2010) 
Scavolini Siviglia Pesaro",30,6025,2260,22.9,22.8
156,"(2020) 
A|X Armani Exchange Milano",28,5600,2099,24.5,24.5
157,"(2020) 
A|X Armani Exchange Milano",28,5600,2099,24.5,24.5
158,"(1992) 
S. Clear Cantu'",30,6100,2505,22.9,22.6
159,"(1990) 
Libertas Livorno",30,6025,2752,22.9,22.8
160,"(2017) 
Banco di Sardegna Sassari",30,6100,2488,23,22.6
161,"(2008) 
Montepaschi Siena",30,6050,2153,23,22.8
162,"(2009) 
Cimberio Varese",28,5625,2259,24.6,24.5
163,"(1987) 
Scavolini Pesaro",30,6050,2760,23,22.8
164,"(1992) 
Stefanel Trieste",30,6000,2393,23,23
165,"(2018) 
Banco di Sardegna Sassari",30,5875,2416,23,23.5
166,"(2012) 
Umana Venezia",30,6075,2354,23,22.7
167,"(1992) 
Bialetti Montecatini",30,6075,2510,23,22.7
168,"(1987) 
Arexons Cantù",30,6075,2678,23.1,22.8
169,"(1990) 
Scavolini Pesaro",30,6050,2888,23.1,22.9
170,"(1992) 
Teamsystem Fabriano",30,6100,2584,23.1,22.8
171,"(1987) 
Banco Roma",30,6025,2721,23.2,23.1
172,"(1995) 
Nuova Tirrena Roma",32,6450,2657,21.8,21.6
173,"(1995) 
Benetton Treviso",32,6425,2612,21.8,21.7
174,"(2008) 
Benetton Treviso",30,6075,2261,23.2,22.9
175,"(1989) 
Arimo Bologna",30,6025,2710,23.2,23.1
176,"(1990) 
Sidis R.Emilia",30,6125,2569,23.3,22.8
177,"(1990) 
Benetton Treviso",30,6000,2642,23.3,23.3
178,"(1988) 
Cantine Riunite R.Emilia",30,5825,2572,23.3,24
179,"(1991) 
Philips Milano",30,6050,2597,23.3,23.1
180,"(1993) 
Burghy Roma",30,6025,2782,23.3,23.2
181,"(1987) 
Hitachi Venezia",30,6025,2919,23.3,23.2
182,"(1995) 
Olitalia Forli'",32,6475,2617,21.9,21.6
183,"(1991) 
Glaxo Verona",30,6050,2717,23.3,23.1
184,"(2013) 
Cimberio Varese",30,6025,2458,23.3,23.2
185,"(1994) 
Benetton Treviso",32,6425,2537,21.9,21.8
186,"(2010) 
Air Avellino",30,6075,2378,23.4,23.1
187,"(2008) 
Scavolini Spar Pesaro",30,6075,2436,23.4,23.1
188,"(1989) 
Vismara Cantu'",30,6000,2586,23.4,23.4
189,"(1991) 
Pall. Trapani",30,6125,2644,23.4,22.9
190,"(2012) 
Banco di Sardegna Sassari",30,6050,2513,23.4,23.2
191,"(1987) 
Allibert Livorno",30,6050,2589,23.4,23.2
192,"(1994) 
Scavolini Pesaro",32,6500,2634,22,21.6
193,"(2023) 
Givova Scafati Basket",30,6100,2626,23.5,23.1
194,"(1993) 
Recoaro Milano",30,6075,2637,23.5,23.2
195,"(1990) 
S. Clear Cantu'",30,6050,2644,23.5,23.3
196,"(2008) 
Carife Ferrara",30,6050,2390,23.5,23.3
197,"(2023) 
Banco di Sardegna Sassari",30,6025,2482,23.5,23.4
198,"(1988) 
Divarese Varese",30,6000,2442,23.5,23.5
199,"(1989) 
Benetton Treviso",30,6050,2500,23.5,23.3
200,"(2013) 
Granarolo Bologna",30,6050,2376,23.5,23.3
201,"(1995) 
Cx Orologi Siena",32,6425,2616,22.1,22
202,"(2022) 
Virtus Segafredo Bologna",30,6025,2334,23.6,23.5
