#,Player,MVP,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
92,DeQuan Jones,0,CAN,35,21.5,8.2,3.3,6.4,518,0.5,1.2,372,1.1,1.7,656,0.7,2.7,3.3,0.7,0.6,0.5,1.5,2.1
93,Willie Deane,0,VAR,19,22.1,8.1,3.1,7.3,428,0.3,1.4,192,1.6,1.8,857,0.8,1.7,2.5,3.1,1.2,0.1,2.2,2.6
94,Maxime De Zeeuw,0,ROM,26,19.2,8.0,2.9,5.7,510,1.0,2.8,375,1.2,1.5,789,1.3,2.9,4.2,0.9,0.6,0.3,1.4,2.9
95,Austin Freeman,0,ROM,11,28.2,7.9,3.0,8.2,367,1.0,4.3,234,0.9,1.1,833,0.4,2.3,2.6,1.7,0.6,0.0,1.9,1.5
96,Eric Williams,0,CAN,35,20.9,7.9,3.3,5.3,618,0.0,0.0,0,1.3,2.7,484,1.5,3.1,4.7,0.8,0.8,0.5,2.0,3.2
97,Brandon Triche,0,ROM,19,24.6,7.8,2.8,7.9,360,0.9,3.1,305,1.2,1.4,815,0.8,1.9,2.7,2.8,0.9,0.1,2.2,3.4
98,Folarin Campbell,0,ORL,9,27.3,7.8,2.7,6.8,393,0.7,2.1,316,1.8,2.3,762,0.3,2.9,3.2,3.4,1.2,0.2,3.0,1.8
99,Kristjan Kangur,0,VAR,17,31.6,7.8,2.5,6.3,393,1.4,3.4,414,1.4,1.9,750,2.1,4.1,6.2,1.9,1.0,0.2,2.1,3.3
100,Melvin Ejim,0,ROM,29,23.3,7.7,2.8,6.4,443,0.8,2.3,328,1.3,1.7,771,2.4,3.9,6.3,0.8,0.9,0.2,1.9,2.9
101,Tony Easley,0,PIS,15,18.3,7.6,3.4,5.3,638,0.0,0.0,0,0.8,1.3,600,2.2,2.3,4.5,0.7,0.4,0.5,1.5,2.4
102,Michele Vitali,0,JUV,22,25.4,7.5,2.5,7.0,348,0.8,3.2,254,1.8,2.3,784,0.5,2.0,2.5,1.3,0.8,0.0,1.9,1.6
103,Jordan Morgan,0,ROM,24,21.6,7.5,3.0,6.4,477,0.0,0.0,0,1.4,2.1,667,2.8,3.3,6.0,0.5,0.5,0.2,1.5,2.5
104,Giorgi Shermadini,0,CAN,29,18.6,7.5,2.8,4.6,604,0.0,0.0,0,1.9,2.1,887,1.7,3.2,4.8,0.8,0.1,0.8,1.4,2.2
105,Luca Campani,0,CRE,29,19.8,7.5,2.5,4.8,518,0.4,1.0,448,2.1,2.7,759,1.9,2.3,4.1,0.4,0.3,0.4,1.1,2.3
106,Langston Hall,0,PIS,29,29.2,7.5,2.4,7.3,325,1.2,3.3,358,1.6,2.0,776,0.6,2.7,3.2,5.1,0.9,0.0,1.6,2.2
107,Marco Cusin,0,CRE,15,24.1,7.5,3.1,5.3,575,0.0,0.1,0,1.3,2.1,625,1.5,4.7,6.3,0.9,0.5,1.3,1.7,1.9
108,Jarrius Jackson,0,VEN,27,19.1,7.4,2.7,6.6,416,1.0,3.3,315,0.9,1.3,694,0.2,1.4,1.6,1.6,0.7,0.0,0.7,1.8
109,Ivan Buva,0,CAN,35,18.6,7.4,3.0,6.1,488,0.4,1.1,325,1.0,1.4,729,1.9,3.3,5.2,0.9,0.3,0.3,1.2,1.1
110,Simone Fontecchio,0,BOL,30,24.5,7.4,2.7,7.0,384,1.0,3.5,292,0.9,1.4,651,0.5,1.8,2.3,1.5,0.9,0.2,2.0,2.6
111,Aleksandar Capin,0,JUV,9,20.2,7.3,2.4,6.4,379,0.9,3.2,276,1.6,1.7,933,0.2,0.6,0.8,2.2,0.4,0.0,1.7,1.8
112,Edward Daniel,0,CRE,12,19.6,7.3,3.2,5.9,535,0.0,0.0,0,1.0,1.8,545,3.8,4.7,8.4,0.4,0.8,0.8,2.4,3.1
113,Abdul Gaddy,0,BOL,33,27.9,7.3,2.8,7.0,405,0.8,2.0,418,0.8,1.4,565,0.8,2.2,3.0,3.7,1.0,0.1,2.0,2.6
114,Julyan Stone,0,VEN,41,27.4,7.1,2.5,6.4,393,0.4,1.9,203,1.7,2.5,689,2.5,5.1,7.6,4.1,1.1,0.3,1.9,2.3
115,Kenneth Kadji,0,SAS,24,17.5,7.1,2.8,6.7,416,0.8,2.5,322,0.8,1.2,643,1.5,2.7,4.1,0.5,0.5,0.6,1.2,2.5
116,Benjamin Ortner,0,VEN,40,17.7,7.1,2.9,4.7,608,0.0,0.1,0,1.4,2.1,663,1.5,2.7,4.2,1.1,1.0,0.5,1.5,2.4
117,Keaton Grant,0,TREN,33,20.5,7.0,2.5,7.1,356,0.6,2.8,226,1.3,1.6,815,0.5,1.8,2.3,1.3,0.8,0.1,1.0,2.1
118,Ronald Moore,0,JUV,29,30.8,7.0,2.6,8.2,311,0.8,3.9,204,1.1,1.3,842,1.2,3.3,4.5,5.2,1.7,0.1,2.6,2.6
119,David Moss,0,MIL,37,23.4,6.8,2.3,5.8,393,1.0,3.1,336,1.3,1.5,855,1.0,2.4,3.5,1.6,1.0,0.2,0.7,2.5
120,Matteo Soragna,0,ORL,25,22.2,6.6,1.9,4.5,425,1.1,2.6,438,1.7,2.1,792,0.2,2.1,2.3,1.5,0.5,0.2,1.2,1.8
121,Juvonte Reddic,0,BOL,18,15.0,6.6,2.8,5.1,543,0.0,0.0,0,1.1,1.8,594,2.1,2.2,4.3,0.6,0.5,0.3,1.5,1.8
122,Valerio Mazzola,0,BOL,33,22.3,6.5,2.4,6.1,388,0.2,1.2,125,1.7,1.9,859,1.8,4.3,6.1,0.9,0.5,0.4,1.5,3.5
123,Ojars Silins,0,REG,39,23.3,6.5,2.4,5.9,401,1.3,3.6,360,0.5,0.6,720,0.5,1.8,2.3,0.8,0.7,0.5,0.6,2.7
124,Jonny Flynn,0,ORL,2,27.0,6.5,2.5,8.0,313,0.5,2.5,200,1.0,1.5,667,1.0,2.5,3.5,2.5,0.5,0.0,2.0,1.0
125,Daniele Cavaliero,0,AVE,29,18.7,6.5,2.2,5.8,385,1.0,3.4,303,1.0,1.4,700,0.1,1.3,1.4,2.0,0.5,0.0,1.6,2.8
126,Tomas Ress,0,VEN,42,19.7,6.5,2.0,4.8,421,1.2,3.2,382,1.2,1.8,676,0.9,2.8,3.7,0.8,0.6,1.0,0.6,1.4
127,Miroslav Todic,0,SAS,15,18.9,6.4,2.3,5.8,391,0.8,2.5,316,1.1,1.7,640,1.3,2.7,4.0,0.9,0.5,0.3,2.0,2.1
128,Sek Henry,0,NBB,6,20.3,6.2,2.7,5.7,471,0.5,1.5,333,0.3,0.3,1.00,0.8,1.8,2.7,2.0,1.3,0.2,1.2,1.3
129,Cheikh Mbodj,0,CAN,6,13.5,6.2,2.7,5.0,533,0.0,0.0,0,0.8,1.2,714,1.2,2.8,4.0,0.2,0.3,0.3,0.5,2.3
130,Deividas Dulkys,0,VEN,42,15.5,6.2,2.2,5.5,397,1.4,3.9,364,0.4,0.5,682,0.4,1.5,1.9,0.8,0.5,0.1,0.7,1.7
131,Frank Gaines,0,PES,6,19.5,6.2,2.3,7.8,298,0.7,3.5,190,0.8,1.3,625,1.2,1.2,2.3,0.2,1.0,0.2,0.8,1.8
132,Filippo Baldi,0,TREN,32,16.9,6.1,2.2,5.2,413,0.9,2.4,368,0.9,1.2,769,1.1,2.5,3.6,1.3,0.4,0.3,0.8,2.2
133,Bozhidar Avramov,0,JUV,4,19.5,6.0,2.3,5.3,429,1.5,3.8,400,0.0,0.0,0,0.5,0.8,1.3,1.0,0.5,0.0,1.5,2.8
134,Marco Spanghero,0,TREN,34,19.0,6.0,2.0,4.6,429,1.2,3.0,392,0.9,1.0,853,0.4,1.3,1.7,1.7,0.6,0.0,1.3,2.1
135,Riccardo Cervi,0,REG,40,17.7,5.9,2.5,3.7,669,0.0,0.0,0,0.9,1.5,600,1.9,2.0,3.9,0.4,0.2,1.4,1.4,2.7
136,Kendall Williams,0,PES,15,26.3,5.7,2.2,6.5,337,0.5,2.4,194,0.9,1.8,481,1.5,2.3,3.8,2.8,1.1,0.1,1.7,3.3
137,Awudu Abass,0,CAN,35,18.1,5.7,1.9,4.6,425,0.7,2.2,312,1.1,1.7,672,0.9,2.3,3.2,0.6,0.4,0.3,0.8,1.8
138,Dejan Ivanov,0,NBB,6,19.5,5.7,2.0,4.3,462,0.2,1.5,111,1.5,2.0,750,1.5,2.7,4.2,1.5,0.7,0.2,1.3,1.2
139,Nicolo Melli,0,MIL,39,20.1,5.6,2.1,4.8,429,0.7,2.3,319,0.7,1.0,737,0.9,3.4,4.3,0.9,0.7,0.6,0.7,2.6
140,Toto Forray,0,TREN,34,22.4,5.6,1.9,4.2,451,0.7,1.9,385,1.0,1.4,729,0.8,1.9,2.8,2.6,1.5,0.1,1.1,3.0
141,Marques Green,0,AVE,8,32.5,5.5,1.5,5.3,286,1.4,4.1,333,1.1,1.5,750,0.4,4.4,4.8,3.8,1.5,0.0,2.1,2.4
142,Damian Hollis,0,CAN,20,19.6,5.5,2.0,5.3,381,0.9,2.5,340,0.6,0.8,800,1.2,2.7,3.9,0.7,0.7,0.4,1.3,2.3
143,Stan Okoye,0,VAR,23,15.7,5.4,2.3,4.2,563,0.2,0.5,333,0.6,0.8,684,1.3,2.7,3.9,0.7,0.3,0.2,1.1,2.0
144,Frank Elegar,0,MIL,17,12.5,5.4,2.3,3.1,750,0.0,0.0,0,0.8,1.3,591,1.5,1.7,3.2,0.4,0.4,0.6,0.9,1.7
145,Augustus Gilchrist,0,BOL,14,18.4,5.2,2.1,5.8,358,0.0,0.1,0,1.1,1.9,556,1.8,3.0,4.8,0.3,1.0,0.6,1.2,2.3
146,Gabriele Romeo,0,ROM,1,6.0,5.0,2.0,2.0,1.00,0.0,0.0,0,1.0,1.0,1.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Spencer Nelson,0,VEN,33,12.6,5.0,1.8,3.0,590,0.6,1.2,512,0.8,0.9,867,1.0,1.3,2.3,1.1,0.3,0.0,0.8,1.4
148,Demonte Harper,0,NBB,32,17.6,4.8,1.8,4.7,391,0.3,1.6,192,0.8,1.0,750,0.8,1.7,2.5,0.9,0.8,0.1,1.8,2.2
149,Cameron Moore,0,VEN,10,11.4,4.7,1.6,3.8,421,0.0,0.1,0,1.5,1.9,789,1.0,2.8,3.8,0.3,0.5,0.2,0.9,1.4
150,Marc Trasolini,0,AVE,30,15.8,4.5,1.8,3.3,556,0.0,0.3,0,0.8,1.2,676,1.3,2.0,3.3,0.4,0.4,0.6,0.7,1.8
151,Marco Mordente,0,JUV,30,20.2,4.5,1.5,3.9,379,0.9,2.1,422,0.6,0.7,905,0.4,1.4,1.7,1.6,0.4,0.0,0.8,2.6
152,Pietro Aradori,0,VEN,12,13.3,4.4,1.6,3.8,422,0.3,1.2,214,1.0,1.8,545,0.3,1.6,1.8,0.9,0.8,0.0,1.5,1.4
153,Andrea Pecile,0,ORL,19,18.7,4.2,1.4,4.1,346,0.7,2.3,302,0.6,0.6,1.00,0.1,1.7,1.8,1.1,0.8,0.0,1.1,1.8
154,Micheal Eric,0,NBB,23,11.2,4.1,1.5,3.0,507,0.0,0.0,0,1.1,1.8,595,1.7,1.8,3.5,0.2,0.3,0.6,1.2,2.0
155,Vitalis Chikoko,0,REG,24,11.8,4.1,1.9,3.3,575,0.0,0.0,0,0.3,0.4,778,1.6,1.9,3.5,0.5,0.1,0.9,1.0,2.7
